system_id,title,initials,first_name,given_name,last_name,suffix,party,department,municipality,role,gender
121547,Dhr.,S.C.,,,Stelpstra,,ChristenUnie,,Hardenberg,Raadslid,unknown
75600,Dhr.,W.H.,,,Boersma,,ChristenUnie,,Hardenberg,Raadslid,unknown
84629,Mw.,A.,,,Willems-Merjenburgh,,ChristenUnie,,Hardenberg,Raadslid,unknown
121548,Mw.,S.E.,,Simone,Hof,,ChristenUnie,,Hardenberg,Raadslid,female
121549,Dhr.,H.J.J.,,Jacco,Rodermond,,D66,,Hardenberg,Raadslid,male
134016,Mw.,A.Y.O.,,,van den Hoek-Vroonland,,GroenLinks,,Hardenberg,Raadslid,unknown
131361,Dhr.,J.,,,Botter,,OpKoers.Nu,,Hardenberg,Raadslid,unknown
128513,Dhr.,W.,,Wim,Kloekhorst,,OpKoers.nu,,Hardenberg,Raadslid,male
77794,Mw.,A.,,Annie,Kelder-Ranter,,OpKoers.nu,,Hardenberg,Raadslid,female
134399,Dhr.,E.,,,Mulder,,PvdA,,Hardenberg,Raadslid,unknown
84630,Dhr.,R.P.,,Rein,Jonkhans,,PvdA,,Hardenberg,Raadslid,male
123409,Mw. drs.,B.M.,,Gitta,Luiten,,PvdA,,Hardenberg,Raadslid,female
121552,Mw.,E.H.,,Erika,Kloekhorst-Augustijn,,PvdA,,Hardenberg,Raadslid,female
121553,Dhr.,A.J.,,,Reiling,,VVD,,Hardenberg,Raadslid,unknown
121554,Dhr.,B.T.,,Bert,Gelling,,VVD,,Hardenberg,Raadslid,male
121555,Dhr.,E.S.,,Erik,Back,,VVD,,Hardenberg,Raadslid,male
133622,Mw.,P.M.,,,Baarslag-de MÃ¶nnink,,VVD,,Hardenberg,Raadslid,unknown
121550,Mw.,S.M.A.,,Stella,Hanssen,,VVD,,Hardenberg,Raadslid,female
20264546,Mw.,J.M.G.,,,Waaijer,,,,Hardenberg,Secretaris,unknown
135291,Dhr.,D.T.,,,Prinsse,,CDA,,Hardenberg,Wethouder,unknown
32627,Dhr.,J.,,,Janssen,,ChristenUnie,,Hardenberg,Wethouder,unknown
83879,Dhr.,R.C.J.,,,de Vent,,PvdA,,Hardenberg,Wethouder,unknown
21589339,Dhr.,A.,,,Marcouch,,PvdA,,Arnhem,Burgemeester,unknown
134270,Mw.,L.R.,,Lea,Manders,,Arnhem Centraal,,Arnhem,Fractievoorzitter,female
120645,Dhr.,A.G.M.,,Ton,van Beers,,Arnhemse Ouderen Partij,,Arnhem,Fractievoorzitter,male
125563,Dhr. mr.,G.A.,,Gerben,Karssenberg,,CDA,,Arnhem,Fractievoorzitter,male
75611,Mw.,A.P.,,,Plieger-Bos,,ChristenUnie,,Arnhem,Fractievoorzitter,unknown
125564,Mw.,S.A.,,Sabine,Andeweg,,D66,,Arnhem,Fractievoorzitter,female
120646,Mw.,C.C.,,Cathelijne,Bouwkamp,,GroenLinks,,Arnhem,Fractievoorzitter,female
120647,Dhr.,L.C.M.,,Leo,de Groot,,Partij voor de Dieren,,Arnhem,Fractievoorzitter,male
84705,Mw.,M.,,Martien,Louwers,,PvdA,,Arnhem,Fractievoorzitter,female
134116,Dhr.,J.,,Jurgen,Elfrink,,SP,,Arnhem,Fractievoorzitter,male
120649,Dhr. dr.,K.,,,Bal,,Verenigd Arnhem,,Arnhem,Fractievoorzitter,unknown
84706,Dhr.,L.J.J.H.,,,CombÃ©e,,VVD,,Arnhem,Fractievoorzitter,unknown
127245,Dhr.,G.E.,,Gerrie,Elfrink,,SP,,Arnhem,Locoburgemeester,male
20264429,Dhr. mr.,J.G.M.,,,Kersten,,,,Arnhem,Raadsgriffier,unknown
134271,Dhr.,A.D.M.,,Guus,van der Laak,,Arnhem Centraal,,Arnhem,Raadslid,male
134272,Mw.,L.R.,,Lea,Manders,,Arnhem Centraal,,Arnhem,Raadslid,female
120651,Dhr.,A.G.M.,,Ton,van Beers,,Arnhemse Ouderen Partij,,Arnhem,Raadslid,male
119862,Dhr.,H.,,,Montfrooy,,CDA,,Arnhem,Raadslid,unknown
122152,Dhr. mr.,G.A.,,Gerben,Karssenberg,,CDA,,Arnhem,Raadslid,male
131836,Mw.,C.K.,,,Van Dillen - Koorn,,CDA,,Arnhem,Raadslid,unknown
122153,Dhr.,D.,,Daniël,Becker,,ChristenUnie,,Arnhem,Raadslid,male
75618,Mw.,A.P.,,,Plieger-Bos,,ChristenUnie,,Arnhem,Raadslid,unknown
110846,Dhr.,H.E.,,Hans,de Vroome,,D66,,Arnhem,Raadslid,male
120652,Dhr.,I.,,,GÃ¼ven,,D66,,Arnhem,Raadslid,unknown
122154,Dhr.,M.P.,,Maarten,Venhoek,,D66,,Arnhem,Raadslid,male
120654,Dhr.,M.S.,,Mattijs,Loor,,D66,,Arnhem,Raadslid,male
125567,Dhr.,W.,,Werner,Kaatee,,D66,,Arnhem,Raadslid,male
120655,Mw.,S.,,Suzan,Kemperman,,D66,,Arnhem,Raadslid,female
74282,Mw.,S.A.,,Sabine,Andeweg,,D66,,Arnhem,Raadslid,female
125568,Mw.,Y.,,Yvonne,van Hamersveld-Pijpers,,D66,,Arnhem,Raadslid,female
132327,Dhr.,M.W.K.,,Mark,Coenders,,GroenLinks,,Arnhem,Raadslid,male
78094,Dhr.,T.,,Tobias,de Groot,,GroenLinks,,Arnhem,Raadslid,male
120657,Mw.,C.C.,,Cathelijne,Bouwkamp,,GroenLinks,,Arnhem,Raadslid,female
78096,Mw.,M.J.A.,,,Peters,,GroenLinks,,Arnhem,Raadslid,unknown
120658,Dhr.,L.C.M.,,Leo,de Groot,,Partij voor de Dieren,,Arnhem,Raadslid,male
120660,Dhr.,E.J.,,Eric,Greving,,PvdA,,Arnhem,Raadslid,male
134591,Mw.,M.,,,Aylward-Straatsma,,PvdA,,Arnhem,Raadslid,unknown
75624,Mw.,M.,,Martien,Louwers,,PvdA,,Arnhem,Raadslid,female
84708,Mw.,M.A.,,Marilyn,A-Kum,,PvdA,,Arnhem,Raadslid,female
130687,Mw.,M.L.,,Ria,de Vries,,PvdA,,Arnhem,Raadslid,female
74284,Dhr.,A.,,,Ãetintas,,SP,,Arnhem,Raadslid,unknown
75625,Dhr.,C.A.M.J.,,Cris,Lenting,,SP,,Arnhem,Raadslid,male
125569,Dhr.,G.R.J.,,Gedeon,Noordzij,,SP,,Arnhem,Raadslid,male
75627,Dhr.,J.,,Jurgen,Elfrink,,SP,,Arnhem,Raadslid,male
129643,Dhr.,J.P.,,Paul,Kusters,,SP,,Arnhem,Raadslid,male
120663,Dhr.,L.L.A.,,Luuk,van Geffen,,SP,,Arnhem,Raadslid,male
122155,Dhr.,R.W.,,,van Sprang,,SP,,Arnhem,Raadslid,unknown
122156,Mw.,P.G.M.,,,Lunter,,SP,,Arnhem,Raadslid,unknown
120664,Dhr. dr.,K.,,,Bal,,Verenigd Arnhem,,Arnhem,Raadslid,unknown
74285,Dhr.,L.J.J.H.,,,CombÃ©e,,VVD,,Arnhem,Raadslid,unknown
78105,Dhr.,R.C.M.,,Roeland,van der Zee,,VVD,,Arnhem,Raadslid,male
78106,Dhr.,U.S.,,,Kelderman,,VVD,,Arnhem,Raadslid,unknown
120665,Mw.,C.J.M.,,Karin,Kalthoff,,VVD,,Arnhem,Raadslid,female
20264477,Dhr. drs.,R.J.M.,,,van Wuijtswinkel,,,,Arnhem,Secretaris,unknown
124874,Mw.,W.P.,,Ine,van Burgsteden,,CDA,,Arnhem,Wethouder,female
88228,Dhr.,M.A.R.,,Martijn,Leisink,,D66,,Arnhem,Wethouder,male
131183,Dhr.,R.,,,KÃ¶nig,,D66,,Arnhem,Wethouder,unknown
134748,Dhr.,G.,,Geert,Ritsema,,SP,,Arnhem,Wethouder,male
84713,Dhr.,G.E.,,Gerrie,Elfrink,,SP,,Arnhem,Wethouder,male
118214,Dhr. drs.,J.J.C.,,,Adriaansen,,VVD,,Woensdrecht,Burgemeester,unknown
123594,Dhr.,M.P.M.,,Rainier,Schuurbiers,,ABZ,,Woensdrecht,Fractievoorzitter,male
131694,Dhr.,L.M.,,,Bolders,,Alle Kernen Troef,,Woensdrecht,Fractievoorzitter,unknown
132957,Dhr.,J.A.C.,,Ad,Pijnen,,CDA,,Woensdrecht,Fractievoorzitter,male
123596,Dhr.,K.,,Koen,Suijkerbuijk,,D66,,Woensdrecht,Fractievoorzitter,male
83127,Dhr.,C.,,Cornelius,Jaspers,,PvdA,,Woensdrecht,Fractievoorzitter,male
83128,Dhr.,E.J.M.,,Manus,Bolders,,VVD,,Woensdrecht,Fractievoorzitter,male
123828,Dhr.,J.P.M.,,Hans,de Waal,,ABZ,,Woensdrecht,Locoburgemeester,male
20264370,Dhr.,C.,,,Adriaanse,,,,Woensdrecht,Raadsgriffier,unknown
123830,Dhr.,A.C.M.,,Arjan,Buijsen,,ABZ,,Woensdrecht,Raadslid,male
83133,Dhr.,A.P.C.M.,,Adri,Gelten,,ABZ,,Woensdrecht,Raadslid,male
112716,Dhr.,M.M.E.,,Marc,van Eekeren,,ABZ,,Woensdrecht,Raadslid,male
83136,Dhr.,M.P.M.,,Rainier,Schuurbiers,,ABZ,,Woensdrecht,Raadslid,male
83137,Dhr.,M.R.G.,,René,Adriaansen,,ABZ,,Woensdrecht,Raadslid,male
130665,Mw.,A.L.,,Loes,Kools,,ABZ,,Woensdrecht,Raadslid,female
123598,Mw.,A.M.,,,van Zweden-Timmermans,,ABZ,,Woensdrecht,Raadslid,unknown
135269,Mw.,M.E.,,,de Lange,,Algemeen Belang Zuidwesthoek (ABZ),,Woensdrecht,Raadslid,unknown
134979,Dhr.,A.M.,,,Mathijssen,,Alle Kernen Troef,,Woensdrecht,Raadslid,unknown
131695,Dhr.,L.M.,,,Bolders,,Alle Kernen Troef,,Woensdrecht,Raadslid,unknown
131953,Dhr.,E.C.M.,,Eddy,van Wezel,,CDA,,Woensdrecht,Raadslid,male
132958,Dhr.,J.A.C.,,Ad,Pijnen,,CDA,,Woensdrecht,Raadslid,male
83651,Dhr.,L.J.C.L.,,Luc,de Vos,,CDA,,Woensdrecht,Raadslid,male
123602,Dhr.,K.,,Koen,Suijkerbuijk,,D66,,Woensdrecht,Raadslid,male
83652,Dhr.,S.P.C.,,Richard,Musters,,D66,,Woensdrecht,Raadslid,male
83141,Dhr.,C.,,Cornelius,Jaspers,,PvdA,,Woensdrecht,Raadslid,male
83142,Dhr.,E.J.M.,,Manus,Bolders,,VVD,,Woensdrecht,Raadslid,male
123833,Dhr.,H.S.,,Henk,Kielman,,VVD,,Woensdrecht,Raadslid,male
83657,Dhr.,R.A.H.,,Roger,Boussen,,VVD,,Woensdrecht,Raadslid,male
20264398,Mw.,A.P.E.,,,Baart,MBA,,,Woensdrecht,Secretaris,unknown
123834,Dhr.,J.P.M.,,Hans,de Waal,,ABZ,,Woensdrecht,Wethouder,male
123835,Dhr.,L.G.M.,,Lars,van der Beek,,ABZ,,Woensdrecht,Wethouder,male
123836,Dhr. ing.,J.M.A.,,Jeffrey,van Agtmaal,,CDA,,Woensdrecht,Wethouder,male
32509,Dhr.,M.P.,,Martin,Groffen,,VVD,,Woensdrecht,Wethouder,male
21645435,Dhr. mr.,L.J.,,,Verhulst,,CDA,,Ede,Burgemeester,unknown
83036,Dhr.,B.R.,,Ruben,van Druiten,,Burgerbelangen,,Ede,Fractievoorzitter,male
132303,Dhr.,J.P.,,Jan Pieter,van der Schans,,CDA,,Ede,Fractievoorzitter,male
135544,Mw.,C.,,Cora,Otter-van den Bosch,,ChristenUnie,,Ede,Fractievoorzitter,female
88629,Dhr.,S.,,,Salim,,D66,,Ede,Fractievoorzitter,unknown
135545,Dhr.,A.B.I.M.,,,Vos de Wael,,Fractie Alexander Vos de Wael,,Ede,Fractievoorzitter,unknown
135546,Dhr.,R.,,,GÃ¶rgÃ¼lÃ¼,,Fractie GÃ¶rgÃ¼lÃ¼,,Ede,Fractievoorzitter,unknown
111682,Dhr.,P.,,Peter,de Pater,,Gemeentebelangen,,Ede,Fractievoorzitter,male
120305,Mw.,E.T.M.,,,Out,,Groen Links / Progressief Ede,,Ede,Fractievoorzitter,unknown
21541915,Dhr.,H.,,,Buikema,,PvdA,,Ede,Fractievoorzitter,unknown
133703,Dhr.,N.M.,,Nico,van der Poel,,SGP,,Ede,Fractievoorzitter,male
21645452,Mw.,H.N.,,Hester,Veltman-Kamp,,VVD,,Ede,Fractievoorzitter,female
128016,Mw.,G.,,,Ligtelijn-Bruins,,GemeenteBelangen,,Ede,Locoburgemeester,unknown
20264295,Dhr.,G.H.,,,Hagelstein,,,,Ede,Raadsgriffier,unknown
80607,Dhr.,B.R.,,Ruben,van Druiten,,Burgerbelangen,,Ede,Raadslid,male
120306,Mw.,N.A.,,Natasja,Peters,,Burgerbelangen,,Ede,Raadslid,female
124608,Dhr.,A.,,,Vink,,CDA,,Ede,Raadslid,unknown
120307,Dhr.,J.P.,,Jan Pieter,van der Schans,,CDA,,Ede,Raadslid,male
118168,Dhr.,M.,,Mark,Obbink,,CDA,,Ede,Raadslid,male
130778,Mw.,A.,,,Tuza,,CDA,,Ede,Raadslid,unknown
120308,Mw.,C.L.,,,van de Voort-van der Marel,,CDA,,Ede,Raadslid,unknown
132304,Mw.,C.M.,,Cora,van Wijngaarden-Loppersum,,CDA,,Ede,Raadslid,female
124609,Dhr.,D.J.,,Daan,Weststrate,,ChristenUnie,,Ede,Raadslid,male
80615,Dhr.,H.,,,van Beek,,ChristenUnie,,Ede,Raadslid,unknown
80617,Dhr.,J.F.,,,van Heuveln,,ChristenUnie,,Ede,Raadslid,unknown
120309,Dhr.,P.,,Peter,Jansen,,ChristenUnie,,Ede,Raadslid,male
120310,Mw.,C.,,Cora,Otter-van den Bosch,,ChristenUnie,,Ede,Raadslid,female
130265,Mw.,D.J.,,Dirjanne,van Drongelen-van Faassen,,ChristenUnie,,Ede,Raadslid,female
130317,Dhr.,L.,,,Weesie,,D66,,Ede,Raadslid,unknown
120311,Dhr.,S.,,,Neijenhuis,,D66,,Ede,Raadslid,unknown
86107,Dhr.,S.,,,Salim,,D66,,Ede,Raadslid,unknown
120312,Mw.,C.,,Charifa,el Kaddouri,,D66,,Ede,Raadslid,female
135547,Dhr.,A.B.I.M.,,,Vos de Wael,,Fractie Alexander Vos de Wael,,Ede,Raadslid,unknown
80630,Dhr.,R.,,,GÃ¶rgÃ¼lÃ¼,,Fractie GÃ¶rgÃ¼lÃ¼,,Ede,Raadslid,unknown
111884,Dhr.,G.J.,,Gert Jan,Koster,,Gemeentebelangen,,Ede,Raadslid,male
80624,Dhr.,P.,,Peter,de Pater,,Gemeentebelangen,,Ede,Raadslid,male
124507,Mw.,E.G.,,Ellen,Wijnsouw,,Gemeentebelangen,,Ede,Raadslid,female
129414,Mw.,G.,,Gabriëlle,Hazeleger,,Gemeentebelangen,,Ede,Raadslid,female
80625,Mw.,M.A.,,Jet,Verhoeff,,Gemeentebelangen,,Ede,Raadslid,female
132381,Dhr.,P.G.,,,van den Berg,,Groen Links / Progressief Ede,,Ede,Raadslid,unknown
120315,Mw.,E.T.M.,,,Out,,Groen Links / Progressief Ede,,Ede,Raadslid,unknown
124508,Dhr.,H.,,,Buikema,,PvdA,,Ede,Raadslid,unknown
135548,Mw.,H.M.G.,,,Maliepaard-Janssen,,PvdA,,Ede,Raadslid,unknown
133704,Dhr.,A.C.,,,van Wolswinkel,,SGP,,Ede,Raadslid,unknown
118904,Dhr.,E.,,Evert,Jansen,,SGP,,Ede,Raadslid,male
120317,Dhr.,G.W.,,Gerrit,Flier,,SGP,,Ede,Raadslid,male
80639,Dhr. ing.,A.,,Arnold,Versteeg,,SGP,,Ede,Raadslid,male
120318,Dhr. ing.,T.E.,,Theo,Folmer,,SGP,,Ede,Raadslid,male
80638,Dhr.,N.M.,,Nico,van der Poel,,SGP,,Ede,Raadslid,male
120319,Dhr.,P.,,Pieter,Kool,,SGP,,Ede,Raadslid,male
124510,Dhr. drs.,E.,,,van Milligen RA,,VVD,,Ede,Raadslid,unknown
80642,Dhr.,S.P.,,Stef,van der Klok,MBA,VVD,,Ede,Raadslid,male
120321,Mw.,H.N.,,Hester,Veltman-Kamp,,VVD,,Ede,Raadslid,female
20264343,Dhr.,J.,,,van Delden,,,,Ede,Secretaris,unknown
124511,Mw.,D.W.,,Willemien,Vreugdenhil,,CDA,,Ede,Wethouder,female
124512,Dhr.,L.E.,,Leon,Meijer,,ChristenUnie,,Ede,Wethouder,male
124513,Dhr.,J.,,,Weijland,,D66,,Ede,Wethouder,unknown
111334,Mw.,G.,,,Ligtelijn-Bruins,,GemeenteBelangen,,Ede,Wethouder,unknown
135549,Dhr.,H.L.M.,,Harry,van Huijstee,,PvdA,,Ede,Wethouder,male
113074,Dhr. drs.,T.J.,,,Schouten,,PvdA,,Oldenzaal,Burgemeester,unknown
133213,Mw.,M.E.A.,,,RÃ¶del-Ouwens,,CDA,,Oldenzaal,Fractievoorzitter,unknown
22297685,Dhr.,S,,,van Alfen,,D66,,Oldenzaal,Fractievoorzitter,unknown
127763,Dhr.,S.J.A.,,,LÃ¶wik,,GroenLinks,,Oldenzaal,Fractievoorzitter,unknown
23980288,Dhr.,S.B.J.,,,Boers,,Lokale Partij Oldenzaal,,Oldenzaal,Fractievoorzitter,unknown
133214,Dhr.,L.T.,,Leon,Lulofs,,PvdA,,Oldenzaal,Fractievoorzitter,male
127764,Dhr.,X.E.N.,,Edgar,Visscher,,VVD,,Oldenzaal,Fractievoorzitter,male
112636,Dhr.,J.H.P.,,,Lempsink,,Werknemers Groepering,,Oldenzaal,Fractievoorzitter,unknown
112637,Mw.,Th.G.M.,,,Vloothuis,,Werknemers Groepering,,Oldenzaal,Locoburgemeester,unknown
20264233,Dhr.,J.H.,,,Brokers,,,,Oldenzaal,Raadsgriffier,unknown
133231,Dhr.,H.J.M.,,Hennie,Maartens,,CDA,,Oldenzaal,Raadslid,male
132193,Dhr.,S.H.F.,,Stefan,ten Vergert,,CDA,,Oldenzaal,Raadslid,male
124570,Mw.,J.J.,,Judy,van der Woning,,CDA,,Oldenzaal,Raadslid,female
112638,Mw.,M.E.A.,,,RÃ¶del-Ouwens,,CDA,,Oldenzaal,Raadslid,unknown
22297706,Dhr.,S,,,van Alfen,,D66,,Oldenzaal,Raadslid,unknown
124571,Dhr.,R.M.G.,,Rick,Kuitenbrouwer,,GroenLinks,,Oldenzaal,Raadslid,male
119857,Dhr.,S.J.A.,,,LÃ¶wik,,GroenLinks,,Oldenzaal,Raadslid,unknown
23980309,Dhr.,A.J.,,,Boers,,Lokale Partij Oldenzaal,,Oldenzaal,Raadslid,unknown
23980315,Dhr.,S.B.J.,,,Boers,,Lokale Partij Oldenzaal,,Oldenzaal,Raadslid,unknown
110817,Dhr.,L.T.,,Leon,Lulofs,,PvdA,,Oldenzaal,Raadslid,male
133215,Dhr.,S.W.I.,,Stephan,Ankone,,PvdA,,Oldenzaal,Raadslid,male
63128,Dhr.,A.H.M.,,Lex,Schukking,,VVD,,Oldenzaal,Raadslid,male
119858,Dhr.,X.E.N.,,Edgar,Visscher,,VVD,,Oldenzaal,Raadslid,male
133216,Mw.,E.C.,,,Zinkweg-Ankone,,VVD,,Oldenzaal,Raadslid,unknown
124572,Dhr.,A.A.,,,de Boer,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
119861,Dhr.,H.H.W.,,,Winkelhuis,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
72941,Dhr.,J.A.M.,,,Bekke,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
32392,Dhr.,J.H.P.,,,Lempsink,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
32393,Dhr.,M.,,,Yildirim,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
72942,Dhr.,M.J.E.,,,Oude Remmerink,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
133414,Dhr.,W.H.,,,Oosterwijk,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
32396,Mw.,G.H.,,,de Gunst-de Boer,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
32397,Mw.,M.C.J.W.,,,Braakhuis-Keizers,,Werknemers Groepering,,Oldenzaal,Raadslid,unknown
20264265,Dhr. drs.,J.H.,,,Dijkstra,,,,Oldenzaal,Secretaris,unknown
131350,Mw.,A.J.,,Alida,Renkema,,CDA,,Oldenzaal,Wethouder,female
124574,Mw.,M.,,Manouska,Molema,,GroenLinks,,Oldenzaal,Wethouder,female
112640,Dhr.,R.G.H.,,,Christenhusz,,Werknemers Groepering,,Oldenzaal,Wethouder,unknown
82310,Mw.,Th.G.M.,,,Vloothuis,,Werknemers Groepering,,Oldenzaal,Wethouder,unknown
130397,Dhr.,A.,,,van Erk,,Geen lid politieke partij,,Hillegom,Burgemeester,unknown
83902,Dhr.,F.J.M.,,,Evers,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Fractievoorzitter,unknown
123015,Mw.,A.,,,Heemskerk-RekkÃ©,,Bloeiend Hillegom,,Hillegom,Fractievoorzitter,unknown
134694,Mw.,C.J.,,Karin,Hoekstra,,CDA,,Hillegom,Fractievoorzitter,female
134255,Dhr.,S.,,Sander,Boschma,,D66,,Hillegom,Fractievoorzitter,male
131282,Dhr.,D.,,Dick,van Egmond,,GroenLinks,,Hillegom,Fractievoorzitter,male
83907,Mw.,A.,,Annemieke,van Dijk,,PvdA,,Hillegom,Fractievoorzitter,female
123017,Mw.,J.A.,,Aleid,Ringelberg,,VVD,,Hillegom,Fractievoorzitter,female
125322,Dhr.,A.,,,de Jong,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Locoburgemeester,unknown
20264173,Mw. drs.,P.M.,,,Hulspas-Jordaan,,,,Hillegom,Raadsgriffier,unknown
76450,Dhr.,F.J.M.,,,Evers,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
123019,Dhr.,J.,,,Grimbergen,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
125323,Dhr.,J.,,,van Duffelen,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
123020,Dhr.,J.A.,,,van Rijn,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
133176,Dhr.,M.,,,Roelofs,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
123021,Mw.,J.M.R.,,,Rippner,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
123022,Mw.,M.T.B.M.,,,de Wit,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Raadslid,unknown
123024,Dhr.,J.J.R.,,Co,Jansen,,Bloeiend Hillegom,,Hillegom,Raadslid,male
20264189,Dhr.,M.A.M.,,Marcel,Sanders,,Bloeiend Hillegom,,Hillegom,Raadslid,male
123025,Mw.,A.,,,Heemskerk-RekkÃ©,,Bloeiend Hillegom,,Hillegom,Raadslid,unknown
123027,Dhr.,F.R.,,Frank,Vrijburg,,CDA,,Hillegom,Raadslid,male
125324,Mw.,A.M.,,Jeanne,Ruigrok-Schoorl,,CDA,,Hillegom,Raadslid,female
133621,Mw.,C.J.,,Karin,Hoekstra,,CDA,,Hillegom,Raadslid,female
123028,Dhr.,S.,,Sander,Boschma,,D66,,Hillegom,Raadslid,male
125325,Dhr.,T.P.,,Theo,Adamse,,D66,,Hillegom,Raadslid,male
131283,Dhr.,D.,,Dick,van Egmond,,GroenLinks,,Hillegom,Raadslid,male
76464,Mw.,A.,,Annemieke,van Dijk,,PvdA,,Hillegom,Raadslid,female
123029,Dhr.,W.P.E.M.,,Wilfried,de Goeij,,VVD,,Hillegom,Raadslid,male
123030,Mw.,J.A.,,Aleid,Ringelberg,,VVD,,Hillegom,Raadslid,female
23270851,Mw.,C.B.,,,Baauw,,,,Hillegom,Secretaris,unknown
125327,Dhr.,A.,,,de Jong,,B.B.H. (Bevolkingsbelangen Hillegom),,Hillegom,Wethouder,unknown
133577,Dhr.,F.Q.A.,,Fred,van Trigt,,CDA,,Hillegom,Wethouder,male
125329,Mw.,A.E.,,Annechien,Snuif,,D66,,Hillegom,Wethouder,female
133592,Dhr.,J.A.J.,,,Verheijen,,VVD,,Hillegom,Wethouder,unknown
32275,Dhr.,G.J.M.,,,van Rumund,,PvdA,,Wageningen,Burgemeester,unknown
96754,Dhr.,M.C.,,,Weenink,,CDA,,Wageningen,Fractievoorzitter,unknown
112222,Dhr.,P.,,Peter,de Haan,,ChristenUnie,,Wageningen,Fractievoorzitter,male
21890842,Dhr.,P.A.,,Paul,Toxopeus,,D66,,Wageningen,Fractievoorzitter,male
127761,Mw.,H.J.,,,van Nes,,GroenLinks,,Wageningen,Fractievoorzitter,unknown
120252,Mw.,M.,,Mathilde,Maijer,,PvdA,,Wageningen,Fractievoorzitter,female
120253,Dhr.,F.G.,,Frank,Bos,,SP,,Wageningen,Fractievoorzitter,male
131928,Dhr.,M.K.,,Rien,Bor,,Stadspartij Wageningen,,Wageningen,Fractievoorzitter,male
132255,Dhr.,M.A.,,Marc,Kiel,,VVD,,Wageningen,Fractievoorzitter,male
133309,Dhr.,D.M.,,Dennis,Gudden,,D66,,Wageningen,Locoburgemeester,male
20264121,Mw.,E.J.G.A.,,,Speet,,,,Wageningen,Raadsgriffier,unknown
84644,Dhr.,M.C.,,,Weenink,,CDA,,Wageningen,Raadslid,unknown
120254,Mw.,M.,,,Wildekamp,,CDA,,Wageningen,Raadslid,unknown
112223,Dhr.,P.,,Peter,de Haan,,ChristenUnie,,Wageningen,Raadslid,male
134624,Dhr.,G.,,Gjin,Ceca,,D66,,Wageningen,Raadslid,male
21890864,Dhr.,J.,,,Lammers,,D66,,Wageningen,Raadslid,unknown
125105,Dhr.,M.M.T.,,Mark,Giebels,,D66,,Wageningen,Raadslid,male
84646,Dhr.,P.A.,,Paul,Toxopeus,,D66,,Wageningen,Raadslid,male
84648,Dhr.,R.L.,,Roeland,Janssen,,D66,,Wageningen,Raadslid,male
125106,Dhr.,E.,,,Bijleveld,,GroenLinks,,Wageningen,Raadslid,unknown
132387,Dhr.,G.,,Guido,van Vulpen,,GroenLinks,,Wageningen,Raadslid,male
120257,Dhr.,W.J.,,Wim,Haver,,GroenLinks,,Wageningen,Raadslid,male
84652,Mw.,A.D.,,,Hulsmann,,GroenLinks,,Wageningen,Raadslid,unknown
84653,Mw.,H.J.,,,van Nes,,GroenLinks,,Wageningen,Raadslid,unknown
32301,Dhr.,J.M.,,Hans,Teunisse,,PvdA,,Wageningen,Raadslid,male
32306,Mw.,M.,,Mathilde,Maijer,,PvdA,,Wageningen,Raadslid,female
120258,Mw.,M.P.,,Petra,van Amersfoort,,PvdA,,Wageningen,Raadslid,female
120260,Dhr.,F.G.,,Frank,Bos,,SP,,Wageningen,Raadslid,male
135613,Dhr.,J.C.J.,,,Heemskerk,,SP,,Wageningen,Raadslid,unknown
62272,Dhr.,M.K.,,Rien,Bor,,Stadspartij Wageningen,,Wageningen,Raadslid,male
125107,Dhr.,M.P.,,,Reijerman,,Stadspartij Wageningen,,Wageningen,Raadslid,unknown
120262,Mw.,D.,,Dicky,Stijns,,Stadspartij Wageningen,,Wageningen,Raadslid,female
120263,Mw.,H.J.,,Marike,van der Leeden,,Stadspartij Wageningen,,Wageningen,Raadslid,female
23270801,Mw.,L.R.G.,,Lara,Minnaard,,Stadspartij Wageningen,,Wageningen,Raadslid,female
132256,Dhr.,A.J.,,Alexander,Udink ten Cate,,VVD,,Wageningen,Raadslid,male
53489,Dhr.,M.A.,,Marc,Kiel,,VVD,,Wageningen,Raadslid,male
133280,Dhr.,D.M.,,Dennis,Gudden,,D66,,Wageningen,Wethouder,male
127762,Mw.,L.D.,,,de Brito,,GroenLinks,,Wageningen,Wethouder,unknown
