"municipality","party","number","initials","given_name","last_name","gender","city"
"Boxmeer","VDB/LO",12,"M.A.A.","Maren","Oudenhoven","v","Vierlingsbeek"
"Boxmeer","VDB/LO",13,"A.L.W.","Ton","Swinkels","m","Vierlingsbeek"
"Boxmeer","VDB/LO",14,"M.P.S.","Mark","Arts","m","Vierlingsbeek"
"Boxmeer","VDB/LO",15,"T.J.M.","Theo","Kuijpers","m","Groeningen"
"Boxmeer","VDB/LO",16,"P.W.B.M.","Els","Jansen - Cruijsen","v","Overloon"
"Boxmeer","VDB/LO",17,"A.J.H.M.","Arjan","Elbers","m","Overloon"
"Boxmeer","VDB/LO",18,"P.L.","Patrick","Borghs","m","Overloon"
"Boxmeer","VDB/LO",19,"B.H.W.","Bart","Beelen","m","Overloon"
"Boxmeer","VDB/LO",20,"H.L.A.","Hans","Teunissen","m","Overloon"
"Boxmeer","VDB/LO",21,"R.","Rob","Weerts","m","Overloon"
"Boxmeer","VDB/LO",22,"W.G.","Wim","von der Heide","m","Overloon"
"Boxmeer","VDB/LO",23,"C.T.M.","Kees","van der Kroon","m","Overloon"
"Boxmeer","VDB/LO",24,"P.P.M.","Paul","Arts","m","Overloon"
"Boxmeer","VDB/LO",25,"H.M.C.A.","Huub","van Mil","m","Overloon"
"Boxmeer","VDB/LO",26,"M.H.M.","Martien","Hendriks","m","Overloon"
"Boxmeer","VDB/LO",27,"H.M.J.","Hermien","van den Brand - van Kempen","v","Holthees"
"Boxmeer","VVD",1,"J.M.","Judith","Logtens-Hermsen","v","Boxmeer"
"Boxmeer","VVD",2,"M.C.","Marco","van den Berg","m","Beugen"
"Boxmeer","VVD",3,"R.P.","Ron","de Bakker","m","Overloon"
"Boxmeer","VVD",4,"M.W.","Lesly","Peeters","v","Boxmeer"
"Boxmeer","VVD",5,"H.F.J.","Hennie","de Hoog","m","Boxmeer"
"Boxmeer","VVD",6,"J.","Jeroen","Hendriks","m","Boxmeer"
"Boxmeer","VVD",7,"J.J.W.","Sjaak","van Zinderen","m","Boxmeer"
"Boxmeer","VVD",8,"P.","Paula","Verbruggen","v","Boxmeer"
"Boxmeer","VVD",9,"M.E.J.","Marijke","Hermsen-Wolters","v","Boxmeer"
"Boxmeer","VVD",10,"F.A.M.","Frans","Baijens","m","Boxmeer"
"Boxmeer","VVD",11,"A.J.M.G.","Annemieke","Litjens-van de Weem","v","Boxmeer"
"Boxmeer","VVD",12,"H.A.N.M.","Harold","van den Elsen","m","Beugen"
"Boxmeer","VVD",13,"A.M.","Anja","de Bruijn","v","Vortum-Mullem"
"Boxmeer","VVD",14,"D.W.G.M.","Dorethe","Jans","v","Boxmeer"
"Boxmeer","VVD",15,"C.A.W.A.","Kees","Mutsaers","m","Boxmeer"
"Boxmeer","VVD",16,"H.J.","Hans","Bos","m","Boxmeer"
"Boxmeer","VVD",17,"D.H.J.","Dick","Tolsma","m","Boxmeer"
"Boxmeer","VVD",18,"E.H.","Harry","Basten","m","Boxmeer"
"Boxmeer","VVD",19,"H.J.M.","Hem","Hermsen","m","Boxmeer"
"Boxmeer","VVD",20,"W.C.F.","Wim","Smits","m","Westerbeek"
"Boxtel","Combinatie95",1,"P.M.B.M.","Peter","van de Wiel","m","Liempde"
"Boxtel","Combinatie95",2,"K.","Katelijne","van Thiel","v","Boxtel"
"Boxtel","Combinatie95",3,"J.M.","Joep","Schalkx","m","Liempde"
"Boxtel","Combinatie95",4,"S.W.M.","Stefan","de Nijs","m","Boxtel"
"Boxtel","Combinatie95",5,"C.G.A.","Ineke","van Giersbergen","v","Liempde"
"Boxtel","Combinatie95",6,"L.","Lola","Nouwens","v","Boxtel"
"Boxtel","Combinatie95",7,"P.L.M.","Peter","ManniÃ«n","m","Boxtel"
"Boxtel","Combinatie95",8,"C.J.L.M.","Karel","Voets","m","Liempde"
"Boxtel","Combinatie95",9,"A.A.A.","Amran","Jama","v","Boxtel"
"Boxtel","Combinatie95",10,"M.C.A.","Mike","van Dijk","m","Liempde"
"Boxtel","Combinatie95",11,"P.H.W.","Pim","Bressers","m","Liempde"
"Boxtel","Combinatie95",12,"J.G.H.","Sef","Philips","m","Liempde"
"Boxtel","Combinatie95",13,"Y.","Yoni","Herberigs","v","Boxtel"
"Boxtel","Combinatie95",14,"L.M.C.","Luuk","van Gils","m","Boxtel"
"Boxtel","Combinatie95",15,"F.A.J.","Frank","van den Bosch","m","Liempde"
"Boxtel","Combinatie95",16,"W.M.J.","Rob","van Abeelen","m","Liempde"
"Boxtel","Combinatie95",17,"S.","Sharda","Baaijens","v","Boxtel"
"Boxtel","Combinatie95",18,"H.C.H.M.","Harrie","Eijkemans","m","Boxtel"
"Boxtel","Combinatie95",19,"M.P.C.","Marina","van Esch","v","Boxtel"
"Boxtel","Combinatie95",20,"A.C.P.","Ad","van Gils","m","Boxtel"
"Boxtel","Combinatie95",21,"M.","Maliaka","Gougou","v","Boxtel"
"Boxtel","Combinatie95",22,"J.","Jamal","Hajji","m","Boxtel"
"Boxtel","Combinatie95",23,"K.J.M.","Koen","Joosten","m","Liempde"
"Boxtel","Combinatie95",24,"B.","Bryan","Kradolfer","m","Boxtel"
"Boxtel","Combinatie95",25,"H.A.","Henk","van Kasteren","m","Boxtel"
"Boxtel","Combinatie95",26,"H.F.J.","Henny","Kerkhof","v","Boxtel"
"Boxtel","Combinatie95",27,"S.","Sanne","de Koning","v","Boxtel"
"Boxtel","Combinatie95",28,"M.A.","Rien","van de Laar","m","Liempde"
"Boxtel","Combinatie95",29,"G.A.P.M.","Desiré","van Laarhoven","v","Liempde"
"Boxtel","Combinatie95",30,"M.E.C.","Tineke","van den Langenberg","v","Boxtel"
"Boxtel","Combinatie95",31,"C.P.J.","Koen","van Leeuwen","m","Liempde"
"Boxtel","Combinatie95",32,"J.P.T.","Jeroen","Martens","m","Boxtel"
"Boxtel","Combinatie95",33,"M.M.","Mijke","Peeters","v","Boxtel"
"Boxtel","Combinatie95",34,"C.J.C.","Kees","Quinten","m","Liempde"
"Boxtel","Combinatie95",35,"H.J.F.T.M.","Harrie","Raaimakers","m","Liempde"
"Boxtel","Combinatie95",36,"J.J.A.","Jasper","Roestenburg","m","Boxtel"
"Boxtel","Combinatie95",37,"J.A.","Joke","van de Sande","v","Liempde"
"Boxtel","Combinatie95",38,"F.","Fay","Schellekens","v","Eindhoven"
"Boxtel","Combinatie95",39,"M.T.J.C.","Rien","Schellekens","m","Liempde"
"Boxtel","Combinatie95",40,"R.P.","Rob","Schruijer","m","Boxtel"
"Boxtel","Combinatie95",41,"P.W.O.","Peter","Siebrands","m","Boxtel"
"Boxtel","Combinatie95",42,"J.L.M.","Hannie","Smolders","v","Boxtel"
"Boxtel","Combinatie95",43,"M.J.A.","Marian","van Son","v","Liempde"
"Boxtel","Combinatie95",44,"E.M.J.M.","Evert","van Summeren","m","Boxtel"
"Boxtel","Combinatie95",45,"C.J.M.","Carolien","Verhagen","v","Boxtel"
"Boxtel","Combinatie95",46,"J.W.J.","Jan","Verhoeven","m","Liempde"
"Boxtel","Combinatie95",47,"L.P.F.","Leo","Veroude","m","Boxtel"
"Boxtel","Combinatie95",48,"J.L.","Jos","de Vriend","m","Liempde"
"Boxtel","Combinatie95",49,"N.J.","Niek","Wels","m","Boxtel"
"Boxtel","Combinatie95",50,"G.H.C.","Ger","van den Oetelaar","m","Liempde"
"Boxtel","BALANS",1,"M.W.E.","Marielle","van Alphen","v","Boxtel"
"Boxtel","BALANS",2,"W.C.F.","Wim","van der Zanden","m","Boxtel"
"Boxtel","BALANS",3,"H.","Rianne","van Esch","v","Boxtel"
"Boxtel","BALANS",4,"G.L.","Gerlof","Roubos","m","Boxtel"
"Boxtel","BALANS",5,"K.A.M.","Kim","van de Sande","v","Boxtel"
"Boxtel","BALANS",6,"W.A.J.M.C.","Wout","de Jong","m","Boxtel"
"Boxtel","BALANS",7,"D.A.E.","Ilse","Schelle","v","Liempde"
"Boxtel","BALANS",8,"P.M.M.","Nelly","Cloin","v","Liempde"
"Boxtel","BALANS",9,"A.H.J.","Adri","Schoenmakers","m","Boxtel"
"Boxtel","BALANS",10,"A.F.J.","Ton","Jonkers","m","Boxtel"
"Boxtel","BALANS",11,"J.C.","Jasper","van den Aker","m","Boxtel"
"Boxtel","BALANS",12,"R.H.A.W.J.","Rick","de Jong","m","Boxtel"
"Boxtel","BALANS",13,"B.J.C.H.","Bjorn","van de Langenberg","m","Boxtel"
"Boxtel","BALANS",14,"L.G.M.","Bert","Eijkemans","m","Boxtel"
"Boxtel","BALANS",15,"W.M.M.","Willemien","Renders","v","Boxtel"
"Boxtel","BALANS",16,"F.G.M.","Frank","van den Brandt","m","Boxtel"
"Boxtel","BALANS",17,"J.G.L.","Jos","Hermans","m","Boxtel"
"Boxtel","BALANS",18,"H.C.","Henk","Habraken","m","Boxtel"
"Boxtel","BALANS",19,"A.L.C.P.","Tonny","van Esch","m","Boxtel"
"Boxtel","BALANS",20,"H.L.W.M.","Ine","Jonkers","v","Boxtel"
"Boxtel","BALANS",21,"H.A.A.","Helga","Hexspoor","v","Boxtel"
"Boxtel","BALANS",22,"W.J.M.J.","Willy","Meulendijk","m","Boxtel"
"Boxtel","BALANS",23,"C.J.","Corrie","van Krieken","v","Boxtel"
"Boxtel","BALANS",24,"M.E.","Tiny","van der Pasch","m","Liempde"
"Boxtel","BALANS",25,"H.A.M.","Henk","Renders","m","Boxtel"
"Boxtel","SP",1,"A.G.A.","Eric","van den Broek","m","Boxtel"
"Boxtel","SP",2,"D.M.","Dave","van de Ven","m","Boxtel"
"Boxtel","SP",3,"R.","Rinze","van der Veen","m","Boxtel"
"Boxtel","SP",4,"F.J.J.","Frans","Sannen","m","Boxtel"
"Boxtel","SP",5,"M.","Hamid","Ã”mair","m","Boxtel"
"Boxtel","SP",6,"A.F.","Bert","van Wordragen","m","Boxtel"
"Boxtel","SP",7,"M.J.J.","Marco","Bressers","m","Boxtel"
"Boxtel","SP",8,"M.H.H.M.","Marcel","Smits","m","Boxtel"
"Boxtel","SP",9,"N.","Nick","Geerlings","m","Boxtel"
"Boxtel","SP",10,"F.H.M.","Freek","Claasen","m","Boxtel"
"Boxtel","SP",11,"M.C.A.","Marije","van Kuijk","v","Boxtel"
"Boxtel","SP",12,"M.E.G.","Marion","van den Oetelaar","v","Boxtel"
"Boxtel","SP",13,"C.L.E.","Chris","Hesen","m","Boxtel"
"Boxtel","SP",14,"A.C.M.","Toon","de Rouw","m","Boxtel"
"Boxtel","SP",15,"J.P.C.M.","Hans","van der Aa","m","Boxtel"
"Boxtel","SP",16,"M.C.J.G.","Marion","Fooij","v","Boxtel"
"Boxtel","SP",17,"M.H.H.","Mia","Lenders","v","Boxtel"
"Boxtel","SP",18,"G.W.","Ger","van Rijn","m","Boxtel"
"Boxtel","SP",19,"J.A.","Jan","Schelle","m","Boxtel"
"Boxtel","SP",20,"L.E.","Leontine","Bal","v","Boxtel"
"Boxtel","SP",21,"A.P.J.","Janus","Melis","m","Boxtel"
"Boxtel","SP",22,"H.J.W.M.","Helene","van de Ven - van der Donk","v","Boxtel"
"Boxtel","SP",23,"N.C.F.","Nicole","van de Wijdeven - van der Linden","v","Liempde"
"Boxtel","SP",24,"E.K.","Erwin","Krol","m","Boxtel"
"Boxtel","SP",25,"J.J.L.","Jan","van der Steen","m","Boxtel"
"Boxtel","SP",26,"P.H.J.","Pierre","van der Velden","m","Boxtel"
"Boxtel","SP",27,"J.H.","Jan","van de Wiel","m","Boxtel"
"Boxtel","SP",28,"H.M.","Henny","van den Boogaard","v","Liempde"
"Boxtel","SP",29,"L.E.","Bert","Broekman","m","Boxtel"
"Boxtel","SP",30,"W.E.J.","Willie","Meulendijks","m","Boxtel"
"Boxtel","SP",31,"A.A.M.P.","Twan","van Beers","m","Boxtel"
"Boxtel","SP",32,"G.M.M.","Geert","Strijbosch","m","Boxtel"
"Boxtel","SP",33,"P.M.","Piet","van Lievenoogen","m","Boxtel"
"Boxtel","SP",34,"J.C.P.M.","Jozef","Spierings","m","Boxtel"
"Boxtel","SP",35,"A.J.T.","Jeanne","van de Wiel - van den Biggelaar","v","Boxtel"
"Boxtel","SP",36,"A.M.","Sjaan","Schellekens","v","Boxtel"
"Boxtel","SP",37,"C.A.C.","Cor","Peijnenburg","m","Boxtel"
"Boxtel","SP",38,"H.M.G.","Bertie","van Iperenburg","v","Boxtel"
"Boxtel","SP",39,"J.G.A.M.","Anky","Moonen - van den Broek","v","Boxtel"
"Boxtel","SP",40,"W.M.","Willem","van Meurs","m","Boxtel"
"Boxtel","CDA",1,"H.E.","HélÃ¨ne","van As - Jaspers","v","Boxtel"
"Boxtel","CDA",2,"V.W.J.G.","Vera","Brouns - Wagenaars","v","Boxtel"
"Boxtel","CDA",3,"K.","KÃ¼brÃ¢","Atalay","v","Boxtel"
"Boxtel","CDA",4,"H.G.P.","Lieke","van den Braak - Krebbers","v","Boxtel"
"Boxtel","CDA",5,"R.I.H.G.","Roel","de Los Hoyos Soto","m","Boxtel"
"Boxtel","CDA",6,"A.A.J.M.","Angela","Hogeweg","v","Boxtel"
"Boxtel","CDA",7,"R.J.W.M.","Ruud","van Casteren","m","Boxtel"
"Boxtel","CDA",8,"B.E.M.","Bernadette","Hoogakker - Van Vlerken","v","Boxtel"
"Boxtel","CDA",9,"G.J.C.P.","Gijs","van der Heijden","m","Boxtel"
"Boxtel","CDA",10,"N.H.","Nico","Oudejans","m","Boxtel"
"Boxtel","CDA",11,"W.E.P.M.","Wim","Jennissen","m","Liempde"
"Boxtel","CDA",12,"A.C.F.M.","Toon","Voets","m","Liempde"
"Boxtel","CDA",13,"P.","Pieter","Springer","m","Boxtel"
"Boxtel","CDA",14,"J.P.C.","Johan","van Hal","m","Boxtel"
"Boxtel","CDA",15,"H.P.A.","Hilde","van Gastel","v","Liempde"
"Boxtel","CDA",16,"K.A.P.","Karin","Schoenmakers","v","Boxtel"
"Boxtel","CDA",17,"J.W.A.","John","van Kasteren","m","Boxtel"
"Boxtel","CDA",18,"P.C.","Paul","Neervoort","m","Boxtel"
"Boxtel","CDA",19,"F.L.A.M.","Frank","Scholman","m","Boxtel"
"Boxtel","CDA",20,"M.J.J.","Tini","van den Berg","m","Boxtel"
"Boxtel","CDA",21,"B.G.J.","Ben","Kuilman","m","Boxtel"
"Boxtel","CDA",22,"F.A.","Frans","Maas","m","Boxtel"
"Boxtel","CDA",23,"A.J.C.C.M.","Ad","van de Sande","m","Boxtel"
"Boxtel","CDA",24,"P.T.","Pith","Schure","m","Boxtel"
"Boxtel","CDA",25,"T.A.M.G.","Thom","van Thiel","m","Boxtel"
"Boxtel","CDA",26,"W.M.T.","Wim","van Alphen","m","Boxtel"
"Boxtel","CDA",27,"J.M.","Jan","van Bragt","m","Boxtel"
"Boxtel","CDA",28,"M.E.","Riet","van Homelen","v","Boxtel"
"Boxtel","CDA",29,"P.J.G.M.","Peter","van Vugt","m","Boxtel"
"Boxtel","CDA",30,"J.W.G.M.","Han","Swinkels","m","Boxtel"
"Boxtel","CDA",31,"P.L.","Peter","van As","m","Boxtel"
"Boxtel","CDA",32,"S.W.J.M.","Bas","Dikmans","m","Boxtel"
"Boxtel","CDA",33,"C.J.A.","Cees","van Hal","m","Boxtel"
"Boxtel","CDA",34,"W.J.","Wim","van Erp","m","Liempde"
"Boxtel","CDA",35,"L.M.A.","Betsie","van der Sloot - van der Heijden","v","Liempde"
"Boxtel","INbox",1,"H.G.J.M","Herman","van Wanrooij","m","Boxtel"
"Boxtel","INbox",2,"J.A.M.J","Jan","de Koning","m","Boxtel"
"Boxtel","INbox",3,"M.W","Marria","van den Hoven","v","Boxtel"
"Boxtel","INbox",4,"A.H.T","Guus","Eltink","m","Boxtel"
"Boxtel","INbox",5,"J.C.A.M","Jaqueline","Bekkers","v","Liempde"
"Boxtel","INbox",6,"G.W.M","Geertje","Schellekens","v","Boxtel"
"Boxtel","INbox",7,"J.A.A.M","Jolanda","Krimp-van Weert","v","Boxtel"
"Boxtel","INbox",8,"O.T.H.A","Oscar","Eltink","m","Liempde"
"Boxtel","INbox",9,"T.J.M","Tomas","van Wanrooij","m","Boxtel"
"Boxtel","INbox",10,"H.J.M.M","Harrij","Blummel","m","Boxtel"
"Boxtel","INbox",11,"H.A.A","Heleen","de Koning","v","Boxtel"
"Boxtel","INbox",12,"W.A.M","Willie","van de Langenberg","m","Boxtel"
"Boxtel","INbox",13,"J.G.J.M","Hans","van Doorn","m","Boxtel"
"Boxtel","INbox",14,"R.L.P","Rob","Buchholtz","m","Boxtel"
"Boxtel","INbox",15,"E.M","Ewa","MaltaÅ„ska-van Tilbeurgh","v","Boxtel"
"Boxtel","INbox",16,"F.A","Frans","Aarts","m","Boxtel"
"Boxtel","INbox",17,"M.A","Mehfooz","Raja","m","Boxtel"
"Boxtel","INbox",18,"J.W.M","Jo","Nas","m","Boxtel"
"Boxtel","INbox",19,"A.M.P","Chantal","Bekkers","v","Liempde"
"Boxtel","INbox",20,"M.J","Thijs","van den Broek","m","Boxtel"
"Boxtel","INbox",21,"H.J","Henk","Ruijssenaars","m","Boxtel"
"Boxtel","INbox",22,"A.A.H","Ad","Boleij","m","Boxtel"
"Boxtel","INbox",23,"L.H.M","Leo","den Dekker","m","Boxtel"
"Boxtel","INbox",24,"B.G","Boudewijn","Aalbers","m","Boxtel"
"Boxtel","INbox",25,"F.A","Frans","van der Sloot","m","Boxtel"
"Boxtel","INbox",26,"W.H.J","Willy","van Nieuwburg","m","Boxtel"
"Boxtel","INbox",27,"G.E.W","Fred","van Nistelrooij","m","Boxtel"
"Boxtel","INbox",28,"G.C.M","Gerard","Thijs","m","Boxtel"
"Boxtel","INbox",29,"M.H.W.G","Rita","van Berkel","v","Boxtel"
"Boxtel","INbox",30,"L.H.J","Frank","van den Besselaar","m","Boxtel"
"Boxtel","INbox",31,"A.C","Ad","van Weert","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",1,"A.M.A.","Anja","van den Einden","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",2,"H.N.","Nico","Bulter","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",3,"J.","Jet","Winkler","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",4,"F.J.M.M.","Frank","Geurtz","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",5,"M.","Mohammed","Rahmoune","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",6,"M.W.A.","Mirjam","Bemelmans","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",7,"C.A.H.","Sjaak","Beirnaert","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",8,"S.S.","Salim Saeed","Ahmed","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",9,"M.L.","Marlies","Hobbelen","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",10,"O.G.","Otto","Ahlers","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",11,"P.J.L.M.","Pierre","van Amelsvoort","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",12,"D.S.","David","Andreae","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",13,"P.F.A.","Poul","Bakker","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",14,"D.","Dick","Bekamp","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",15,"J.A.M.","Jos","Boom","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",16,"W.J.","Winston","Brooker","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",17,"P.H.F.A.","Michael","Hagelaars","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",18,"T.A.","Theo","van der Heijden","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",19,"P.P.J.","Paul","Hermans","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",20,"M.K.","Marike","Janssen","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",21,"M.A.","Marianne","Juffermans","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",22,"H.T.M.","Harrie","Peeters","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",23,"P.A.M.","Piet","Rombouts","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",24,"C.A.J.M.","Carel","Snijders","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",25,"B.W.M.","Bart","Toemen","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",26,"D.P.","Dorothe","Valentijn","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",27,"C.G.C.A.","Coen","Verbeek","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",28,"A.C.J.M.","Tonnie","Voets","v","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",29,"J.P.","Jan","Juffermans","m","Boxtel"
"Boxtel","Partij van de Arbeid (P.v.d.A.)/GROENLINKS",30,"J.J.W.","Sjef","Dankers","m","Boxtel"
"Boxtel","D66",1,"J.M.A.","Jos","Hegeman","m","Boxtel"
"Boxtel","D66",2,"M.H.","MariÃ«lle","Wijffelaars","v","Boxtel"
"Boxtel","D66",3,"T.P.G.","Thijs","Haster","m","Boxtel"
"Boxtel","D66",4,"A.F.M.","Fons","van Heesch","m","Boxtel"
"Boxtel","D66",5,"A.S.","Sandra","van Wijk","v","Boxtel"
"Boxtel","D66",6,"W.","Wiebe","de Leijer","m","Boxtel"
"Boxtel","D66",7,"S.H...","Sohib Hassan","Hussain","m","Boxtel"
"Boxtel","D66",8,"W.F.","Willem","Kalverda","m","Boxtel"
"Boxtel","D66",9,"D.G.J.M.","Dayenne","Maas-van Heesch","v","Boxtel"
"Boxtel","D66",10,"K.M.M.","Kasper","van de Langenberg","m","Liempde"
"Boxtel","D66",11,"I.C.J.","Inez","de Greef-van der Sandt","v","Liempde"
"Boxtel","D66",12,"M.C.","Marijn","De Maeyer","m","Liempde"
"Boxtel","D66",13,"I.D.","Isa","Goossens","v","Boxtel"
"Boxtel","D66",14,"J.J.","John","Schalken","m","Boxtel"
"Boxtel","D66",15,"J.A.M.","John","Rikken","m","Boxtel"
"Boxtel","D66",16,"G.A.M.","Diny","van Heesch-van den Broek","v","Boxtel"
"Boxtel","D66",17,"H.J.G.P.","Hans","Mestrum","m","Boxtel"
"Boxtel","D66",18,"B.A.J.","Bas","Koenraadt","m","Boxtel"
"Boxtel","D66",19,"G.C.M.","Gerard","Buiks","m","Boxtel"
"Boxtel","D66",20,"F.C.","Fred","Fisser","m","Boxtel"
"Boxtel","D66",21,"A.A.M.","Ad","Vervest","m","Boxtel"
"Boxtel","D66",22,"P.J.","Peter","Lestrade","m","Boxtel"
"Boxtel","D66",23,"M.C.","Marusjka","Lestrade-Brouwer","v","Boxtel"
"Boxtel","VVD",1,"D.W.J.A.M.","Dymph","van de Vries-Pennings","v","Boxtel"
"Boxtel","VVD",2,"R.F.H.","Rob","Kuppens","m","Boxtel"
"Boxtel","VVD",3,"L.","Lisa","Somers","v","Boxtel"
"Boxtel","VVD",4,"J.","Jiles","Beekmans","m","Boxtel"
"Boxtel","VVD",5,"R.","Rick","van Eijndhoven","m","Boxtel"
"Boxtel","VVD",6,"T.F.J.","Tom","Schellekens","m","Boxtel"
"Boxtel","VVD",7,"F.W.A.","Frans","van Susante","m","Boxtel"
"Boxtel","VVD",8,"P.C.W.","Paul","van Pinxteren","m","Boxtel"
"Boxtel","VVD",9,"E.","EugÃ¨ne","van 't Hooft","m","Boxtel"
"Boxtel","VVD",10,"C.J.","Chris","Dekker","m","Boxtel"
"Boxtel","VVD",11,"M.G.","Martin","van der Broek","m","Liempde"
"Boxtel","VVD",12,"M.C.C.M.","Maarten","Mathijssen","m","Boxtel"
"Boxtel","VVD",13,"J.M.T.","Jochen","Schellekens","m","Boxtel"
"Breda","VVD",1,,"Thierry","Aartsen A.A.","m","Breda"
"Breda","VVD",2,,"Boaz","Adank B.E.A.","m","Breda"
"Breda","VVD",3,,"Eddie","Förster E.","m","Breda"
"Breda","VVD",4,,"Manon","Stevens M.P.","v","Breda"
"Breda","VVD",5,,"Sven","Planken S.E.","m","Breda"
"Breda","VVD",6,,"Daan","Quaars D.J.","m","Breda"
"Breda","VVD",7,,"Daan","de Neef D.","m","Breda"
"Breda","VVD",8,,"Raymond","Kouwenberg R.J.","m","Breda"
"Breda","VVD",9,,"Carla","Kranenborg-van Eerd C.E.A.H.","v","Prinsenbeek"
"Breda","VVD",10,,"Rick","Zagers R.J.C.","m","Breda"
