"municipality","party","number","initials","given_name","last_name","gender","city"
"Heemskerk","Heemskerk Lokaal",12,"A.J.","Sandra","Keijzer","v","Heemskerk"
"Heemskerk","Heemskerk Lokaal",13,"A.M.","Astrid","Jonker","v","Heemskerk"
"Heemskerk","Heemskerk Lokaal",14,"H.W.J.","Rick","Hanssen","m","Heemskerk"
"Heemskerk","Heemskerk Lokaal",15,"S.","Sabrina","Goos","v","Beverwijk"
"Heemskerk","Heemskerk Lokaal",16,"E.M.T.","Elly","van der Hoeven","v","Heemskerk"
"Heemskerk","Heemskerk Lokaal",17,"K.J.J.R.","Kick","Hoogewerf","m","Heemskerk"
"Heemskerk","Heemskerk Lokaal",18,"E.P.","Bert","Zonneveld","m","Heemskerk"
"Heemskerk","Heemskerk Lokaal",19,"M.M.","Mitchel","Vlieland","m","Heemskerk"
"Heemskerk","Heemskerk Lokaal",20,"J.","Joris","Sikkema","m","Heemskerk"
"Heemskerk","Heemskerk Lokaal",21,"H.P.W.","Peter","Lamers","m","Heemskerk"
"Heemskerk","GroenLinks",1,"J.G.","John","van Dongen","m","Heemskerk"
"Heemskerk","GroenLinks",2,"A.J.","Ans","Nijman","v","Heemskerk"
"Heemskerk","GroenLinks",3,"C.J.I.","Jos","Burger","m","Heemskerk"
"Heemskerk","GroenLinks",4,"P.A.","Peter","Domen","m","Heemskerk"
"Heemskerk","GroenLinks",5,"J.N.","Jeroen","Olsthoorn","m","Heemskerk"
"Heemskerk","GroenLinks",6,"J.N.J.","Jacqueline","Brethouwer-van der Meij","v","Heemskerk"
"Heemskerk","GroenLinks",7,"W.J.","Willem Jan","Brethouwer","m","Heemskerk"
"Heemskerk","GroenLinks",8,"J.W.","Jan","Henneman","m","Heemskerk"
"Heemskerk","GroenLinks",9,"S.C.","Simone","Groot","v","Heemskerk"
"Heemskerk","GroenLinks",10,"R.","Roy","Vlieland","m","Heemskerk"
"Heemskerk","GroenLinks",11,"B.C.","Ben","IJpma","m","Heemskerk"
"Heemskerk","GroenLinks",12,"R.","Bob","van der Ploeg","m","Heemskerk"
"Heemskerk","GroenLinks",13,"K.M.","Kristina","van der Geest","v","Heemskerk"
"Heemskerk","GroenLinks",14,"B.","Berend","van Maassen","m","Heemskerk"
"Heemskerk","D66",1,"A.","Marieke","van Dijk","v","Heemskerk"
"Heemskerk","D66",2,"P.B.","Piet","Burgering","m","Heemskerk"
"Heemskerk","D66",3,"R.C.","Robbert","Nijboer","m","Heemskerk"
"Heemskerk","D66",4,"M.","Mark","Wouters","m","Heemskerk"
"Heemskerk","D66",5,"J.","Jordy","Kruse","m","Heemskerk"
"Heemskerk","D66",6,"K.H.","Kirsten","van der Plas","v","Heemskerk"
"Heemskerk","D66",7,"B.H.","Barry","Hoope","m","Heemskerk"
"Heemskerk","D66",8,"R.","Richard","Mostert","m","Heemskerk"
"Heemskerk","D66",9,"C.A.M.","Ina","Beentjes-Komen","v","Heemskerk"
"Heemskerk","D66",10,"E.J.M.","Ernst","Koperdraat","m","Heemskerk"
"Heemskerk","D66",11,"N.J.A.","Niek","Scholten","m","Heemskerk"
"Heemskerk","ChristenUnie",1,"T.","Timo","Joosse","m","Heemskerk"
"Heemskerk","ChristenUnie",2,"A.C.","Arjen","Verboom","m","Heemskerk"
"Heemskerk","ChristenUnie",3,"S.","Silvia","Geerts","v","Heemskerk"
"Heemskerk","ChristenUnie",4,"P.S.","Peter","van der Wal","m","Heemskerk"
"Heemskerk","ChristenUnie",5,"I.A.B.","Ilona","van der Baaren","v","Heemskerk"
"Heemskerk","ChristenUnie",6,"B.L.","Bob","van Zijll","m","Heemskerk"
"Heemskerk","CDA",1,"J.H.J.","John","van Nimwegen","m","Heemskerk"
"Heemskerk","CDA",2,"Q.J.A.","Krijn","Rijke","m","Heemskerk"
"Heemskerk","CDA",3,"R.","Sindo","Núñez Queija","m","Heemskerk"
"Heemskerk","CDA",4,"W.J.","Wim","Dijkman","m","Heemskerk"
"Heemskerk","CDA",5,"L.L.P.","Leo","Tillmans","m","Heemskerk"
"Heemskerk","CDA",6,"J.J.","Jan","Schouws","m","Heemskerk"
"Heemskerk","CDA",7,"J.J.","Jan","Vogelzang","m","Heemskerk"
"Heemskerk","CDA",8,"J.","Jur","Kratzschmar","m","Heemskerk"
"Heemskerk","CDA",9,"M.H.A.","Monica","Bouman","v","Heemskerk"
"Heemskerk","CDA",10,"A.J.M.","Tonny","Portegies-Olsthoorn","v","Heemskerk"
"Heemskerk","CDA",11,"P.T.","Pancras","Koper","m","Heemskerk"
"Heemskerk","CDA",12,"F.J.J.","Frits","Brouwer","m","Heemskerk"
"Heemskerk","CDA",13,"C.J.","Tineke","Seijmonsbergen","v","Heemskerk"
"Heemskerk","CDA",14,"A.","Aalt","Bruinekool","m","Heemskerk"
"Heemskerk","CDA",15,"E.W.M.","Diny","Henneman-Van der Valk","v","Heemskerk"
"Heemskerk","CDA",16,"P.","Piet","Dubbelman","m","Heemskerk"
"Heemskerk","CDA",17,"W.G.J.","Gerald","Louwerse","m","Heemskerk"
"Heemskerk","CDA",18,"J.S.H.","Jorrit","Jaasma","m","Heemskerk"
"Heemskerk","CDA",19,"P.A.W.","Piet","Hermens","m","Heemskerk"
"Heemskerk","CDA",20,"F.J.M.","Frans","Rozemeijer","m","Heemskerk"
"Heemskerk","CDA",21,"R.A.","Gineke","van 't Veer-Kamminga","v","Heemskerk"
"Heemskerk","CDA",22,"J.","Jacques","de Vlugt","m","Heemskerk"
"Heemskerk","CDA",23,"S.T.P.","Simon","Broersen","m","Heemskerk"
"Heemskerk","CDA",24,"C.A.G.","Kees","Romeijnders","m","Heemskerk"
"Heemstede","Heemsteeds Burger Belang",1,"A.P.","Annelies","van der Have","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",2,"L.F.","Lenny","Jagtenberg","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",3,"P.C.","Feter","Keyser","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",4,"K.R.","Klaas","Kremer","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",5,"O.F.","olav","Lommerse","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",6,"E.J.","Rlk","de Valk","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",7,"S.L","Saskia","van de Pieterman","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",8,"C.l.","Coline","Flentrop","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",9,"T.","Tom","Smole","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",10,"C.W.","Carole","Havers-Leemans","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",11,"I.G.D","lris","Beerkens","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",12,"N.H.","Nine","Posthumus","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",13,"D.R.","Dick","ten Have","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",14,"J.","Jannemarije","Goedkoop","v","Heemstede"
"Heemstede","Heemsteeds Burger Belang",15,"R.J.L.M","Rembrandt","Heerkens Thijssen","m","Heemstede"
"Heemstede","Heemsteeds Burger Belang",16,"H.E.","Helmie","van Ravestein","v","Heemstede"
"Heemstede","D66",1,"S.M.","Sebastiaan","Nieuwland","m","Heemstede"
"Heemstede","D66",2,"Y.E.G.M.M.","Yvette","Schul","v","Heemstede"
"Heemstede","D66",3,"APA.F","lnntolne","Rocourt","m","Heemstede"
"Heemstede","D66",4,"R.R","Reinier","ter Kuile","m","Heemstede"
"Heemstede","D66",5,"A.","Anton","Rutgers","m","Heemstede"
"Heemstede","D66",6,"J.J.","Jan","Duinker","m","Heemstede"
"Heemstede","D66",7,"C.V.","Carmen","van der Hoff","v","Heemstede"
"Heemstede","D66",8,"C.","Caroline","Lucchiari","v","Heemstede"
"Heemstede","D66",9,"T.","Trudy","Vink-van Wijngaarden","v","Heemstede"
"Heemstede","D66",10,"H.J.M","Harry","van Zon","m","Heemstede"
"Heemstede","D66",11,"H.M.","But","Klaasen","m","Heemstede"
"Heemstede","D66",12,"C.E.","Caroline","van der Meer","v","Heemstede"
"Heemstede","D66",13,"P.P.M","Paul","Nielen","m","Heemstede"
"Heemstede","D66",14,"K.A.","Karin","van der Pas","v","Heemstede"
"Heemstede","D66",15,"B.J.H.","Bas","Van Lier","m","Heemstede"
"Heemstede","D66",16,"H.H.","Henk","Wabeke","m","Heemstede"
"Heemstede","D66",17,"E.","Esther","Schnerr-van Houwelingen","v","Heemstede"
"Heemstede","D66",18,"E.P.P.M.","Emile","Kouwenhoven","m","Heemstede"
"Heemstede","D66",19,"F.C.","Frank","van Oirschot","m","Heemstede"
"Heemstede","D66",20,"G.","Guus","Schut","m","Heemstede"
"Heemstede","VVD",1,"H.M.A.","Heleen","Hooij","v","Heemstede"
"Heemstede","VVD",2,"A.M.C.E.","Eveline","Stam","v","Heemstede"
"Heemstede","VVD",3,"A.M","Aik","Kramer","m","Heemstede"
"Heemstede","VVD",4,"M.B.H.J","Michel","Radix","m","Heemstede"
"Heemstede","VVD",5,"R.M.","Rozemarijn","Baan-Timmer","v","Heemstede"
"Heemstede","VVD",6,"J.C.","Joan","Brouwers-Oosterbaan","v","Heemstede"
"Heemstede","VVD",7,"J.J.","John","Wulfers","m","Heemstede"
"Heemstede","VVD",8,"E.","Ems","Post-van Zon.","v","Heemstede"
"Heemstede","VVD",9,"A.","Annelie","Brummer-van der Drift","v","Heemstede"
"Heemstede","VVD",10,"E.","Erik-Jan","van Emmerik","m","Heemstede"
"Heemstede","VVD",11,"D.A.","Dirk","Henstra","m","Heemstede"
"Heemstede","VVD",12,"LM","lngrid","de Jong","v","Heemstede"
"Heemstede","VVD",13,"E.P.","Edo","Meerloo","m","Heemstede"
"Heemstede","VVD",14,"E.","Elly","Peeperkorn-Delissen","v","Heemstede"
"Heemstede","VVD",15,"B.","Bartje","Schotman-Kruiten","v","Heemstede"
"Heemstede","VVD",16,"R.O.","Reinout","Schotman","m","Heemstede"
"Heemstede","VVD",17,"V.M.","Vanessa","Storm van's Gravesande-Penn","v","Heemstede"
"Heemstede","VVD",18,"W.M.J.","Willemijn","Zuelen-Valk","v","Heemstede"
"Heemstede","CDA",1,"O.J.","Oscar","Boeder","m","Heemstede"
"Heemstede","CDA",2,"E.J.M","Boudi","van Vlijmen","m","Heemstede"
"Heemstede","CDA",3,"S.A","Arianne","de Wit - van der Linden","v","Heemstede"
"Heemstede","CDA",4,"E.J.","Ellen","Kerkvliet - van Holk","v","Heemstede"
"Heemstede","CDA",5,"E.G.M","Els","van de Weijer - Lambers","v","Heemstede"
"Heemstede","CDA",6,"LE.J.","lsabel","van Enckevort","v","Heemstede"
"Heemstede","CDA",7,"R.B.","Rut","Assendelft","m","Heemstede"
"Heemstede","CDA",8,"J.C.M.","Hans","Debets","m","Heemstede"
"Heemstede","CDA",9,"S.P.","Nel","Prins - van Galen","v","Heemstede"
"Heemstede","CDA",10,"R.G.","Ruud","Dikkeboom","m","Heemstede"
"Heemstede","CDA",11,"W.M.M.","Wim","Heeremans","m","Heemstede"
"Heemstede","CDA",12,"C.D.M.","Christa","Kuiper - Kuijpers","v","Heemstede"
"Heemstede","CDA",13,"C.J.","Tiny","Nijboer - Verdonkschot","v","Heemstede"
"Heemstede","GROENLINKS",1,"E.","Eric","de Zeeuw","m","Heemstede"
"Heemstede","GROENLINKS",2,"T.J.G","Thera","van der Heijden","v","Heemstede"
"Heemstede","GROENLINKS",3,"B.","Bram","Verrips","m","Heemstede"
"Heemstede","GROENLINKS",4,"A.M.A.","Annemieke","Kloosterman-Buddel","v","Heemstede"
"Heemstede","GROENLINKS",5,"P.","Peter","Zoetemeijer","m","Heemstede"
"Heemstede","GROENLINKS",6,"H.M.G.","Mia","de Haan","v","Heemstede"
"Heemstede","GROENLINKS",7,"H.G.","Huub","Carbo","m","Heemstede"
"Heemstede","GROENLINKS",8,"A.","Ada","Keur","v","Heemstede"
"Heemstede","GROENLINKS",9,"C.H.","Henk","Koetsier","m","Heemstede"
"Heemstede","GROENLINKS",10,"G.C.J.","Trudy","van Drie","v","Heemstede"
"Heemstede","GROENLINKS",11,"W.J.D.","Willem Jan","Wiebosch","m","Heemstede"
"Heemstede","GROENLINKS",12,"C.T.","Titia","Feldmann","v","Heemstede"
"Heemstede","GROENLINKS",13,"E.J.","Liesbeth","Mulder","v","Heemstede"
"Heemstede","GROENLINKS",14,"J.D.","Jan","van der Hoeven","m","Heemstede"
"Heemstede","GROENLINKS",15,"A.J.","Ad","Appel","m","Heemstede"
"Heemstede","GROENLINKS",16,"A.A.","Agnieszka","van Ruijven-Rojek","v","Heemstede"
"Heemstede","GROENLINKS",17,"R.W.F.","René","van Schalkwijk","m","Heemstede"
"Heemstede","GROENLINKS",18,"Y.J.","Yvonne","Wijnands","v","Heemstede"
"Heemstede","GROENLINKS",19,"L.","Louis","Passos","m","Heemstede"
"Heemstede","GROENLINKS",20,"l.H.J.","lda","Sabelis","v","Heemstede"
"Heemstede","GROENLINKS",21,"H.C.J.L","Harry","Borghouts","m","Heemstede"
"Heemstede","PvdA",1,"J.F.","Sjaak","Struijf","onbekend","Heemstede"
"Heemstede","PvdA",2,"R.N.","Romée","Pameijer","onbekend","Heemstede"
"Heemstede","PvdA",3,"P.C.T.","Pieter","van der Hoeven","onbekend","Heemstede"
"Heemstede","PvdA",4,"M.J.","Marie-José","de Greef-Nelissen","onbekend","Heemstede"
"Heemstede","PvdA",5,"J.H.","Johan","Maas","onbekend","Heemstede"
"Heemstede","PvdA",6,"J.","Coby","Kroon","onbekend","Heemstede"
"Heemstede","PvdA",7,"A.V","Emiel","van den Berg","onbekend","Heemstede"
"Heemstede","PvdA",8,"H.G.W","Willemien","Ruijgrok","onbekend","Heemstede"
"Heemstede","PvdA",9,"A.","Ton","Waarts","onbekend","Heemstede"
"Heemstede","PvdA",10,"S.E.A","Saskia","Noorman-den Uyl","onbekend","Heemstede"
"Heerde","ChristenUnie-SGP",1,"J.","Jan","Tuinman","m","Heerde"
"Heerde","ChristenUnie-SGP",2,"G.","Gert","van der Rhee","m","Wapenveld"
"Heerde","ChristenUnie-SGP",3,"H.","Hendrik","Sellies","m","Wapenveld"
"Heerde","ChristenUnie-SGP",4,"B.J.","Ben","van der Linde","m","Wapenveld"
"Heerde","ChristenUnie-SGP",5,"E.C.","Eline","Moerman - Vreugdenhil","v","Heerde"
"Heerde","ChristenUnie-SGP",6,"H.J.","Henk","Kamphuis","m","Wapenveld"
"Heerde","ChristenUnie-SGP",7,"J.P.","Jeffrey","Bredenhoff","m","Wapenveld"
"Heerde","ChristenUnie-SGP",8,"G.","Gert","Tromp","m","Wapenveld"
"Heerde","ChristenUnie-SGP",9,"C.H.","Kees","den Uijl","m","Heerde"
"Heerde","ChristenUnie-SGP",10,"G.G.","Gerhard","den Boon","m","Heerde"
"Heerde","ChristenUnie-SGP",11,"M.A.","Matthijs","Bootsma","m","Heerde"
"Heerde","ChristenUnie-SGP",12,"J.B.","Robert","Bal","m","Heerde"
"Heerde","ChristenUnie-SGP",13,"J.","Johan","Vorderman","m","Vorchten"
"Heerde","ChristenUnie-SGP",14,"J.T.","Joke","Ekelmans","v","Heerde"
"Heerde","ChristenUnie-SGP",15,"J.","Jaap","Nitrauw","m","Wapenveld"
"Heerde","ChristenUnie-SGP",16,"J.","Jack","Augustinus","m","Heerde"
"Heerde","ChristenUnie-SGP",17,"M.E.","Minke","Rorije - van der Linde","v","Wapenveld"
"Heerde","ChristenUnie-SGP",18,"C.J.","Kees-Jan","Hooglander","m","Heerde"
"Heerde","ChristenUnie-SGP",19,"D.M.","Daan","Lensink","m","Heerde"
"Heerde","ChristenUnie-SGP",20,"E.S.","Eibert","Boer","m","Wapenveld"
"Heerde","ChristenUnie-SGP",21,"M.J.","Mart","van Ittersum","m","Wapenveld"
"Heerde","ChristenUnie-SGP",22,"W.G.","Wilgertine","van der Stege - Bijsterbosch","v","Wapenveld"
"Heerde","ChristenUnie-SGP",23,"A.","Ad","Evink","m","Heerde"
"Heerde","ChristenUnie-SGP",24,"H.","Henri","Palm","m","Wapenveld"
"Heerde","ChristenUnie-SGP",25,"T.","Thea","Sollie - Huizinga","v","Wapenveld"
"Heerde","ChristenUnie-SGP",26,"H.E.","Heije","Drenth","m","Heerde"
"Heerde","ChristenUnie-SGP",27,"C.","Christiaan","Keizer","m","Wapenveld"
"Heerde","ChristenUnie-SGP",28,"J.H.","Jacob","Bosma","m","Wapenveld"
"Heerde","ChristenUnie-SGP",29,"A.","Adri","Rozendal","m","Wapenveld"
"Heerde","ChristenUnie-SGP",30,"H.","Henk","van 't Oever","m","Vorchten"
"Heerde","ChristenUnie-SGP",31,"J.J.","Janneke","Plas - Kuipers","v","Wapenveld"
"Heerde","ChristenUnie-SGP",32,"M.H.","Mark","Meuleman","m","Wapenveld"
"Heerde","ChristenUnie-SGP",33,"H.","Rieks","Pierik","m","Wapenveld"
"Heerde","ChristenUnie-SGP",34,"J.","Cor","Broekhuis","m","Wapenveld"
"Heerde","ChristenUnie-SGP",35,"E.E.","Ernst","Burgmeijer","m","Heerde"
"Heerde","ChristenUnie-SGP",36,"T.G.","Timon","Bijsterbosch","m","Wapenveld"
"Heerde","ChristenUnie-SGP",37,"A.B.","Arend","Kersing","m","Wapenveld"
"Heerde","ChristenUnie-SGP",38,"M.F.A.","Mirjam","Bouwman","v","Heerde"
"Heerde","CDA",1,"J.","Joke","Grotenhuis - van der Horst","v","Heerde"
"Heerde","CDA",2,"H.J.","Erik","Mateman","m","Heerde"
"Heerde","CDA",3,"S.J.L.","Stephan","Nienhuis","m","Heerde"
"Heerde","CDA",4,"J.","Jan","Kampherbeek","m","Heerde"
"Heerde","CDA",5,"H.","Erik","van Limburg","m","Wapenveld"
"Heerde","CDA",6,"A.R.","Arnold","Kasteel","m","Heerde"
"Heerde","CDA",7,"D.","Dick","van de Streek","m","Heerde"
"Heerde","CDA",8,"R.","Ruud","de Gooijer","m","Heerde"
"Heerde","CDA",9,"H.A.","Hubald","van Ark","m","Heerde"
"Heerde","CDA",10,"J.G.","Juriën","Berghorst","m","Heerde"
"Heerde","CDA",11,"A.H.","André","Nooteboom","m","Heerde"
"Heerde","CDA",12,"G.","Geke","Bijsterbosch","v","Heerde"
"Heerde","CDA",13,"G.","Gerrit","Marissen","m","Wapenveld"
"Heerde","CDA",14,"H.A.","Herma","Berghorst - Koopman","v","Heerde"
"Heerde","CDA",15,"R.","Ron","Nijman","m","Heerde"
"Heerde","CDA",16,"L.H.","Luuk","de Vos","m","Heerde"
"Heerde","CDA",17,"E.J.","Egbert","van Ameijde","m","Heerde"
"Heerde","CDA",18,"J.","Annie","Reil - Vorstelman","v","Heerde"
"Heerde","CDA",19,"B.","Bas","Grotenhuis","m","Heerde"
"Heerde","CDA",20,"W.","Wim","Bouwstra","m","Heerde"
"Heerde","CDA",21,"F.L.","Fre","Hogenbirk","m","Heerde"
"Heerde","CDA",22,"G.W.","Geb","Dokter","m","Heerde"
"Heerde","CDA",23,"P.","Nel","Crum - Okkens","v","Heerde"
"Heerde","CDA",24,"B.J.","Jan","van der Maten","m","Heerde"
"Heerde","CDA",25,"E.","Evert","van der Maten","m","Heerde"
"Heerde","CDA",26,"H.J.","Henk","Noppers","m","Heerde"
"Heerde","CDA",27,"H.","Henk","Bijsterbosch","m","Heerde"
"Heerde","CDA",28,"P.H.M.","Peter","Rübsamen","m","Heerde"
"Heerde","CDA",29,"J.L.","Han","Reil","m","Heerde"
"Heerde","CDA",30,"C.","Cor","Kamphuis","m","Heerde"
"Heerde","CDA",31,"G.","Gerrit","Stijf","m","Heerde"
"Heerde","CDA",32,"J.H.","Johannes","Severs","m","Heerde"
"Heerde","CDA",33,"T.","Tjeerd","de Kroon","m","Wapenveld"
"Heerde","CDA",34,"D.J.","Dick","de Witte","m","Heerde"
"Heerde","CDA",35,"A.D.","Aart","Zwerus","m","Wapenveld"
"Heerde","CDA",36,"A.","Arend","Strikwerda","m","Heerde"
"Heerde","CDA",37,"A.","Anton","Westerkamp","m","Heerde"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",1,"W.","Willem","de Weerdt","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",2,"J.W.J.","William","van Ommen","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",3,"H.","Henk","Dijkslag","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",4,"W.J.","William","Boeve","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",5,"D.I.R.","Debora","Breunis","v","Heerde"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",6,"A.J.","Arend Jan","van Duren","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",7,"A.F.","Ali","Visser - Kouwen","v","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",8,"H.H.","Herman","Jans","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",9,"D.H.","Dick","Bronsink","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",10,"R.","Rik","de Weerdt","m","Wapenveld"
"Heerde","Gemeentebelang-Boeren Partij (GBP)",11,"M.","Michael","van Renselaar","m","Wapenveld"
"Heerde","VVD",1,"B.D.","Beerd","Volkers","m","Heerde"
"Heerde","VVD",2,"G.J.","Gerda","Hardam - Postma","v","Heerde"
"Heerde","VVD",3,"P.","Peter","Oosterhof","m","Heerde"
"Heerde","VVD",4,"A.","Ton","Jalink","m","Heerde"
"Heerde","VVD",5,"G.","Gerd","van Leeuwen","m","Heerde"
"Heerde","VVD",6,"C.","Candy","Leeuwis - de Vries","v","Heerde"
"Heerde","VVD",7,"E.J.","Evert","Luchtenbelt","m","Wapenveld"
"Heerde","VVD",8,"C.C.","Lia","Slobbe - van der Waal","v","Wapenveld"
"Heerde","VVD",9,"G.J.","Gerrit","van Dijk","m","Heerde"
"Heerde","PvdA",1,"B.","Bram","Horst","m","Heerde"
"Heerde","PvdA",2,"G.","Ina","Vijge - Koning","v","Heerde"
"Heerde","PvdA",3,"A.J.","Annemiek","Tigchelaar - Mulder","v","Heerde"
"Heerde","PvdA",4,"P.A.M.","Peter","Mast","m","Heerde"
"Heerde","PvdA",5,"E.W.","Ina","Dijkstra","v","Heerde"
"Heerde","PvdA",6,"G.","Geertje","Bos","v","Wapenveld"
"Heerde","PvdA",7,"J.C.G.R.","Rob","Rosendal","m","Heerde"
"Heerde","PvdA",8,"H.","Hanneke","den Boef","v","Heerde"
"Heerde","PvdA",9,"J.J.","Ans","Peeman - van Cadsand","v","Heerde"
"Heerde","PvdA",10,"J.H.","Johanna","den Boef - Roeke","v","Heerde"
"Heerde","PvdA",11,"E.H.","Ekko","Woltjer","m","Wapenveld"
"Heerde","PvdA",12,"H.","Harry","Roseboom","m","Heerde"
"Heerde","PvdA",13,"H.A.M.","Hubert","Bögemann","m","Heerde"
"Heerde","PvdA",14,"H.","Hilde","Evekink - Rosendal","v","Heerde"
"Heerde","PvdA",15,"A.","Bert","Noordberger","m","Heerde"
"Heerde","PvdA",16,"W.M.F.","Miep","van Kraaij - Delpeut","v","Heerde"
"Heerde","PvdA",17,"S.","Siebren","Buist","m","Heerde"
"Heerde","PvdA",18,"J.H.E.","Henk","Kanter","m","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",1,"D.J.","Dianneke","Landman - Kok","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",2,"S.I.","Silvia","van Amerongen","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",3,"A.","Anneke","van Dijk - Bruins","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",4,"G.","Geraldine","Kwekkeboom","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",5,"C.","Carlien","Scheele","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",6,"A.J.","Jakob","Zwiers","m","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",7,"M.P.","Maria","van Zwet - Jansen","v","Wapenveld"
"Heerde","Democraten 66 (D66)/GROENLINKS",8,"G.J.A.","Gerhard","Haverkamp","m","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",9,"A.C.","Arlette","Bossema","v","Wapenveld"
"Heerde","Democraten 66 (D66)/GROENLINKS",10,"F.J.M.","Floor","Goes","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",11,"E.J.","Evert Jan","van Apeldoorn","m","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",12,"P.S.W.","Paul","Jansen","m","Veessen"
"Heerde","Democraten 66 (D66)/GROENLINKS",13,"H.W.","Henk","Hulsebos","m","Wapenveld"
"Heerde","Democraten 66 (D66)/GROENLINKS",14,"M.K.","Maaike","van Norel","v","Heerde"
"Heerde","Democraten 66 (D66)/GROENLINKS",15,"J.G.","Joost","Dikker Hupkes","m","Wapenveld"
"Heerde","Democraten 66 (D66)/GROENLINKS",16,"E.H.","Evert","Veerman","m","Heerde"
"Heerenveen","PvdA",1,"J.R.","Jelle","Zoetendal","m","Heerenveen"
"Heerenveen","PvdA",2,"W.L.","Wanda","Ottens","v","Heerenveen"
"Heerenveen","PvdA",3,"S.","Sybrig","Sijtsma","v","Heerenveen"
"Heerenveen","PvdA",4,"G.J.","Gerrit","van der Wal","m","Akkrum"
"Heerenveen","PvdA",5,"J.","Janita","Baron","v","Heerenveen"
"Heerenveen","PvdA",6,"A.","Ali","Ouahim","m","Heerenveen"
"Heerenveen","PvdA",7,"W.M.","Jaap","Stalenburg","m","Heerenveen"
"Heerenveen","PvdA",8,"J.J.","Jan Julius","Buwalda","m","Heerenveen"
"Heerenveen","PvdA",9,"J.H.","John","Blank","m","Heerenveen"
"Heerenveen","PvdA",10,"J.","Jan","Zandbergen","m","Heerenveen"
"Heerenveen","PvdA",11,"R.K.","Roelof","Veldhuis","m","Heerenveen"
"Heerenveen","PvdA",12,"J.P.","Jos","Boelhouwer","m","Katlijk"
"Heerenveen","PvdA",13,"F.","Folkert","Veenstra","m","Heerenveen"
"Heerenveen","PvdA",14,"S.C.","Sabina","Rietveld","v","Aldeboarn"
"Heerenveen","PvdA",15,"G.","Gerrit","Hakze","m","Jubbega"
"Heerenveen","PvdA",16,"S.","Shama","Surajbali","v","Heerenveen"
"Heerenveen","PvdA",17,"J.","Jochem","Liemburg","m","Oranjewoud"
"Heerenveen","PvdA",18,"G.","Geertje","Wierda","v","Heerenveen"
"Heerenveen","PvdA",19,"O.","Oeds","Westerhof","m","Oranjewoud"
"Heerenveen","PvdA",20,"J.","Janny","van der Molen","v","De Knipe"
"Heerenveen","PvdA",21,"E.","Eric","Boersma","m","Heerenveen"
"Heerenveen","PvdA",22,"T.F.","Tea","Fledderus","v","Oudeschoot"
"Heerenveen","PvdA",23,"T.","Tom","Kroon","m","Heerenveen"
"Heerenveen","PvdA",24,"J.","Janneke","Peetsma","v","Heerenveen"
"Heerenveen","PvdA",25,"A.M.","Marijn","Molema","m","Heerenveen"
"Heerenveen","PvdA",26,"E.","Betty","van der Ven - de Vos","v","Heerenveen"
"Heerenveen","GB Heerenveen",1,"M.A.","Tino","van der Ven","m","Oudehorne"
"Heerenveen","GB Heerenveen",2,"E.","Elly","Bijlsma","v","Terband"
"Heerenveen","GB Heerenveen",3,"R.","Roelf","van der Woude","m","Akkrum"
"Heerenveen","GB Heerenveen",4,"D.J.","Lita","Ponsen","v","Oudeschoot"
"Heerenveen","GB Heerenveen",5,"J.M.","Michiel","Bakker","m","Heerenveen"
"Heerenveen","GB Heerenveen",6,"A.P.","Bert","Diephuis","m","Bontebok"
