gemeente_naam,gemeente_afkorting,functie_naam,medewerker_id,medewerker,medewerker_partij
Gemeente Den Haag,Den Haag,Fractievoorzitter,133277,Dhr. A.J.F. Kapteijns,GroenLinks
Gemeente Den Haag,Den Haag,Fractievoorzitter,22021114,Mw. H. Drost,SP
Gemeente Den Haag,Den Haag,Fractievoorzitter,128056,Mw. D.A. Koster,CDA
Gemeente Den Haag,Den Haag,Fractievoorzitter,128058,Dhr. P.J. Bos,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Fractievoorzitter,128059,Dhr. M.J.H. Balster,PvdA
Gemeente Den Haag,Den Haag,Fractievoorzitter,83147,Dhr. H. KÃ¼Ã§Ã¼k,Islam Democraten
Gemeente Den Haag,Den Haag,Fractievoorzitter,83149,Dhr. A. Khoulani,Partij van de Eenheid
Gemeente Den Haag,Den Haag,Locoburgemeester,21300636,Dhr. R.S. Baldewsingh,PvdA
Gemeente Den Haag,Den Haag,Raadsgriffier,20254970,Mw. mr. H.L.G. Seuren,
Gemeente Den Haag,Den Haag,Raadslid,20254993,Dhr. R. Guernaoui,Groep De Mos/Ouderen Partij Den Haag
Gemeente Den Haag,Den Haag,Raadslid,20650655,F. de Graaf,VVD
Gemeente Den Haag,Den Haag,Raadslid,120814,Mw. B. Ãzmen,D66
Gemeente Den Haag,Den Haag,Raadslid,120813,Dhr. M.R. Rogier,CDA
Gemeente Den Haag,Den Haag,Raadslid,22021167,Mw. H. Drost,SP
Gemeente Den Haag,Den Haag,Raadslid,130817,Mw. J.W. Toeters,D66
Gemeente Den Haag,Den Haag,Raadslid,130436,Dhr. M. Okcuoglu,Groep Okcuoglu
Gemeente Den Haag,Den Haag,Raadslid,20428406,Mw. K. Gerbrands,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,112518,Mw. W.R. Dille,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,20359795,Mw. I.N. Michels-Spee,VVD
Gemeente Den Haag,Den Haag,Raadslid,133136,Dhr. A.J.F. Kapteijns,GroenLinks
Gemeente Den Haag,Den Haag,Raadslid,128912,Dhr. M.A. Kraft van Ermel,Groep De Mos/Ouderen Partij Den Haag
Gemeente Den Haag,Den Haag,Raadslid,130832,Mw. J.J. van der Werf,D66
Gemeente Den Haag,Den Haag,Raadslid,133137,Mw. S. van der Gaag,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Raadslid,133138,Mw. C. Teunissen,Partij voor de Dieren
Gemeente Den Haag,Den Haag,Raadslid,120474,Mw. D.A. Koster,CDA
Gemeente Den Haag,Den Haag,Raadslid,132379,Dhr. T.F. Vermeer,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,120476,Dhr. M. Eser,D66
Gemeente Den Haag,Den Haag,Raadslid,120475,Dhr. P.A. Grinwis,ChristenUnie/SGP
Gemeente Den Haag,Den Haag,Raadslid,120477,Dhr. R.J. van Asten,D66
Gemeente Den Haag,Den Haag,Raadslid,120482,Dhr. R. de Mos,Groep De Mos/Ouderen Partij Den Haag
Gemeente Den Haag,Den Haag,Raadslid,120481,Dhr. P.A.D. Dubbelaar,Groep De Mos/Ouderen Partij Den Haag
Gemeente Den Haag,Den Haag,Raadslid,120484,Dhr. J. Oudshoorn,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Raadslid,120483,Dhr. J.C. van der Helm,Groep Van der Helm
Gemeente Den Haag,Den Haag,Raadslid,120486,Mw. F. FaÃ¯d,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Raadslid,120488,Dhr. A. Elissen,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,120487,Dhr. T Ãetinkaya,Islam Democraten
Gemeente Den Haag,Den Haag,Raadslid,120489,Dhr. E.P.G. van Hees,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,120492,Dhr. B. Aydin,PvdA
Gemeente Den Haag,Den Haag,Raadslid,120493,Dhr. M.J.H. Balster,PvdA
Gemeente Den Haag,Den Haag,Raadslid,120496,Mw. I.J.M. Michon-Derkzen,VVD
Gemeente Den Haag,Den Haag,Raadslid,120495,Mw. A. Akhiat,SP
Gemeente Den Haag,Den Haag,Raadslid,133435,Dhr. D. Scheper,D66
Gemeente Den Haag,Den Haag,Raadslid,128062,Mw. L. Zandstra,PvdA
Gemeente Den Haag,Den Haag,Raadslid,128061,Dhr. P.J. Bos,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Raadslid,76226,Dhr. H. KÃ¼Ã§Ã¼k,Islam Democraten
Gemeente Den Haag,Den Haag,Raadslid,127176,Dhr. D.S.R. Ramnath,CDA
Gemeente Den Haag,Den Haag,Raadslid,127179,Mw. M. van der Bijl,VVD
Gemeente Den Haag,Den Haag,Raadslid,76235,Mw. D. de Winter,Partij voor de Vrijheid
Gemeente Den Haag,Den Haag,Raadslid,76238,Dhr. A. Kajouane,PvdA
Gemeente Den Haag,Den Haag,Raadslid,76242,Dhr. R.K. Ramnewash,PvdA
Gemeente Den Haag,Den Haag,Raadslid,83154,Dhr. A. Khoulani,Partij van de Eenheid
Gemeente Den Haag,Den Haag,Raadslid,83153,Mw. K.E. Waanders,D66
Gemeente Den Haag,Den Haag,Raadslid,112340,Dhr. G.W. van Vulpen,Haagse Stadspartij
Gemeente Den Haag,Den Haag,Raadslid,76245,Mw. J. van Nieuwenhoven,PvdA
Gemeente Den Haag,Den Haag,Secretaris,22428096,VACANT,
Gemeente Den Haag,Den Haag,Wethouder,114849,Dhr. B.A. Revis,VVD
Gemeente Den Haag,Den Haag,Wethouder,24944,Dhr. R.S. Baldewsingh,PvdA
Gemeente Den Haag,Den Haag,Wethouder,86395,Dhr. drs. K.P. Klein,CDA
Gemeente Den Haag,Den Haag,Wethouder,135615,Mw. drs. S. Bruines,D66
Gemeente Den Haag,Den Haag,Wethouder,127180,Dhr. T. de Bruijn,D66
Gemeente Den Haag,Den Haag,Wethouder,127181,Dhr. J. Wijsmuller,Haagse Stadspartij
Gemeente Ameland,Ameland,Burgemeester,24845,Dhr. A. de Hoop,D66
Gemeente Ameland,Ameland,Fractievoorzitter,131673,Dhr. J.M. de Jong,CDA
Gemeente Ameland,Ameland,Fractievoorzitter,86300,Dhr. D.G. Brouwer,Ameland '82
Gemeente Ameland,Ameland,Fractievoorzitter,125726,Mw. I.S.F. Marinus,PvdA
Gemeente Ameland,Ameland,Fractievoorzitter,125727,Dhr. A.P. Tuil,VVD
Gemeente Ameland,Ameland,Locoburgemeester,21300578,Dhr. P.J. IJnsen,Algemeen Belang Ameland
Gemeente Ameland,Ameland,Raadsgriffier,20254909,Mw. J.M.J. Metz,
Gemeente Ameland,Ameland,Raadslid,123459,Dhr. A.P. Tuil,VVD
Gemeente Ameland,Ameland,Raadslid,128040,Dhr. J. Groenewold,Ameland '82
Gemeente Ameland,Ameland,Raadslid,133765,Mw. A. de Jong-Gransbergen,Algemeen Belang Ameland
Gemeente Ameland,Ameland,Raadslid,131503,Mw. M. van Schaijk-Ketelaars,CDA
Gemeente Ameland,Ameland,Raadslid,128719,Dhr. D. Beijaard,CDA
Gemeente Ameland,Ameland,Raadslid,112915,Mw. I.S.F. Marinus,PvdA
Gemeente Ameland,Ameland,Raadslid,74902,Dhr. J. Wijnberg,Algemeen Belang Ameland
Gemeente Ameland,Ameland,Raadslid,74904,Dhr. D.G. Brouwer,Ameland '82
Gemeente Ameland,Ameland,Raadslid,74905,Dhr. R. Teuben,Ameland '82
Gemeente Ameland,Ameland,Raadslid,86112,Dhr. J.M. de Jong,CDA
Gemeente Ameland,Ameland,Secretaris,20254929,Mw. M. van Rijswijk-van Mook,
Gemeente Ameland,Ameland,Wethouder,21300607,Dhr. P. Pot,AMELAND'82
Gemeente Ameland,Ameland,Wethouder,21300601,Dhr. P.J. IJnsen,Algemeen Belang Ameland
Gemeente Nuenen c.a.,Nuenen c.a.,Burgemeester,112123,Dhr. M.J. Houben,CDA
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,128816,Dhr. E.H.T. Groothoff,CDA
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,106945,Mw. M.F.W Donkers-van Galen,Combinatie Nuenen c.a.
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,128098,Dhr. drs. N.J. Pijnacker Hordijk,D66
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,120419,Dhr. B.M. Wilmar,GroenLinks
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,128099,Dhr. J.B.M. Pijs,Lijst Pijs
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,128100,Dhr. F.G.A. Huijink,PvdA
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,128101,Dhr. H.J.M. Kranen,SP
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,129065,Dhr. A.J.H.M. van den Boomen,VDB
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,74983,Dhr. H.C. Eeuwhorst,VVD
Gemeente Nuenen c.a.,Nuenen c.a.,Fractievoorzitter,135177,Dhr. R.M.M. Stultiens,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Locoburgemeester,128096,Dhr. M.P.J. Jansen,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Raadsgriffier,20254858,Mw. M.C.P. Laurenssen-van Dal,
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,128818,Dhr. E.H.T. Groothoff,CDA
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,74987,Mw. M.F.W Donkers-van Galen,Combinatie Nuenen c.a.
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,131949,Dhr. dr. A. Tomas,D66
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,113767,Dhr. drs. N.J. Pijnacker Hordijk,D66
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,84225,Mw. C.W. van Werkum,D66
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,120422,Dhr. B.M. Wilmar,GroenLinks
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,128104,Dhr. J.B.M. Pijs,Lijst Pijs
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,120424,Dhr. F.G.A. Huijink,PvdA
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,120425,Dhr. B. Smouter,SP
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,120426,Dhr. H.J.M. Kranen,SP
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,129067,Dhr. A.J.H.M. van den Boomen,VDB
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,74990,Dhr. H.C. Eeuwhorst,VVD
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,120427,Dhr. J.M.A.G.P.I Spijkerman,VVD
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,131456,Mw. G.M. Scholder-Penders,VVD
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,134930,Dhr. J.F.A. Vereijken,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,131457,Dhr. J.M.A.M. Geven,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,128105,Dhr. P.A.J.N. van Leeuwen,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,84230,Dhr. R.M.M. Stultiens,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Raadslid,84231,Mw. A.A.W. van de Ven-van den Akker,W70
Gemeente Nuenen c.a.,Nuenen c.a.,Secretaris,21667094,Dhr. J.H.M. van Vlerken,
Gemeente Nuenen c.a.,Nuenen c.a.,Wethouder,134724,Mw. C. van Brakel,CDA
Gemeente Nuenen c.a.,Nuenen c.a.,Wethouder,127159,Dhr. H.M.A. Pero,D66
Gemeente Nuenen c.a.,Nuenen c.a.,Wethouder,127160,Dhr. J. Pernot,GroenLinks
Gemeente Nuenen c.a.,Nuenen c.a.,Wethouder,127162,Dhr. M.P.J. Jansen,W70
Gemeente Nieuwegein,Nieuwegein,Burgemeester,97857,Dhr. F.T.J.M. Backhuijs,VVD
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,131056,Mw. M. Schouten,GroenLinks
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,20254728,Mw. J. Verbeek-Beverwijk,Ieders Belang/groep Verbeek
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,131057,Mw. A. van den Heuvel,SP
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,20254734,Mw. M. Spalburg,PvdA
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,128780,Mw. B.Z. Bakhtali,Stadspartij Nuwegein
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,21572110,Dhr. H. de Jong,Ieders Belang/groep De Jong
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,73936,Dhr. M.J. Monrooij,ChristenUnie
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,122447,Dhr. M.A.J. Snoeren,VVD
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,73944,Dhr. H.J. Troost,VSP
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,21962650,Dhr. G. Horst,CDA
Gemeente Nieuwegein,Nieuwegein,Fractievoorzitter,117593,Dhr. E.M.M. van de Voort,D66
Gemeente Nieuwegein,Nieuwegein,Locoburgemeester,127996,Dhr. J.A.N. Gadella,VVD
Gemeente Nieuwegein,Nieuwegein,Raadsgriffier,20254749,Mw. mr. J.S.Y. Houtman,
Gemeente Nieuwegein,Nieuwegein,Raadslid,126694,Mw. M. Spalburg,PvdA
Gemeente Nieuwegein,Nieuwegein,Raadslid,126693,Dhr. D. el Moussaoui,D66
Gemeente Nieuwegein,Nieuwegein,Raadslid,126696,Mw. A.S. Soerdjbalie,VVD
Gemeente Nieuwegein,Nieuwegein,Raadslid,126695,Mw. L. Bruinsma-Berkeveld,SP
Gemeente Nieuwegein,Nieuwegein,Raadslid,131058,Mw. M. Schouten,GroenLinks
Gemeente Nieuwegein,Nieuwegein,Raadslid,73971,Dhr. H.J. Troost,VSP
Gemeente Nieuwegein,Nieuwegein,Raadslid,73974,Dhr. H.J. Schat,VVD
Gemeente Nieuwegein,Nieuwegein,Raadslid,73977,Dhr. M.A.J. Snoeren,VVD
Gemeente Nieuwegein,Nieuwegein,Raadslid,126720,Mw. R.C. Blom-Oosterhoff,CDA
Gemeente Nieuwegein,Nieuwegein,Raadslid,21962673,Dhr. M.W. Hack,CDA
Gemeente Nieuwegein,Nieuwegein,Raadslid,128781,Mw. B.Z. Bakhtali,Stadspartij Nuwegein
Gemeente Nieuwegein,Nieuwegein,Raadslid,131355,Mw. M.A.M. de Beer,GroenLinks
Gemeente Nieuwegein,Nieuwegein,Raadslid,134303,Dhr. F.T.H.M. van den Heuvel,SP
Gemeente Nieuwegein,Nieuwegein,Raadslid,122534,Dhr. G. Horst,CDA
Gemeente Nieuwegein,Nieuwegein,Raadslid,122535,Mw. J.C. Schiltkamp-van Dixhoorn,ChristenUnie
Gemeente Nieuwegein,Nieuwegein,Raadslid,122538,Dhr. H.H. Inekci,SP
Gemeente Nieuwegein,Nieuwegein,Raadslid,122540,Mw. M.P. Bijvoet,SP
Gemeente Nieuwegein,Nieuwegein,Raadslid,122539,Mw. A. van den Heuvel,SP
Gemeente Nieuwegein,Nieuwegein,Raadslid,122542,Mw. W. Eggengoor,VVD
Gemeente Nieuwegein,Nieuwegein,Raadslid,122541,Dhr. M.E. Diekstra,VVD
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254792,Mw. J. Verbeek-Beverwijk,Ieders Belang/groep Verbeek
Gemeente Nieuwegein,Nieuwegein,Raadslid,113974,Dhr. S.A. de Mol,VSP
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254786,Dhr. V.A.M. Verhaar,Ieders Belang/groep De Jong
Gemeente Nieuwegein,Nieuwegein,Raadslid,87733,Dhr. E.M.M. van de Voort,D66
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254799,Dhr. C.J.G.M. Langerak,PvdA
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254774,Dhr. H. de Jong,Ieders Belang/groep De Jong
Gemeente Nieuwegein,Nieuwegein,Raadslid,135115,Dhr. A.H. JÃ¤gers,PvdA
Gemeente Nieuwegein,Nieuwegein,Raadslid,122830,Mw. I. de Vries-de Haas,D66
Gemeente Nieuwegein,Nieuwegein,Raadslid,122829,Dhr. T.A.C. Verhoeve,D66
Gemeente Nieuwegein,Nieuwegein,Raadslid,122832,Dhr. H.J. van Wiggen,VSP
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254780,Dhr. H. Rietveld,Ieders Belang/groep De Jong
Gemeente Nieuwegein,Nieuwegein,Raadslid,20254768,Dhr. A.A.C.M. Visschers,Ieders Belang/groep De Jong
Gemeente Nieuwegein,Nieuwegein,Raadslid,73951,Dhr. M.J. Monrooij,ChristenUnie
Gemeente Nieuwegein,Nieuwegein,Secretaris,20254828,Mw. E. Liebregts,
Gemeente Nieuwegein,Nieuwegein,Wethouder,114616,Dhr. J.A.N. Gadella,VVD
Gemeente Nieuwegein,Nieuwegein,Wethouder,126722,Dhr. M.C. Stekelenburg,SP
Gemeente Nieuwegein,Nieuwegein,Wethouder,112769,Dhr. A.J. Adriani,PvdA
Gemeente Nieuwegein,Nieuwegein,Wethouder,126721,Dhr. P.W.M. Snoeren,D66
Gemeente Hof van Twente,Hof van Twente,Burgemeester,117081,Mw. H.A.M. Nauta-van Moorsel,CDA
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,130533,Mw. Y.T. Nijhof-Sander,CDA
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,72819,Mw. A. Olde Reuver of Briel-Bosveld,D66
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,65923,Mw. J. Rohaan-Vlijm,Gemeentebelangen
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,24678,Dhr. F. Rijkens,PvdA
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,119723,Dhr. J.C.H. Kalter,SP
Gemeente Hof van Twente,Hof van Twente,Fractievoorzitter,127627,Mw. G. Bruins-Veltkamp,VVD
Gemeente Hof van Twente,Hof van Twente,Locoburgemeester,127625,Dhr. P. van Zwanenburg,CDA
Gemeente Hof van Twente,Hof van Twente,Raadsgriffier,20254682,Dhr. A. Venema,
Gemeente Hof van Twente,Hof van Twente,Raadslid,119725,Dhr. A. Zandvoort,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,132087,Dhr. A.H. Mulder MSc.,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,132088,Dhr. A.J.M. Pierik,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,125140,Dhr. P.M.I.M. Gerritsjans,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,24689,Dhr. R.H.J. Buschers,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,132089,Mw. C.J.H. Doeschot-Workel,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,126897,Mw. M.M.B. Uitdewilligen,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,131065,Mw. P.A.M. Ankersmid,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,119729,Mw. Y.T. Nijhof-Sander,CDA
Gemeente Hof van Twente,Hof van Twente,Raadslid,131084,Dhr. A.R. de Visser,D66
Gemeente Hof van Twente,Hof van Twente,Raadslid,119730,Dhr. C. Vinkenvleugel,D66
Gemeente Hof van Twente,Hof van Twente,Raadslid,72824,Mw. A. Olde Reuver of Briel-Bosveld,D66
Gemeente Hof van Twente,Hof van Twente,Raadslid,24694,Dhr. B.J. Nijenhuis,Gemeentebelangen
Gemeente Hof van Twente,Hof van Twente,Raadslid,55482,Mw. J. Rohaan-Vlijm,Gemeentebelangen
Gemeente Hof van Twente,Hof van Twente,Raadslid,119731,Mw. J.W. Titshof-Leushuis,Gemeentebelangen
Gemeente Hof van Twente,Hof van Twente,Raadslid,24698,Dhr. F. Rijkens,PvdA
Gemeente Hof van Twente,Hof van Twente,Raadslid,24699,Dhr. J.W.M. ter Avest,PvdA
Gemeente Hof van Twente,Hof van Twente,Raadslid,24700,Dhr. R. Bergman,PvdA
Gemeente Hof van Twente,Hof van Twente,Raadslid,72827,Mw. P.W. Hilbrink-Dekker,PvdA
Gemeente Hof van Twente,Hof van Twente,Raadslid,119732,Dhr. J.C.H. Kalter,SP
Gemeente Hof van Twente,Hof van Twente,Raadslid,134975,Dhr. J.F. Stevens,SP
Gemeente Hof van Twente,Hof van Twente,Raadslid,125141,Dhr. J.B. Elbert,VVD
Gemeente Hof van Twente,Hof van Twente,Raadslid,119734,Dhr. T.W. Reijnders,VVD
Gemeente Hof van Twente,Hof van Twente,Raadslid,72829,Mw. E. te Riele-Ottenschot,VVD
Gemeente Hof van Twente,Hof van Twente,Raadslid,24706,Mw. G. Bruins-Veltkamp,VVD
Gemeente Hof van Twente,Hof van Twente,Secretaris,21507342,Dhr. D. Lacroix,
Gemeente Hof van Twente,Hof van Twente,Wethouder,125143,Dhr. H.J. Scholten,CDA
Gemeente Hof van Twente,Hof van Twente,Wethouder,84256,Dhr. P. van Zwanenburg,CDA
Gemeente Hof van Twente,Hof van Twente,Wethouder,125144,Dhr. W.J.H. Meulenkamp,VVD
Gemeente Den Helder,Den Helder,Burgemeester,70973,Dhr. K.F. Schuiling,VVD
Gemeente Den Helder,Den Helder,Fractievoorzitter,122706,Dhr. M.C. Wouters,Behoorlijk Bestuur
Gemeente Den Helder,Den Helder,Fractievoorzitter,132308,Dhr. G. Assorgia,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Fractievoorzitter,132259,Dhr. R. Slort,CDA
Gemeente Den Helder,Den Helder,Fractievoorzitter,122555,Mw. T. Biersteker,ChristenUnie
Gemeente Den Helder,Den Helder,Fractievoorzitter,135123,Dhr. J.P. Verhoef,D66
Gemeente Den Helder,Den Helder,Fractievoorzitter,127426,Dhr. M. Vermooten,Fractie Vermooten
Gemeente Den Helder,Den Helder,Fractievoorzitter,77882,Mw. C.J. Dol-Cremers,GroenLinks
Gemeente Den Helder,Den Helder,Fractievoorzitter,132261,Dhr. P. de Vrij,PvdA
Gemeente Den Helder,Den Helder,Fractievoorzitter,135124,Mw. R. Post,Sociaal Lokaal Den Helder
Gemeente Den Helder,Den Helder,Fractievoorzitter,123282,Dhr. P.R. Reenders,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Fractievoorzitter,131652,Mw. K. van Driesten,Vrije Socialisten
Gemeente Den Helder,Den Helder,Fractievoorzitter,134819,Dhr. J.K. Visser,VVD
Gemeente Den Helder,Den Helder,Locoburgemeester,128363,Dhr. P.J.R. Kos,Stadspartij
Gemeente Den Helder,Den Helder,Raadsgriffier,20254623,Dhr. mr. drs. M. Huisman,
Gemeente Den Helder,Den Helder,Raadslid,122709,Dhr. M.C. Wouters,Behoorlijk Bestuur
Gemeente Den Helder,Den Helder,Raadslid,132309,Dhr. G. Assorgia,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Raadslid,132310,Dhr. M.C.L. De Knijf,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Raadslid,132311,Dhr. P. Koopman,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Raadslid,132312,Mw. D.E. Pater,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Raadslid,132313,Mw. J.E. Vorstman-Gorter,Beter voor Den Helder
Gemeente Den Helder,Den Helder,Raadslid,123283,Dhr. C.M. Bazen,CDA
Gemeente Den Helder,Den Helder,Raadslid,122906,Dhr. R. Slort,CDA
Gemeente Den Helder,Den Helder,Raadslid,134820,Mw. J.F. Schrijver,CDA
Gemeente Den Helder,Den Helder,Raadslid,122786,Mw. S.H.M. Houtveen,CDA
Gemeente Den Helder,Den Helder,Raadslid,122558,Mw. T. Biersteker,ChristenUnie
Gemeente Den Helder,Den Helder,Raadslid,134821,Dhr. C.J. Papo,D66
Gemeente Den Helder,Den Helder,Raadslid,75877,Dhr. F.C. Klut,D66
Gemeente Den Helder,Den Helder,Raadslid,131897,Dhr. J.P. Verhoef,D66
Gemeente Den Helder,Den Helder,Raadslid,132283,Dhr. R. van  Deutekom,D66
Gemeente Den Helder,Den Helder,Raadslid,127427,Dhr. M. Vermooten,Fractie Vermooten
Gemeente Den Helder,Den Helder,Raadslid,75879,Mw. C.J. Dol-Cremers,GroenLinks
Gemeente Den Helder,Den Helder,Raadslid,132272,Dhr. A.J. Pruiksma,PvdA
Gemeente Den Helder,Den Helder,Raadslid,122897,Dhr. P. de Vrij,PvdA
Gemeente Den Helder,Den Helder,Raadslid,135125,Mw. R. Post,Sociaal Lokaal Den Helder
Gemeente Den Helder,Den Helder,Raadslid,123285,Dhr. D.S. Salverda,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,122711,Dhr. H. Nuninga,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,123287,Dhr. H. van  Dongen,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,122713,Dhr. M.W.B. Karhof,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,122787,Dhr. N. van Delft,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,77895,Dhr. P.R. Reenders,Stadspartij Den Helder
Gemeente Den Helder,Den Helder,Raadslid,131653,Mw. K. van Driesten,Vrije Socialisten
Gemeente Den Helder,Den Helder,Raadslid,122715,Dhr. J. Klopstra,VVD
Gemeente Den Helder,Den Helder,Raadslid,128367,Dhr. J.K. Visser,VVD
Gemeente Den Helder,Den Helder,Raadslid,132273,Mw. A. Hogendoorn,VVD
Gemeente Den Helder,Den Helder,Raadslid,122716,Mw. J. Kostelijk-Schoon,VVD
Gemeente Den Helder,Den Helder,Secretaris,21272879,Dhr. R.M. Reus,
Gemeente Den Helder,Den Helder,Wethouder,132230,Dhr. E.M. Krijns,CDA
Gemeente Den Helder,Den Helder,Wethouder,132231,Dhr. L. Kuipers,D66
Gemeente Den Helder,Den Helder,Wethouder,132232,Mw. F.F. van der Paard,PvdA
Gemeente Den Helder,Den Helder,Wethouder,127836,Dhr. P.J.R. Kos,Stadspartij
Gemeente Den Helder,Den Helder,Wethouder,132233,Dhr. B.O.B. Haitsma,VVD
Gemeente Brunssum,Brunssum,Burgemeester,115116,Dhr. L.M.C. Winants,CDA
Gemeente Brunssum,Brunssum,Fractievoorzitter,125798,Dhr. G.M.E. Gerards,BCD
Gemeente Brunssum,Brunssum,Fractievoorzitter,125799,Dhr. M.M.J. Gordijn,CDA
Gemeente Brunssum,Brunssum,Fractievoorzitter,134123,Dhr. J.L.W. van Dijk,VVD
Gemeente Brunssum,Brunssum,Fractievoorzitter,129232,Dhr. drs. H.J.S.M. Broers,PvdA
Gemeente Brunssum,Brunssum,Fractievoorzitter,125970,Mw. K.E. Coenen,SP
Gemeente Brunssum,Brunssum,Fractievoorzitter,125969,Dhr. S.J.H. L'Espoir,PAK
Gemeente Brunssum,Brunssum,Fractievoorzitter,106907,Dhr. R.P.L. Dautzenberg,Lijst Borger
Gemeente Brunssum,Brunssum,Locoburgemeester,22664145,Dhr. mr. J.M.H. Palmen,BBB Lijst Palmen
Gemeente Brunssum,Brunssum,Raadsgriffier,20254560,Dhr. P. Peeters,
Gemeente Brunssum,Brunssum,Raadslid,134124,Dhr. mr. R.J.A. Claessen,BBB Lijst Palmen
Gemeente Brunssum,Brunssum,Raadslid,125804,Dhr. G.M.E. Gerards,BCD
Gemeente Brunssum,Brunssum,Raadslid,125806,Mw. M.E.J. Baten Baten-Werink,Lijst Borger
