gemeente_naam,gemeente_afkorting,functie_naam,medewerker_id,medewerker,medewerker_partij
Gemeente Meppel,Meppel,Burgemeester,134414,Dhr. R.T.A. Korteland,VVD
Gemeente Meppel,Meppel,Fractievoorzitter,127993,Mw. S. Wolvekamp-Bloemert,CDA
Gemeente Meppel,Meppel,Fractievoorzitter,127994,Dhr. L. Kunnen,ChristenUnie
Gemeente Meppel,Meppel,Fractievoorzitter,85638,Dhr. V. Veldhorst,D66
Gemeente Meppel,Meppel,Fractievoorzitter,131310,Mw. P. van Eerden-Hein,GroenLinks
Gemeente Meppel,Meppel,Fractievoorzitter,135441,Dhr. F. Hummel,PvdA
Gemeente Meppel,Meppel,Fractievoorzitter,121001,Dhr. X. Topma,SP
Gemeente Meppel,Meppel,Fractievoorzitter,135442,Mw. E. Bakkenes-Van Hese,Sterk Meppel
Gemeente Meppel,Meppel,Fractievoorzitter,127995,Dhr. drs. F.J. Perquin,VVD
Gemeente Meppel,Meppel,Locoburgemeester,129368,Dhr. R.P. Koning,VVD
Gemeente Meppel,Meppel,Raadsgriffier,20274285,Dhr. drs. G.J. Fokkema,
Gemeente Meppel,Meppel,Raadslid,120667,Dhr. ing. E. Knorren,CDA
Gemeente Meppel,Meppel,Raadslid,120668,Dhr. J. van der Woerdt,CDA
Gemeente Meppel,Meppel,Raadslid,117455,Mw. S. Wolvekamp-Bloemert,CDA
Gemeente Meppel,Meppel,Raadslid,121225,Dhr. L. Kunnen,ChristenUnie
Gemeente Meppel,Meppel,Raadslid,126497,Mw. I. Booij-van Wijk,ChristenUnie
Gemeente Meppel,Meppel,Raadslid,130191,Dhr. ir. N. Dubbelboer,D66
Gemeente Meppel,Meppel,Raadslid,85648,Dhr. V. Veldhorst,D66
Gemeente Meppel,Meppel,Raadslid,131311,Mw. P. van Eerden-Hein,GroenLinks
Gemeente Meppel,Meppel,Raadslid,121004,Dhr. F. Hummel,PvdA
Gemeente Meppel,Meppel,Raadslid,96402,Dhr. F. Schipper,PvdA
Gemeente Meppel,Meppel,Raadslid,131633,Dhr. H. Boersma,PvdA
Gemeente Meppel,Meppel,Raadslid,121006,Mw. G.L.M. Veld-Fonk,PvdA
Gemeente Meppel,Meppel,Raadslid,121007,Dhr. X. Topma,SP
Gemeente Meppel,Meppel,Raadslid,130192,Mw. E. Schut,SP
Gemeente Meppel,Meppel,Raadslid,134967,Dhr. E. Annen,Sterk Meppel
Gemeente Meppel,Meppel,Raadslid,85654,Dhr. F. Venema,Sterk Meppel
Gemeente Meppel,Meppel,Raadslid,130193,Dhr. H.B.J. Schoemaker,Sterk Meppel
Gemeente Meppel,Meppel,Raadslid,85657,Dhr. P. de Vries,Sterk Meppel
Gemeente Meppel,Meppel,Raadslid,85658,Mw. E. Bakkenes-Van Hese,Sterk Meppel
Gemeente Meppel,Meppel,Raadslid,87680,Dhr. drs. F.J. Perquin,VVD
Gemeente Meppel,Meppel,Raadslid,135443,Dhr. R. van Ulzen,VVD
Gemeente Meppel,Meppel,Raadslid,120670,Mw. A. Udinga,VVD
Gemeente Meppel,Meppel,Raadslid,85662,Mw. M.S. Grotens-Pleyte,VVD
Gemeente Meppel,Meppel,Secretaris,20274317,Mw. I.A. Schulting,
Gemeente Meppel,Meppel,Wethouder,125165,Dhr. H.G. ten Hulscher,CDA
Gemeente Meppel,Meppel,Wethouder,125166,Dhr. G. Stam,ChristenUnie
Gemeente Meppel,Meppel,Wethouder,125167,Dhr. J. de Vos,PvdA
Gemeente Meppel,Meppel,Wethouder,125168,Dhr. R.P. Koning,VVD
Gemeente Bergen NH,Bergen NH,Burgemeester,99260,Mw. drs. H. Hafkamp,GroenLinks
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,129388,Mw. F.C. Braak-van Kasteel,GroenLinks
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126472,Dhr. D. Zwart,CDA
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126474,Dhr. C. van Leijen,Gemeentebelangen BES
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126473,Dhr. J.A. Snijder,D66
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126476,Mw. J.L. Luttik-Swart,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126478,Dhr. C. Roem,VVD
Gemeente Bergen NH,Bergen NH,Fractievoorzitter,126477,Dhr. A.H. van der Leij,PvdA
Gemeente Bergen NH,Bergen NH,Locoburgemeester,20636415,Dhr. J. Mesu,CDA
Gemeente Bergen NH,Bergen NH,Raadsgriffier,21087941,Dhr. S.G.W.M. Heerdink,
Gemeente Bergen NH,Bergen NH,Raadslid,84450,Mw. A.M.W. Paping,VVD
Gemeente Bergen NH,Bergen NH,Raadslid,129389,Mw. S.C. Groen-Bruschke,GroenLinks
Gemeente Bergen NH,Bergen NH,Raadslid,89202,Dhr. F.D. Zeiler,Gemeentebelangen BES
Gemeente Bergen NH,Bergen NH,Raadslid,112887,Dhr. D. Zwart,CDA
Gemeente Bergen NH,Bergen NH,Raadslid,130042,Mw. C.M. Glas-de Raadt,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,133696,Dhr. J.J.H. Swart,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,41098,Dhr. J.A.M. Haring,Gemeentebelangen BES
Gemeente Bergen NH,Bergen NH,Raadslid,120848,Mw. W.A.T. Grooteman,CDA
Gemeente Bergen NH,Bergen NH,Raadslid,126480,Dhr. P.K.H.M.M. Ooijevaar,CDA
Gemeente Bergen NH,Bergen NH,Raadslid,120850,Dhr. M.S. Wals,D66
Gemeente Bergen NH,Bergen NH,Raadslid,126481,Dhr. A.H. van der Leij,PvdA
Gemeente Bergen NH,Bergen NH,Raadslid,120849,Dhr. J.M. Halff,D66
Gemeente Bergen NH,Bergen NH,Raadslid,41108,Mw. K. Kindt,PvdA
Gemeente Bergen NH,Bergen NH,Raadslid,130771,Mw. F.M. OuÃ«ndag,GroenLinks
Gemeente Bergen NH,Bergen NH,Raadslid,120854,Dhr. L.J. Damink,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,41111,Dhr. J.J.A.S. Houtenbos,VVD
Gemeente Bergen NH,Bergen NH,Raadslid,120856,Dhr. R.J. Karels,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,120855,Dhr. M.J. Smook,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,120858,Mw. J.L. Luttik-Swart,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Raadslid,120859,Dhr. C. Roem,VVD
Gemeente Bergen NH,Bergen NH,Raadslid,84443,Dhr. J.A. Snijder,D66
Gemeente Bergen NH,Bergen NH,Raadslid,84446,Mw. F.C. Braak-van Kasteel,GroenLinks
Gemeente Bergen NH,Bergen NH,Raadslid,84445,Dhr. C. van Leijen,Gemeentebelangen BES
Gemeente Bergen NH,Bergen NH,Secretaris,20745286,Dhr. M.N. Schroor,
Gemeente Bergen NH,Bergen NH,Wethouder,20636448,Dhr. J. Mesu,CDA
Gemeente Bergen NH,Bergen NH,Wethouder,126355,Dhr. A.P. van Huissteden,PvdA
Gemeente Bergen NH,Bergen NH,Wethouder,135283,Dhr. H.J. Snabilie,KIES Lokaal
Gemeente Bergen NH,Bergen NH,Wethouder,126596,Mw. O. Rasch,D66
Gemeente Nissewaard,Nissewaard,Burgemeester,132573,Mw. M. Salet,PvdA
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130492,Dhr. B. Overgaauw,CDA
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130493,Dhr. B.J. Tebrugge,ChristenUnie/SGP
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130494,Mw. E.J. Slachter,D66
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,135149,Mw. M.L. Sliwinski,Forza! Nissewaard
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130496,Dhr. S. van der Weg,LOB
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,135237,Dhr. C.A. Hottentot,Nissewaard Lokaal
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130497,Dhr. J. van Dijk,ONS
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130498,Dhr. W. Struijk,PvdA
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,135255,Dhr. F.J. Mellink,SP
Gemeente Nissewaard,Nissewaard,Fractievoorzitter,130793,Dhr. E.H.A. Geurts,VVD
Gemeente Nissewaard,Nissewaard,Locoburgemeester,130421,Dhr. C.J. Dijkman,ONS
Gemeente Nissewaard,Nissewaard,Raadsgriffier,20274154,Dhr. mr. S.J.M. Mackaij,
Gemeente Nissewaard,Nissewaard,Raadslid,130134,Dhr. B. Overgaauw,CDA
Gemeente Nissewaard,Nissewaard,Raadslid,130135,Dhr. D. Klok,CDA
Gemeente Nissewaard,Nissewaard,Raadslid,130136,Dhr. K. Ramlal,CDA
Gemeente Nissewaard,Nissewaard,Raadslid,130425,Dhr. B.J. Tebrugge,ChristenUnie/SGP
Gemeente Nissewaard,Nissewaard,Raadslid,130426,Dhr. J. Vroombout,ChristenUnie/SGP
Gemeente Nissewaard,Nissewaard,Raadslid,135239,Dhr. D.S. Wiering,D66
Gemeente Nissewaard,Nissewaard,Raadslid,130140,Mw. E.J. Slachter,D66
Gemeente Nissewaard,Nissewaard,Raadslid,135150,Mw. M.L. Sliwinski,Forza! Nissewaard
Gemeente Nissewaard,Nissewaard,Raadslid,130144,Dhr. S. van der Weg,LOB
Gemeente Nissewaard,Nissewaard,Raadslid,130145,Mw. N. Gort-Stolk,LOB
Gemeente Nissewaard,Nissewaard,Raadslid,135240,Dhr. C.A. Hottentot,Nissewaard Lokaal
Gemeente Nissewaard,Nissewaard,Raadslid,135241,Dhr. T. den Daas,Nissewaard Lokaal
Gemeente Nissewaard,Nissewaard,Raadslid,130146,Dhr. D.J. Tholen,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,132173,Dhr. G. Muller,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130148,Dhr. J. Postma,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130149,Dhr. J. van Dijk,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130151,Dhr. L. Soeterboek,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130152,Dhr. M. Bosma,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130153,Dhr. M. Polder,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130154,Dhr. P.C. de Vos,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130155,Dhr. W.L. Tijl,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,132185,Mw. B. Verwijs-Weerensteijn,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130156,Mw. drs. M.C. Lewis,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130157,Mw. J. Eshuis-Broekzitter,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130158,Mw. N. Vonk Noordegraaf-van Dijk,ONS
Gemeente Nissewaard,Nissewaard,Raadslid,130159,Dhr. A. Struijk,PvdA
Gemeente Nissewaard,Nissewaard,Raadslid,130161,Dhr. P. Versluis,PvdA
Gemeente Nissewaard,Nissewaard,Raadslid,130829,Dhr. R. Harmsen,PvdA
Gemeente Nissewaard,Nissewaard,Raadslid,130162,Dhr. W. Struijk,PvdA
Gemeente Nissewaard,Nissewaard,Raadslid,130163,Mw. D. Kieboom,PvdA
Gemeente Nissewaard,Nissewaard,Raadslid,130164,Dhr. F. Hulst,SP
Gemeente Nissewaard,Nissewaard,Raadslid,135256,Dhr. F.J. Mellink,SP
Gemeente Nissewaard,Nissewaard,Raadslid,130768,Mw. R. Corzilius,SP
Gemeente Nissewaard,Nissewaard,Raadslid,130168,Dhr. E.H.A. Geurts,VVD
Gemeente Nissewaard,Nissewaard,Raadslid,130169,Dhr. G.C.A. Kabbedijk,VVD
Gemeente Nissewaard,Nissewaard,Raadslid,132174,Dhr. I.S. Bal,VVD
Gemeente Nissewaard,Nissewaard,Raadslid,135412,Mw. A.M. Twisker-Pijnacker,VVD
Gemeente Nissewaard,Nissewaard,Secretaris,20274200,Dhr. M.L.M. Weerts,
Gemeente Nissewaard,Nissewaard,Wethouder,129929,Dhr. D. van der Schaaf,CDA
Gemeente Nissewaard,Nissewaard,Wethouder,129945,Dhr. C.J. Dijkman,ONS
Gemeente Nissewaard,Nissewaard,Wethouder,129946,Dhr. J.W. Mijnans,ONS
Gemeente Nissewaard,Nissewaard,Wethouder,129947,Dhr. M. Hamerslag,ONS
Gemeente Nissewaard,Nissewaard,Wethouder,22451535,Dhr. H. de Graad,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Burgemeester,133525,Dhr. mr. R.S. Cazemier,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,20802718,Dhr. A.H. van Dorp,ChristenUnie
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,130044,Dhr. J.R. Dekker,CDA
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,130046,Dhr. A. Bening,D66
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,130048,Dhr. A. Struijs,Pro Krimpenerwaard
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,130050,Dhr. J.W. van der Ham,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,130051,Dhr. W.J. Schoof,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,131027,Dhr. P. Heerens,Gemeente Belang Schoonhoven
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,135131,Mw. M.A.C. Willems,PvdA
Gemeente Krimpenerwaard,Krimpenerwaard,Fractievoorzitter,135132,Dhr. R.H. van der Wilt,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadsgriffier,20274083,Dhr. drs. K.E. Driehuijs,
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,21870140,Dhr. G.P. Zuijderwijk,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130054,Dhr. J.R. Dekker,CDA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,132871,Dhr. R.H. van der Wilt,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130055,Dhr. A.H. van Dorp,ChristenUnie
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130058,Mw. E.J. Jaspers,D66
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130057,Dhr. A. Bening,D66
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130061,Dhr. A. Struijs,Pro Krimpenerwaard
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130064,Mw. M.A.C. Willems,PvdA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130063,Mw. G.J. Goudriaan-de Vries,PvdA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130066,Dhr. D.C. Koelewijn,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130065,Dhr. A. van der Wende,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130068,Dhr. J. Verburg,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130067,Dhr. H.W. Wassink,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130070,Dhr. B. Schamper,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130069,Dhr. J.W. van der Ham,SGP
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130325,Dhr. G.J.W. Hamel,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130071,Dhr. P.J.S. van der Hek,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130073,Dhr. W.J. Schoof,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130075,Mw. M. Verduijn-van Houwelingen,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130625,Dhr. Y. van Dortmont,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,20802742,Dhr. G. Both,ChristenUnie
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130382,Dhr. F.J.J. Mone,CDA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130384,Dhr. K. Larooij,CDA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130383,Dhr. J.H. Verkerk,CDA
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130386,Mw. N.E. van Zijl-Vuijk,ChristenUnie
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,131028,Dhr. P. Heerens,Gemeente Belang Schoonhoven
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130387,Dhr. M.J. van Kersbergen,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,131029,Mw. A. van Buren-van der Heiden,Gemeente Belang Schoonhoven
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130008,Dhr. J.C. de Keuning,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130010,Dhr. W. Pannekoek,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,130009,Dhr. L.A. de Wit,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Raadslid,135133,Dhr. C. van der Graaf,PvdA
Gemeente Krimpenerwaard,Krimpenerwaard,Secretaris,20274123,Mw. mr. M. Plantinga-Leenders,
Gemeente Krimpenerwaard,Krimpenerwaard,Wethouder,129938,Mw. M.G. Boere-Schoonderwoerd,VVD
Gemeente Krimpenerwaard,Krimpenerwaard,Wethouder,133866,Mw. L. Sleeuwenhoek-de Jong,VGBK
Gemeente Krimpenerwaard,Krimpenerwaard,Wethouder,129934,Dhr. J. Vente,ChristenUnie
Gemeente Krimpenerwaard,Krimpenerwaard,Wethouder,129936,Dhr. J.P. Neven,SGP
Gemeente Weert,Weert,Burgemeester,110964,Dhr. A.A.M.M. Heijmans,D66
Gemeente Weert,Weert,Fractievoorzitter,122604,Dhr. H. Stals,CDA
Gemeente Weert,Weert,Fractievoorzitter,122605,Mw. M.M.C.F. Stokbroeks,D66
Gemeente Weert,Weert,Fractievoorzitter,135533,Dhr. ing. R.L.A.T. Zincken,Juist495
Gemeente Weert,Weert,Fractievoorzitter,122606,Mw. mr. F. Kadra,PvdA
Gemeente Weert,Weert,Fractievoorzitter,122607,Dhr. J.W.J. Goubet,SP
Gemeente Weert,Weert,Fractievoorzitter,122608,Dhr. G.J. van Buuren,VVD
Gemeente Weert,Weert,Fractievoorzitter,122609,Dhr. L.C.G. Kusters,Weert Lokaal
Gemeente Weert,Weert,Locoburgemeester,135534,Dhr. A.F. van Eersel,VVD
Gemeente Weert,Weert,Raadsgriffier,20274025,Mw. mr. M.H.R.M. Wolfs-Corten,
Gemeente Weert,Weert,Raadslid,122611,Dhr. H. Stals,CDA
Gemeente Weert,Weert,Raadslid,135535,Dhr. H.L. Stribos,CDA
Gemeente Weert,Weert,Raadslid,134647,Dhr. J. Heesakkers,CDA
Gemeente Weert,Weert,Raadslid,122612,Dhr. J.M. Nouwen,CDA
Gemeente Weert,Weert,Raadslid,122613,Dhr. P.J.H. Sijben,CDA
Gemeente Weert,Weert,Raadslid,125537,Mw. T.E.C. Geelen MSc.,CDA
Gemeente Weert,Weert,Raadslid,122615,Dhr. F.B.C. Werps,D66
Gemeente Weert,Weert,Raadslid,122616,Dhr. J.H.F. Vossen,D66
Gemeente Weert,Weert,Raadslid,122617,Mw. M.M.C.F. Stokbroeks,D66
Gemeente Weert,Weert,Raadslid,135536,Dhr. ing. R.L.A.T. Zincken,Juist495
Gemeente Weert,Weert,Raadslid,122618,Mw. M. ZaÃ¢boul,PvdA
Gemeente Weert,Weert,Raadslid,122619,Mw. mr. F. Kadra,PvdA
Gemeente Weert,Weert,Raadslid,122620,Dhr. B. Peterse,SP
Gemeente Weert,Weert,Raadslid,122621,Dhr. J.W.J. Goubet,SP
Gemeente Weert,Weert,Raadslid,122623,Mw. H.C.M. Duijsters,SP
Gemeente Weert,Weert,Raadslid,131228,Mw. M.E.H. Geboers,SP
Gemeente Weert,Weert,Raadslid,135759,Dhr. drs. T.J.J. van Gemert,VVD
Gemeente Weert,Weert,Raadslid,93578,Dhr. G.J. van Buuren,VVD
Gemeente Weert,Weert,Raadslid,122527,Dhr. J.M. Cardinaal,VVD
Gemeente Weert,Weert,Raadslid,122626,Mw. drs. W.P.J. van Eijk,VVD
Gemeente Weert,Weert,Raadslid,122628,Dhr. F. YÃ¼cel,Weert Lokaal
Gemeente Weert,Weert,Raadslid,135760,Dhr. H. Heesakkers,Weert Lokaal
Gemeente Weert,Weert,Raadslid,122630,Dhr. L.C.G. Kusters,Weert Lokaal
Gemeente Weert,Weert,Raadslid,122632,Dhr. P.A.M. KÃ¼sters,Weert Lokaal
Gemeente Weert,Weert,Raadslid,126793,Dhr. P.J.R.L. Verheggen,Weert Lokaal
Gemeente Weert,Weert,Raadslid,126794,Mw. C.J.C. Jacobs-Verstappen,Weert Lokaal
Gemeente Weert,Weert,Raadslid,135618,Mw. M.A. Engelen-Wijen,Weert Lokaal
Gemeente Weert,Weert,Raadslid,122634,Mw. S.A.M. Winters,Weert Lokaal
Gemeente Weert,Weert,Wethouder,126795,Dhr. drs. P.P.H. Sterk,SP
Gemeente Weert,Weert,Wethouder,117566,Dhr. A.F. van Eersel,VVD
Gemeente Weert,Weert,Wethouder,126796,Dhr. drs. G.J.W. GabriÃ«ls,Weert Lokaal
Gemeente Weert,Weert,Wethouder,135537,Dhr. M.J. van den Heuvel MSc,Weert Lokaal
Gemeente Brummen,Brummen,Burgemeester,130660,Dhr. A.J. van Hedel,VVD
Gemeente Brummen,Brummen,Fractievoorzitter,133352,Dhr. F.L.J. Bruning,IPV
Gemeente Brummen,Brummen,Fractievoorzitter,123260,Dhr. H.J. Raben,D66
Gemeente Brummen,Brummen,Fractievoorzitter,132154,Dhr. G.S.W. te Bokkel,CDA
Gemeente Brummen,Brummen,Fractievoorzitter,123262,Mw. C.E. Sjerps,PvdA
Gemeente Brummen,Brummen,Fractievoorzitter,123966,Dhr. M. Douma,Lokaal Belang
Gemeente Brummen,Brummen,Fractievoorzitter,20273954,Mw. G.H. Jolink,VVD
Gemeente Brummen,Brummen,Locoburgemeester,127424,Dhr. E.M. van Ooijen,PvdA
Gemeente Brummen,Brummen,Raadsgriffier,20273965,Mw. A.P. Leenstra,
Gemeente Brummen,Brummen,Raadslid,131498,Dhr. K. Verver,VVD
Gemeente Brummen,Brummen,Raadslid,20273990,Mw. C.J. Wijnhoven-Kleihorst,VVD
Gemeente Brummen,Brummen,Raadslid,84922,Dhr. G.J. Scholten,VVD
Gemeente Brummen,Brummen,Raadslid,123264,Dhr. G.S.W. te Bokkel,CDA
Gemeente Brummen,Brummen,Raadslid,123266,Dhr. H.J. Raben,D66
Gemeente Brummen,Brummen,Raadslid,123265,Mw. G.J. Ypma-Liefers,CDA
Gemeente Brummen,Brummen,Raadslid,123268,Dhr. F.L.J. Bruning,IPV
Gemeente Brummen,Brummen,Raadslid,123267,Mw. H. Berends van Loenen-Verster,D66
Gemeente Brummen,Brummen,Raadslid,123270,Dhr. M. Douma,Lokaal Belang
Gemeente Brummen,Brummen,Raadslid,123272,Mw. G.M. Wartena,Lokaal Belang
Gemeente Brummen,Brummen,Raadslid,123271,Dhr. M.A. Mennink,Lokaal Belang
Gemeente Brummen,Brummen,Raadslid,80647,Dhr. G.J. Wentink,CDA
Gemeente Brummen,Brummen,Raadslid,123274,Mw. C.E. Sjerps,PvdA
Gemeente Brummen,Brummen,Raadslid,123273,Dhr. G.J. Alberts,PvdA
Gemeente Brummen,Brummen,Raadslid,123276,Dhr. P.J.Q. Steinweg,VVD
Gemeente Brummen,Brummen,Raadslid,80651,Dhr. J.W. de Jonge,IPV
Gemeente Brummen,Brummen,Raadslid,123277,Mw. G.H. Jolink,VVD
Gemeente Brummen,Brummen,Raadslid,80656,Dhr. I. TunÃ§,PvdA
Gemeente Brummen,Brummen,Raadslid,80659,Mw. M. Jeronimus-Kok,PvdA
Gemeente Brummen,Brummen,Secretaris,20273999,Dhr. M. Klos,
Gemeente Brummen,Brummen,Wethouder,123969,Dhr. E.M. van Ooijen,PvdA
Gemeente Brummen,Brummen,Wethouder,123763,Dhr. L. Tuiten,Lokaal Belang
Gemeente Brummen,Brummen,Wethouder,135735,Mw. J. Pierik-van der Snel,CDA
Gemeente Maasdriel,Maasdriel,Burgemeester,129587,Dhr. H. van Kooten,SGP
Gemeente Maasdriel,Maasdriel,Fractievoorzitter,120728,Mw. B.M.A. Laheij,CDA
Gemeente Maasdriel,Maasdriel,Fractievoorzitter,120729,Dhr. C. van Drunen,GroenLinks
Gemeente Maasdriel,Maasdriel,Fractievoorzitter,127433,Dhr. J.J.T.M. Leijdekkers,PvdA
Gemeente Maasdriel,Maasdriel,Fractievoorzitter,113032,Dhr. A.C.G. de Leeuw,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Fractievoorzitter,111183,Dhr. A.A.W.M. van Rooij,VVD
Gemeente Maasdriel,Maasdriel,Locoburgemeester,127431,Dhr. G.P. van den Anker,CDA
Gemeente Maasdriel,Maasdriel,Raadsgriffier,20273899,Mw. drs. H.P. van Ommeren,
Gemeente Maasdriel,Maasdriel,Raadslid,120730,Dhr. A.L. van Doorn,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,124900,Dhr. L.H.M. van Doremaele,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,80066,Dhr. M.J. Robbemondt,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,80067,Dhr. P.A. de Vries,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,80068,Dhr. P.J.T.W. van Boxtel,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,120731,Dhr. Q.A van Dijk,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,80070,Mw. B.M.A. Laheij,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,120732,Mw. G.A.E.J de Groot-van Alem,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,124901,Mw. H.W.M. Verhoeven-Merks,CDA
Gemeente Maasdriel,Maasdriel,Raadslid,120733,Dhr. C. van Drunen,GroenLinks
Gemeente Maasdriel,Maasdriel,Raadslid,120734,Dhr. J.J.T.M. Leijdekkers,PvdA
Gemeente Maasdriel,Maasdriel,Raadslid,88535,Dhr. A.C.G. de Leeuw,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,118133,Dhr. A.J.L. Nettenbreijers,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,120735,Dhr. C.L.B. Steenbekkers,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,120736,Dhr. E.H.C. van Hoften,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,120737,Dhr. G.H.A. van Hooft,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,120738,Mw. A.J.H. Cuppers-Nendels,Samen Sterk Maasdriel
Gemeente Maasdriel,Maasdriel,Raadslid,81401,Dhr. A.A.W.M. van Rooij,VVD
Gemeente Maasdriel,Maasdriel,Raadslid,98396,Dhr. A.L. van Doorn,VVD
Gemeente Maasdriel,Maasdriel,Secretaris,20273927,Dhr. mr. ing. A.P.J.M. de Jong,
Gemeente Maasdriel,Maasdriel,Wethouder,124902,Dhr. G.P. van den Anker,CDA
Gemeente Maasdriel,Maasdriel,Wethouder,20273936,Mw. A. SÃrensen,CDA
