id,title,first_name,last_name,suffix,party,municipality,role
131916,Dhr.,C.C.,Honcoop,,ChristenUnie,Gemeente Waalwijk,Raadslid
20714350,Dhr.,J.,Ooms,,VVD,Gemeente Zuidplas,Raadslid
124945,Dhr.,F.G.,Simons,,OPH,Gemeente Heerlen,Raadslid
125544,Dhr.,J.Y.H.,de Haas,,Gemeentebelangen,Gemeente Westerveld,Raadslid
120076,Dhr.,P.,Stienstra,,D66,Gemeente Delft,Raadslid
126082,Dhr.,G.J.F.,van Broekhoven,,VPD (Volkspartij Dongen),Gemeente Dongen,Raadslid
121023,Dhr.,F.,Peters,,Pro Hengelo,Gemeente Hengelo Ov.,Raadslid
95554,Dhr.,C.W.,Kraanen,,VVD,Gemeente Amersfoort,Raadslid
121864,Dhr.,T.C.,Zuurmond,,PvdA,Gemeente Teylingen,Raadslid
113884,Dhr.,C.D.,Petermann,,RPN,Gemeente Heerlen,Raadslid
118766,Dhr.,A.R.,Leijendekker,,ChristenUnie,Gemeente Heerenveen,Raadslid
83164,Dhr.,L.F.J.P.,Clemens,,CDA,Gemeente Bergeijk,Raadslid
124727,Dhr. drs.,A.A.,de Boer,,GroenLinks,Gemeente De Bilt,Raadslid
89157,Dhr.,D.,van Willegen,,CDA,Gemeente Aalsmeer,Raadslid
79186,Dhr.,G.R.,van Leeuwen,,SGP,Gemeente Neder-Betuwe,Raadslid
124816,Mw.,C.,Huisman,,CDA,Gemeente Westland,Raadslid
131051,Dhr.,F.J.,van Swieten,,Trilokaal,Gemeente Teylingen,Raadslid
120511,Mw. drs.,B.L.,van Benthem Jutting,,D66,Gemeente Eindhoven,Raadslid
124239,Mw.,T,Wanders,,SP,Gemeente Stadskanaal,Raadslid
73583,Dhr.,J.J.A.,Hofman,,Veldhoven Samen Anders,Gemeente Veldhoven,Raadslid
126231,Mw.,M.C.T.M.,Verheijen,,PvdA,Gemeente Someren,Raadslid
121255,Dhr.,J.P.,de Vos,,D66,Gemeente Oldambt,Raadslid
120869,Dhr.,F.W.,van Dijk,,VVD,Gemeente Zevenaar,Raadslid
119901,Mw.,Y.,Ledoux,,D66,Gemeente Zeist,Raadslid
97506,Dhr.,G.H.G.,Willems,,VVD,Gemeente Eijsden-Margraten,Raadslid
75754,Dhr. drs.,A.C.J.,Flapper,,VVD,Gemeente Son en Breugel,Raadslid
73569,Dhr.,P.A.C.M.,Bijnen,,Gemeente Belangen Veldhoven,Gemeente Veldhoven,Raadslid
126374,Dhr.,J.G.C.,van Noort,,PvdA,Gemeente Wassenaar,Raadslid
120327,Dhr.,E.,de Zeeuw,,GroenLinks,Gemeente Heemstede,Raadslid
131887,Mw.,W.A.,Scheepsma,,GroenLinks,Gemeente Tytsjerksteradiel,Raadslid
124793,Dhr.,J.H.G.,van der Cruijsen,,Sint Anthonis Nu,Gemeente Sint Anthonis,Raadslid
89276,Dhr.,F.J.,Prins,,GroenLinks,Gemeente Amersfoort,Raadslid
120339,Mw. drs.,C.M.P.,Gielis,,Veldhoven Samen Anders,Gemeente Veldhoven,Raadslid
73724,Mw.,K.F.,Norbruis,,GroenLinks,Gemeente Delft,Raadslid
132210,Dhr.,P.C.J.,Collignon,,De Lokale Partij,Gemeente Nijkerk,Raadslid
131144,Dhr.,A.G.,Baars,,SP,Gemeente Sittard-Geleen,Raadslid
123757,Dhr.,M.J.M.,De Loo,,GroenLinks,Gemeente Sittard-Geleen,Raadslid
80924,Dhr.,M.H.G.,Huijveneers,,GOB,Gemeente Sittard-Geleen,Raadslid
123753,Mw.,A.J.C.,Fredrix-Pilon,,DNA,Gemeente Sittard-Geleen,Raadslid
80918,Dhr.,J.H.W.,K&ouml;hlen,,CDA,Gemeente Sittard-Geleen,Raadslid
21859715,Mw.,M.C.M.H.,Zuiverloon-Schumans,,CDA,Gemeente Sittard-Geleen,Raadslid
81138,Dhr.,J.A.G.,Peeters,,PvdA,Gemeente Sittard-Geleen,Raadslid
123751,Dhr.,P.T.H.M.,Henssen,,CDA,Gemeente Sittard-Geleen,Raadslid
124604,Dhr.,R.J.A.G.,Vernhout,,D66,Gemeente Sittard-Geleen,Raadslid
81131,Mw.,F.M.M.U.,Wijnen-Kivit,,CDA,Gemeente Sittard-Geleen,Raadslid
123750,Dhr.,J.E.E.A.,Schlossels,,CDA,Gemeente Sittard-Geleen,Raadslid
123758,Dhr.,J.J.,Renet,,SPA,Gemeente Sittard-Geleen,Raadslid
80917,Dhr.,A.L.W.G.,Houtakkers,,CDA,Gemeente Sittard-Geleen,Raadslid
81136,Mw.,K.,Schmitz,,GroenLinks,Gemeente Sittard-Geleen,Raadslid
134162,Mw.,J.T.,Moltmaker-Brinkhuizen,,Lokaal Belang,Gemeente Sittard-Geleen,Raadslid
80928,Dhr.,F.M.J.,Benders,,GroenLinks,Gemeente Sittard-Geleen,Raadslid
22631134,Dhr.,H.F.L.L.,Vroomen,,GOB,Gemeente Sittard-Geleen,Raadslid
80921,Dhr.,W.M.M.P.,Clerx,,CDA,Gemeente Sittard-Geleen,Raadslid
123760,Dhr.,I.A.M.H.,Tillie,,SP,Gemeente Sittard-Geleen,Raadslid
80926,Dhr.,W.G.M.,Kremer,,GOB,Gemeente Sittard-Geleen,Raadslid
123761,Dhr.,M.A.T.,Hayen,,SP,Gemeente Sittard-Geleen,Raadslid
81454,Dhr.,F.H.B.,Haenen,,CDA,Gemeente Tytsjerksteradiel,Raadslid
133581,Dhr.,W.M.C.J.,Hornman,,D66,Gemeente Veldhoven,Raadslid
131491,Dhr.,M.A.,Koomen,,CDA,Gemeente Drechterland,Raadslid
78306,Mw.,E.C.,ter Haar-Naafs,,Burgerforum,Gemeente Losser,Raadslid
123001,Dhr.,P.W.,Hirdes,,Lokale Partij Vlissingen,Gemeente Vlissingen,Raadslid
120991,Dhr.,J.B.J.M.,Wolterink,,Nieuwe Liberalen Oost Gelre (NLOG),Gemeente Oost Gelre,Raadslid
121981,Dhr.,B.W.A.,Cuppen,,D66,Gemeente Geldrop-Mierlo,Raadslid
133472,Dhr.,R.,Bruintjes,,Democratisch Alternatief Blaricum DAB,Gemeente Blaricum,Raadslid
115170,Dhr.,A.,de Jong,,ChristenUnie,Gemeente Molenwaard,Raadslid
122222,Dhr.,S.M.L.,Nijsten,,Progressief Beek,Gemeente Beek,Raadslid
125408,Mw.,L.C.,van Klink,,PRO Kaag en Braassem,Gemeente Kaag en Braassem,Raadslid
134237,Dhr.,A.J.F.M.,Linssen,,Lijst Linssen,Gemeente Bergen op Zoom,Raadslid
118530,Dhr.,G.M.J.,Meiland,,CDA,Gemeente Lisse,Raadslid
122214,Dhr. ing.,H.G.,Rolleman,,PACT Aalsmeer,Gemeente Aalsmeer,Raadslid
134219,Dhr.,B.A.,van Santen,,ChristenUnie/SGP,Gemeente Lisse,Raadslid
124484,Dhr.,R.F.J.,Veldhoven,,Nieuw Lisse,Gemeente Lisse,Raadslid
124475,Dhr.,R.A.M.,van Reisen,,CDA,Gemeente Lisse,Raadslid
124478,Dhr.,E.,Prins,,D66,Gemeente Lisse,Raadslid
124488,Dhr.,W.H.,Slootbeek,,VVD,Gemeente Lisse,Raadslid
134220,Dhr.,J.R.,den Breejen,,ChristenUnie/SGP,Gemeente Lisse,Raadslid
124485,Dhr. drs.,A.G.M.,Mesman,,PvdA,Gemeente Lisse,Raadslid
124483,Dhr.,J.G.,de Bruin,,Nieuw Lisse,Gemeente Lisse,Raadslid
124476,Mw.,M.W.J.,Bergman-Bijlsma,,CDA,Gemeente Lisse,Raadslid
119397,Mw.,C.,de Heij-Nap,,ChristenUnie,Gemeente Heerenveen,Raadslid
120180,Dhr.,R.J.M.,Waas,,VVD,Gemeente Heumen,Raadslid
124237,Mw.,E,Zeegers-Koomen,,SP,Gemeente Stadskanaal,Raadslid
74686,Dhr.,&Igrave;.H.M.,Cooijmans,,VVD,Gemeente Leiderdorp,Raadslid
123731,Dhr.,H.,Pijper,,D66,Gemeente Amersfoort,Raadslid
131531,Dhr.,R.,van Deursen,,Bladels Belang,Gemeente Bladel,Raadslid
74192,Dhr.,J.H.,Wiechers,,ChristenUnie,Gemeente De Wolden,Raadslid
124982,Dhr.,A.C.,Kok,,CDA,Gemeente Smallingerland,Raadslid
73997,Mw.,J.A.,Visschers-Markerink,,Gemeentebelangen,Gemeente Lochem,Raadslid
127692,Dhr.,S.D.,Solleveld,,PvdA,Gemeente Vlaardingen,Raadslid
122735,Mw.,D.,Koning-van der Hoeven,,AOV,Gemeente Vlaardingen,Raadslid
122739,Mw.,Y.,Jongejan,,D66,Gemeente Vlaardingen,Raadslid
75498,Mw.,E.E.,Heijndijk-van der Veer,,ChristenUnie/SGP,Gemeente Vlaardingen,Raadslid
75510,Mw.,I.E.,Wijker,,SP,Gemeente Vlaardingen,Raadslid
122736,Dhr.,M.,Alderliesten,,CDA,Gemeente Vlaardingen,Raadslid
94204,Dhr.,A.,Kloosterman,,VVD,Gemeente Vlaardingen,Raadslid
122740,Mw.,L.,van Kalken,,GroenLinks,Gemeente Vlaardingen,Raadslid
122734,Dhr.,W.H.,van Klink,,AOV,Gemeente Vlaardingen,Raadslid
75514,Dhr.,A.,Don,,VV2000/Leefbaar Vlaardingen,Gemeente Vlaardingen,Raadslid
118690,Dhr.,A.,Brouwer,,SBV,Gemeente Vlaardingen,Raadslid
122744,Dhr.,A.,ter Veer,,PvdA,Gemeente Vlaardingen,Raadslid
122742,Dhr.,R.,Boers,,ONS.Vlaardingen,Gemeente Vlaardingen,Raadslid
75519,Mw.,I.M.,Somers - Gardenier,,VV2000/Leefbaar Vlaardingen,Gemeente Vlaardingen,Raadslid
135531,Mw.,J.C.,L&ouml;ke,,SP,Gemeente Vlaardingen,Raadslid
128201,Dhr.,M.,Hoogenboom,,ChristenUnie/SGP,Gemeente Vlaardingen,Raadslid
113346,Dhr.,M.J.A.W.,Stolwijk,,Lijst Someren-Heide,Gemeente Someren,Raadslid
135529,Mw.,M.,de Groot,,Fractie de Groot,Gemeente Vlaardingen,Raadslid
113345,Dhr.,H.M.G.,Driessen,,CDA,Gemeente Someren,Raadslid
20263498,Dhr.,L.C.H.,Hazen,,Stadspartij,Gemeente Heerlen,Raadslid
124010,Mw.,E.C.M.,Keijzers,,Samen Beter Nieuwkoop,Gemeente Nieuwkoop,Raadslid
77799,Dhr.,N.,Joostens,,ChristenUnie,Gemeente Slochteren,Raadslid
77795,Dhr.,F.,Bos,,CDA,Gemeente Slochteren,Raadslid
120235,Dhr.,T.,Anema,,SP,Gemeente Lingewaard,Raadslid
135499,Dhr. drs.,P.,Houtsma,,lingewaard.NU,Gemeente Lingewaard,Raadslid
20929811,Mw.,J.,van der Meer,,VVD,Gemeente Slochteren,Raadslid
74262,Dhr.,S.J.H.G.,Wannet,,D66,Gemeente Lingewaard,Raadslid
120236,Mw.,C.B.P.,Claassen,,SP,Gemeente Lingewaard,Raadslid
120233,Dhr. dr.,M.J.A.,van den Bos,,PvdA,Gemeente Lingewaard,Raadslid
120231,Dhr.,H.,Minkhorst,,Lokaal Belang Lingewaard,Gemeente Lingewaard,Raadslid
123879,Dhr.,H.G.,Gertsen,,CDA,Gemeente Lingewaard,Raadslid
135295,Dhr. mr.,M.H.,Paapst,,D66,Gemeente Slochteren,Raadslid
110603,Dhr. drs.,P.A.T.W.,Hegeman,,B06,Gemeente Lingewaard,Raadslid
77805,Dhr.,A.L.R.,Nieveen,,PvdA,Gemeente Slochteren,Raadslid
74260,Mw. mr.,J.J.A.M.,Leenders-van Heck,,CDA,Gemeente Lingewaard,Raadslid
120238,Dhr. drs.,M.M.,van de Woerdt,,VVD,Gemeente Lingewaard,Raadslid
120227,Dhr.,F.M.,Schut,,B06,Gemeente Lingewaard,Raadslid
77804,Mw.,G.H.,Akkerman-Ritsema,,Gemeentebelangen,Gemeente Slochteren,Raadslid
74277,Mw. mr.,M.J.A.,van Aalten-Janssen,,lingewaard.NU,Gemeente Lingewaard,Raadslid
123940,Dhr.,E.J.K.,Offereins,,VVD,Gemeente Slochteren,Raadslid
123880,Dhr.,F.H.,den Houting,,lingewaard.NU,Gemeente Lingewaard,Raadslid
131744,Dhr.,N.T.P.,Hubers,,B06,Gemeente Lingewaard,Raadslid
132571,Dhr.,P.O.,Offens,,Gemeentebelangen,Gemeente Slochteren,Raadslid
80519,Dhr.,K.,Boer,,ChristenUnie,Gemeente Slochteren,Raadslid
120239,Dhr.,T.B.M.,Aaldering,,VVD,Gemeente Lingewaard,Raadslid
135296,Dhr.,M.M.,Klaver,,GroenLinks,Gemeente Slochteren,Raadslid
130705,Mw.,M.A.C.,Janssen,,SP,Gemeente Lingewaard,Raadslid
131476,Mw.,A.P.A.,van der Burg-Versteeg,,CDA,Gemeente Slochteren,Raadslid
123933,Mw.,M.A.,Hoeksema-Schoenmaker,,ChristenUnie,Gemeente Slochteren,Raadslid
132572,Dhr.,IJ.C.W.,van der Leeuw,,PvdA,Gemeente Slochteren,Raadslid
74945,Dhr. Jhr. ing.,C.F.C.T.M.,van Nispen tot Sevenaer,,VVD,Gemeente De Bilt,Raadslid
124670,Mw.,S.J.,van de Goor-Gelens,,CDA,Gemeente Waalre,Raadslid
121267,Dhr.,W.H.,Nomden,,SP,Gemeente Oldambt,Raadslid
74265,Mw.,L.G.,Duiven,,GroenLinks,Gemeente Lingewaard,Raadslid
131982,Dhr.,B.W.,Heinen,,Burgerforum,Gemeente Losser,Raadslid
135294,Dhr. mr.,G.H.,Renkema,,D66,Gemeente Slochteren,Raadslid
124235,Mw.,G,Schipper,,PvdA,Gemeente Stadskanaal,Raadslid
126887,Mw.,J.L.,van der Wal-Hortensius,,D66,Gemeente Gouda,Raadslid
114955,Dhr.,R.J.,Klant,,PvdA,Gemeente Schagen,Raadslid
119287,Mw.,Y.C.M.,Gastelaars,,Democraten Soest Natuurlijk,Gemeente Soest,Raadslid
134458,Dhr.,H.E.,Dijkhuizen,,Christenunie-SGP,Gemeente Soest,Raadslid
134661,Dhr.,J.J.,Balfoort,,Christenunie-SGP,Gemeente Soest,Raadslid
121482,Dhr.,H.L.,Witte,,Gemeentebelangen Groen Soest,Gemeente Soest,Raadslid
114957,Dhr.,J.,Komen,,SP,Gemeente Schagen,Raadslid
126667,Dhr.,H.J.,Hilgeman,,Soest 2002,Gemeente Soest,Raadslid
77325,Dhr.,M.K.,van Geet,,VVD,Gemeente Soest,Raadslid
116865,Mw.,C.E.,Ackerman,,VVD,Gemeente Schagen,Raadslid
134061,Dhr.,M.,Puttenaar,,Jong en Sterker Schagen (JESS),Gemeente Schagen,Raadslid
114956,Mw.,J.W.,Janssen-de Koning,,PvdA,Gemeente Schagen,Raadslid
76842,Dhr.,J.A.,Paauw,,Gemeentebelangen Groen Soest,Gemeente Soest,Raadslid
129338,Dhr.,R.A.J.,Takes,,VVD,Gemeente Schagen,Raadslid
114951,Dhr.,J.Th.,Kr&ouml;ger,,Jong en sterker Schagen (JESS),Gemeente Schagen,Raadslid
114964,Dhr.,P.F.J.,Vriend,,Vereniging Seniorenpartij Schagen (VSPS),Gemeente Schagen,Raadslid
121480,Dhr.,T.J.B.,Reijinga,,D66,Gemeente Soest,Raadslid
121485,Mw.,R.T.,Coppes,,GroenLinks,Gemeente Soest,Raadslid
114944,Dhr.,M.A.J.,Sanders,,CDA,Gemeente Schagen,Raadslid
114965,Mw.,M.C.M.,Mulder-Keij,,Vereniging Seniorenpartij Schagen (VSPS),Gemeente Schagen,Raadslid
132676,Mw.,L.A.,Kruit-Jansen,,D66,Gemeente Soest,Raadslid
116864,Dhr.,M.A.J.,Moussault,,PvdA,Gemeente Schagen,Raadslid
135437,Dhr.,A.,Witlox,,PvdA,Gemeente Soest,Raadslid
121483,Mw.,S.E.,Haenen,,Gemeentebelangen Groen Soest,Gemeente Soest,Raadslid
129339,Dhr.,W.M.,van de Sande,,VVD,Gemeente Schagen,Raadslid
114942,Dhr.,J.,Wiskerke,,CDA,Gemeente Schagen,Raadslid
121488,Mw.,E.F.,Veldman,,VVD,Gemeente Soest,Raadslid
128352,Dhr.,P.H.M.,Huits,,CDA,Gemeente Schagen,Raadslid
77324,Dhr.,E.,de Wilde,,VVD,Gemeente Soest,Raadslid
77322,Dhr.,M.,van Leijenhorst,,Soest 2002,Gemeente Soest,Raadslid
114954,Dhr.,J.J.,Heddes,,PvdA,Gemeente Schagen,Raadslid
77320,Dhr.,M.,Baskaya,,PvdA,Gemeente Soest,Raadslid
121486,Dhr.,B.R.,Groothuis,,Soest 2002,Gemeente Soest,Raadslid
121479,Dhr.,R.J.,Sielcken,,D66,Gemeente Soest,Raadslid
80727,Dhr.,J.W.,Logister,,GBBL,Gemeente Landgraaf,Raadslid
121407,Dhr.,C.P.,Quik,,ChristenUnie,Gemeente Gouda,Raadslid
116891,Dhr.,P.,Nagel,,ChristenUnie,Gemeente Bunschoten,Raadslid
125782,Dhr.,R.H.,Eizema,,PvdA,Gemeente Tytsjerksteradiel,Raadslid
72977,Dhr.,A.,Bannink,,Gemeente Belangen,Gemeente Voorst,Raadslid
134696,Dhr.,E.,de Weerd,,VVD,Gemeente Voorst,Raadslid
21860743,Dhr.,H.,de Graaf,,PvdA-GroenLinks,Gemeente Voorst,Raadslid
133000,Mw. drs.,A.M.,Lasance,,D66,Gemeente Voorst,Raadslid
30414,Mw.,J.B.H.,Boerkamp-Leisink,,CDA,Gemeente Voorst,Raadslid
72980,Dhr.,R.G.H.,Hazelaar,,Gemeente Belangen,Gemeente Voorst,Raadslid
131043,Dhr. mr. ing.,G.,Schimmel,,VVD-Liberaal 2000,Gemeente Voorst,Raadslid
30412,Dhr.,C.B.,Booster,,CDA,Gemeente Voorst,Raadslid
90900,Mw.,L.H.H.,Hoogstraten,,GroenLinks,Gemeente Zeist,Raadslid
122877,Dhr. drs.,P.L.R.,van der Spoel,,ChristenUnie,Gemeente Amersfoort,Raadslid
125947,Dhr.,W.F.,Keuken,,SGP,Gemeente Neder-Betuwe,Raadslid
95933,Mw.,R.G.,Vis-de Ceuninck van Capelle,,Streekbelangen,Gemeente Stichtse Vecht,Raadslid
75771,Dhr.,H.M.,Sauerborn,,Gemeentebelangen/D66,Gemeente Loppersum,Raadslid
82108,Dhr.,A.,Oflazoglu,,Pro Hengelo,Gemeente Hengelo Ov.,Raadslid
81132,Dhr.,J.H.M.,Vroemen,,GOB,Gemeente Sittard-Geleen,Raadslid
121908,Dhr.,M.E.E.,Versteeg,,Gemeentebelangen,Gemeente Vught,Raadslid
119894,Dhr.,B.J.,Huizing,,VVD,Gemeente Loppersum,Raadslid
89729,Mw.,M.,Dotinga-van der Veen,,FNP,Gemeente Achtkarspelen,Raadslid
122000,Mw.,H.J.,de Geus-Bosschers,,VVD,Gemeente Duiven,Raadslid
121994,Mw. ir.,G.M.,Tiedink-Koning,,Lokaal Alternatief,Gemeente Duiven,Raadslid
131549,Dhr. prof. dr.,J.W.,Egtberts,,D66,Gemeente Duiven,Raadslid
74763,Dhr.,P.,Dijkstra,,Lokaal Alternatief,Gemeente Duiven,Raadslid
74758,Mw.,M.,Snaas,,GroenLinks,Gemeente Duiven,Raadslid
131550,Dhr.,K.H.J.M.,Schols,,PvdA,Gemeente Duiven,Raadslid
131552,Mw.,W.C.M.,Daams- van Geijn,,SP,Gemeente Duiven,Raadslid
89123,Dhr.,H.A.M.,Keultjes,,Lokaal Alternatief,Gemeente Duiven,Raadslid
128970,Dhr. drs.,S.G.M.,Lukkassen,,VVD,Gemeente Duiven,Raadslid
128083,Dhr. ing.,N.J.,Stam,,CDA,Gemeente Duiven,Raadslid
127313,Dhr.,W.H.J.,Dreessen,,Samenwerkingsverband Margraten (SVM),Gemeente Eijsden-Margraten,Raadslid
125773,Dhr.,J.,de Ree,,Ronde Venen Belang,Gemeente De Ronde Venen,Raadslid
126432,Dhr.,G.H.,Nobel,,PvdA-GroenLinks,Gemeente Voorst,Raadslid
131467,Mw.,H.W.,Groenewoud,,PvdA,Gemeente Eemsmond,Raadslid
83874,Dhr.,W.,van der Does,,D66,Gemeente Zwijndrecht,Raadslid
75973,Dhr.,M.V.D.,de Jong,,VVD,Gemeente Landsmeer,Raadslid
131253,Mw.,S.A.,Mathijssen,,PvdA,Gemeente Neder-Betuwe,Raadslid
74004,Mw.,M.,Beuke,,PvdA,Gemeente Lochem,Raadslid
115482,Dhr.,C.A.,Egas,,SGP,Gemeente Molenwaard,Raadslid
114961,Dhr.,P.J.,Marees,,VVD,Gemeente Schagen,Raadslid
128264,Dhr.,J.F.M.,Aker,,PvdA/GroenLinks,Gemeente Stede Broec,Raadslid
128259,Mw.,G.C.M.,Bakker-Rood,,CDA,Gemeente Stede Broec,Raadslid
20261053,Dhr.,A.W.P.,Ruijter,,VVD,Gemeente Stede Broec,Raadslid
129201,Dhr.,P.G.,Raven,,Gemeentebelangen Stede Broec,Gemeente Stede Broec,Raadslid
73847,Dhr.,J.P.N.,Kroezen,,CDA,Gemeente Stede Broec,Raadslid
128260,Mw.,I.P.,van Basten-Winkler,,Gemeente Belangen Stede Broec,Gemeente Stede Broec,Raadslid
128265,Mw. mr.,Y.C.,Koopen,,PvdA/GroenLinks,Gemeente Stede Broec,Raadslid
73855,Dhr.,T.G.M.,Visser,,Open en Duidelijk Stede Broec,Gemeente Stede Broec,Raadslid
128263,Dhr.,M.G.T.,Visser,,Open en Duidelijk Stede Broec,Gemeente Stede Broec,Raadslid
77293,Dhr.,A.T.,Wildeman,,De Onafhankelijken,Gemeente Oudewater,Raadslid
119897,Dhr.,P.,Verolme,,ChristenUnie/SGP,Gemeente Zeist,Raadslid
128262,Dhr.,E.P.N.,Smit,,Open en Duidelijk Stede Broec,Gemeente Stede Broec,Raadslid
120902,Mw.,M.,van de Groep-Koelewijn,,Christelijke Arbeiders Partij,Gemeente Bunschoten,Raadslid
20582853,Dhr.,J.,Ketting Olivier,,Jong Uden,Gemeente Uden,Raadslid
127381,Dhr.,B.G.M.,van Drunen,,&quot;VOOR LOON&quot;,Gemeente Loon op Zand,Raadslid
120201,Dhr.,H.J.,van Komen,,GemeenteBelangen,Gemeente Loon op Zand,Raadslid
122511,Mw.,P.J.C.,Coolegem-Jacobs,,&quot;VOOR LOON&quot;,Gemeente Loon op Zand,Raadslid
120205,Mw.,S.A.C.,Mandemakers,,VVD,Gemeente Loon op Zand,Raadslid
76927,Mw.,J.A.M.,Smit-van Gijsel,,VVD,Gemeente Loon op Zand,Raadslid
120202,Mw.,M.P.L.,Verschure,,Pro3,Gemeente Loon op Zand,Raadslid
76923,Dhr. drs.,P.J.M.,Flohr,,Pro3,Gemeente Loon op Zand,Raadslid
76916,Dhr.,E.J.,Kemmeren,,GemeenteBelangen,Gemeente Loon op Zand,Raadslid
132167,Dhr.,G.A.A.,Burgmans,,CDA,Gemeente Loon op Zand,Raadslid
88861,Dhr.,A.W.J.,van Wel,,VVD,Gemeente Loon op Zand,Raadslid
120199,Dhr.,A.P.M.,Groenendaal,,GemeenteBelangen,Gemeente Loon op Zand,Raadslid
120204,Dhr.,R.A.J.,de Kort,,VVD,Gemeente Loon op Zand,Raadslid
123201,Mw.,L.E.J.,Heijs-Schouten,,GemeenteBelangen,Gemeente Loon op Zand,Raadslid
122190,Mw.,H.,Weggemans,,BBC 2014,Gemeente Coevorden,Raadslid
125946,Dhr.,J.,Eerbeek,,SGP,Gemeente Neder-Betuwe,Raadslid
114905,Dhr.,E.,Tuk,,ChristenUnie,Gemeente Goeree-Overflakkee,Raadslid
121012,Dhr.,R.S.,Heeren,,DorpsVISIE,Gemeente Son en Breugel,Raadslid
120251,Mw.,A.,de Vos,,SP,Gemeente Schouwen-Duiveland,Raadslid
122748,Dhr.,A.,van der Zande,,VV2000/Leefbaar Vlaardingen,Gemeente Vlaardingen,Raadslid
120078,Dhr.,P.W.C.,de Vreede,,D66,Gemeente Delft,Raadslid
96770,Dhr. prof. dr. ing.,T.W.,Hardjono,,CDA,Gemeente Gouda,Raadslid
122645,Dhr.,A.F.,Broedelet,,VVD,Gemeente Geldermalsen,Raadslid
118255,Dhr.,H.J.,Scholte,,PAC,Gemeente Coevorden,Raadslid
135438,Mw.,H.J.,Dost,,CDA,Gemeente Eemsmond,Raadslid
132358,Dhr.,R.,Bos,,VVD,Gemeente Weststellingwerf,Raadslid
78931,Dhr.,A.A.H.G.,de Groot,,PNL,Gemeente Laarbeek,Raadslid
122362,Dhr.,P.J.A.M,Loermans,,KERN,Gemeente Bergen (L),Raadslid
71691,Mw. drs.,A.,Kester - Tamminga,,CDA,Gemeente Weststellingwerf,Raadslid
40729,Mw.,P.D.,Gasseling,,PvdA,Gemeente Uithoorn,Raadslid
116862,Mw.,S.,Elavarasan,,CDA,Gemeente Schagen,Raadslid
135232,Dhr.,J.E.L.M.,Last,,Balans,Gemeente Gulpen-Wittem,Raadslid
91556,Dhr.,B.H.M.,Swinkels,,De Werkgroep,Gemeente Laarbeek,Raadslid
122360,Dhr.,F.P.M.,Camps,,KERN,Gemeente Bergen (L),Raadslid
122202,Mw.,K.,Zwaan,,VVD,Gemeente Coevorden,Raadslid
78473,Dhr.,W.,Hoekstra,,FNP,Gemeente De Fryske Marren,Raadslid
115769,Dhr.,A.H.P.C.,Rombouts,,CDA,Gemeente Sint Anthonis,Raadslid
77294,Dhr.,R.A.,van den Hoogen,,De Onafhankelijken,Gemeente Oudewater,Raadslid
120907,Mw.,M.C.,van der Goot-van den Herik,,ChristenUnie,Gemeente Bunschoten,Raadslid
114940,Dhr.,A.T.,Kleimeer,,CDA,Gemeente Schagen,Raadslid
21070019,Mw.,Y.,Landheer,,PvdA,Gemeente Smallingerland,Raadslid
122387,Dhr.,T.A.H.,Dijkstra,,PvdA,Gemeente Tynaarlo,Raadslid
122847,Dhr.,P.F.X.,Timmermans,,Gemeentebelangen,Gemeente Vlagtwedde,Raadslid
131151,Dhr.,R.,Kriek,,GroenLinks,Gemeente Vlagtwedde,Raadslid
83693,Mw.,Y.,Luijcx-Zuijdwegt,,Algemeen Belang Zwijndrecht,Gemeente Zwijndrecht,Raadslid
82766,Mw.,H.B.,Wijnholds,,VVD,Gemeente Vlagtwedde,Raadslid
122841,Mw.,H.M.,Hemmen,,CDA,Gemeente Vlagtwedde,Raadslid
122850,Dhr.,R.,Joling,,PvdA,Gemeente Vlagtwedde,Raadslid
122849,Dhr.,D.W.,Hoftijzer,,PvdA,Gemeente Vlagtwedde,Raadslid
131897,Dhr.,J.P.,Verhoef,,D66,Gemeente Den Helder,Raadslid
82752,Dhr.,J.J.,Wachters,,CDA,Gemeente Vlagtwedde,Raadslid
78744,Dhr.,P.J.H.M.,Montulet,,Burger Belangen Beek - Nieuwe Democraten Beek,Gemeente Beek,Raadslid
123870,Dhr.,H.,van de Graaf,,CDA,Gemeente Strijen,Raadslid
135315,Dhr.,G.,Groen,,Gemeentebelangen,Gemeente Winsum,Raadslid
135586,Dhr. ir.,P.T.J.,Ruijgrok,MBA,VVD,Gemeente Gouda,Raadslid
135398,,K.,van der Vliet,,Dorpsbelang Langedijk,Gemeente Langedijk,Raadslid
120340,Dhr.,A.H.J.,de Kort,,VVD,Gemeente Veldhoven,Raadslid
127866,Mw.,J.,de Boer,,Hart voor Langedijk/D66,Gemeente Langedijk,Raadslid
133583,Dhr.,N.,Langedijk,,Hart voor Langedijk/D66,Gemeente Langedijk,Raadslid
121345,Dhr.,J.A.,Hofman,,VVD,Gemeente Langedijk,Raadslid
121343,Dhr.,B.,Hoejenbos,,VVD,Gemeente Langedijk,Raadslid
112501,Dhr.,M.L.,Reijven,,PvdA,Gemeente Langedijk,Raadslid
77958,Dhr.,D.,Boonstra,,Hart voor Langedijk/D66,Gemeente Langedijk,Raadslid
77956,Dhr.,N.,Zwart,,GroenLinks,Gemeente Langedijk,Raadslid
