"Address","Status Code","Status","Naam","gemeente 1","partij-abbr 1","functie 1"
"https://almanak.overheid.nl/21238929/Mw_AJM_de_Ridder/",200,"OK","Mw. A.J.M. de Ridder","Gemeente Leidschendam-Voorburg","D66","Wethouder"
"https://almanak.overheid.nl/124113/Dhr_P_Boogaard/",200,"OK","Dhr. P. Boogaard","Gemeente Korendijk","CDA","Wethouder"
"https://almanak.overheid.nl/124114/Dhr_LPT_Honders/",200,"OK","Dhr. L.P.T. Honders","Gemeente Korendijk","PvdA","Wethouder"
"https://almanak.overheid.nl/124115/Dhr_G_den_Boer/",200,"OK","Dhr. G. den Boer","Gemeente Korendijk","SGP","Wethouder"
"https://almanak.overheid.nl/132394/Dhr_HJ_Hengeveld/",200,"OK","Dhr. H.J. Hengeveld","Gemeente Oude IJsselstreek","Lokaal Belang GVS","Wethouder"
"https://almanak.overheid.nl/127586/Dhr_P_van_de_Wardt/",200,"OK","Dhr. P. van de Wardt","Gemeente Oude IJsselstreek","CDA","Wethouder"
"https://almanak.overheid.nl/132395/Dhr_JMHW_Sluiter/",200,"OK","Dhr. J.M.H.W. Sluiter","Gemeente Oude IJsselstreek","VVD","Wethouder"
"https://almanak.overheid.nl/127588/Dhr_LG_Kuster/",200,"OK","Dhr. L.G. Kuster","Gemeente Oude IJsselstreek","Lokaal Belang GVS","Wethouder"
"https://almanak.overheid.nl/129404/Dhr_mr_JHJ_Sluiter/",200,"OK","Dhr. mr. J.H.J. Sluiter","Gemeente Westervoort","D66","Wethouder"
"https://almanak.overheid.nl/24012/Dhr_JP_Breunissen/",200,"OK","Dhr. J.P. Breunissen","Gemeente Westervoort","CDA","Wethouder"
"https://almanak.overheid.nl/80912/Dhr_AM_Boone/",200,"OK","Dhr. A.M. Boone","Gemeente Westervoort","VVD","Wethouder"
"https://almanak.overheid.nl/128118/Dhr_OW_Bosch/",200,"OK","Dhr. O.W. Bosch","Gemeente Zutphen","VVD","Wethouder"
"https://almanak.overheid.nl/128116/Mw_J_Pennings-Hanemaaijer/",200,"OK","Mw. J. Pennings-Hanemaaijer","Gemeente Zutphen","CDA","Wethouder"
"https://almanak.overheid.nl/127409/Dhr_H_Nederpelt/",200,"OK","Dhr. H. Nederpelt","Gemeente Medemblik","CDA","Wethouder"
"https://almanak.overheid.nl/82362/Dhr_FJA_Hommel/",200,"OK","Dhr. F.J.A. Hommel","Gemeente Tholen","VVD","Wethouder"
"https://almanak.overheid.nl/68519/Dhr_CL_van_Dis_MBA/",200,"OK","Dhr. C.L. van Dis MBA","Gemeente Tholen","CDA","Wethouder"
"https://almanak.overheid.nl/82361/Dhr_drs_PWJ_Hoek/",200,"OK","Dhr. drs. P.W.J. Hoek","Gemeente Tholen","SGP","Wethouder"
"https://almanak.overheid.nl/131059/Dhr_mr_GJ_Harmsen/",200,"OK","Dhr. mr. G.J. Harmsen","Gemeente Tholen","ChristenUnie","Wethouder"
"https://almanak.overheid.nl/124130/Mw_GT_Buter-Raaijmakers/",200,"OK","Mw. G.T. Buter-Raaijmakers","Gemeente Laarbeek","PvdA","Wethouder"
"https://almanak.overheid.nl/135201/Dhr_R_Haverkort/",200,"OK","Dhr. R. Haverkort","Gemeente Smallingerland","PvdA","Wethouder"
"https://almanak.overheid.nl/111411/Dhr_DL_Moolenburgh_MBA/",200,"OK","Dhr. D.L. Moolenburgh MBA","Gemeente De Ronde Venen","CDA","Wethouder"
"https://almanak.overheid.nl/84575/Dhr_K_Koppenol/",200,"OK","Dhr. K. Koppenol","Gemeente Papendrecht","CDA","Wethouder"
