system_id,title,initials,first_name,given_name,last_name,suffix,party,department,municipality,role
128402,Dhr.,R.,,,Karkache,,Gouda Positief/GBG,,Gouda,Raadslid
128401,Dhr.,J.M.,,,de Koning,,Gouda Positief/GBG,,Gouda,Raadslid
128404,Mw. drs.,M.,,,van den Tweel-Rispens,,Gouda Positief/GBG,,Gouda,Raadslid
75283,Dhr.,J.T.,,,Krins,,ChristenUnie,,Gouda,Raadslid
128403,Dhr.,W.,,,Schmidt,,Gouda Positief/GBG,,Gouda,Raadslid
75286,Dhr.,H.A.,,,van den Haak,,D66,,Gouda,Raadslid
75289,Dhr.,E.P.M.,,,de Lange,,G50+,,Gouda,Raadslid
75293,Dhr. drs.,M.,,,Klijmij-van der Laan,,GroenLinks,,Gouda,Raadslid
75298,Dhr.,P.,,,den Boer,,PvdA,,Gouda,Raadslid
126887,Mw.,J.L.,,,van der Wal-Hortensius,,D66,,Gouda,Raadslid
87474,Dhr. drs.,H.,,,van Rossum,,CDA,,Gouda,Raadslid
87476,Mw.,E.W.,,,de Ronde,,D66,,Gouda,Raadslid
121654,Dhr.,W.H.,,,Schonewille,,ChristenUnie,,Gouda,Raadslid
121655,Dhr.,T.,,,Vugt,,D66,,Gouda,Raadslid
121657,Dhr.,K.,,,Tatou,,PvdA,,Gouda,Raadslid
121659,Mw. drs.,M.,,,Suijker,,PvdA,,Gouda,Raadslid
121406,Mw.,E.,,,Boschma,,CDA,,Gouda,Raadslid
121408,Mw.,A.J.S.,,,Popering-van der Kalkman,,ChristenUnie,,Gouda,Raadslid
121407,Dhr.,C.P.,,,Quik,,ChristenUnie,,Gouda,Raadslid
121409,Dhr.,Z.,,,Saddiki,,D66,,Gouda,Raadslid
121412,Mw.,C.J.,,,Kerkmans,,Partij voor de Dieren,,Gouda,Raadslid
121414,Dhr.,J.J.,,,Rozendaal,,SGP,,Gouda,Raadslid
121413,Dhr.,S.,,,Massrour,,PvdA,,Gouda,Raadslid
121416,Mw.,L.A.,,,Roelofs,,SP,,Gouda,Raadslid
121415,Dhr.,H.,,,van Dijk,,SP,,Gouda,Raadslid
128714,Dhr.,R.,,,de Leeuw,,GroenLinks,,Gouda,Raadslid
75993,Dhr.,A.H.E.,,,Versteeg,,SGP,,Gouda,Raadslid
128091,Dhr.,M.,,,Sikkes,,PvdA,,Gouda,Raadslid
121417,Dhr.,H.C.,,,van den Akker,,VVD,,Gouda,Raadslid
135586,Dhr. ir.,P.T.J.,,,Ruijgrok,MBA,VVD,,Gouda,Raadslid
128092,Dhr.,R.,,,Verkuijl,,VVD,,Gouda,Raadslid
20260076,Mw.,E.M.,,,Branderhorst,,,,Gouda,Secretaris
134658,Dhr.,J.W.,,,van Gelder,,CDA,,Gouda,Wethouder
134659,Mw.,C.P.,,,Dijkstra,,ChristenUnie,,Gouda,Wethouder
127064,Dhr.,J.M.,,,de Laat,,Gouda Positief,,Gouda,Wethouder
127065,Mw.,H.,,,Niezen,,GroenLinks,,Gouda,Wethouder
127066,Dhr.,R.A.,,,Tetteroo,,PvdA,,Gouda,Wethouder
22512972,Dhr.,J.G.M.T.,,,Ubachs,,D66,,Best,Burgemeester waarnemend
120354,Dhr.,A.,,,van der Vlies,,ChristenUnie,,Best,Fractievoorzitter
120353,Mw.,V.J.H.M.,,,Zeeman,,Best Open,,Best,Fractievoorzitter
127460,Mw.,C.A.J.F.,,,van Kronenburg,,CDA,,Best,Fractievoorzitter
127461,Mw.,D.J.A.,,,van Weert-van Geffen,,Gemeentebelangen,,Best,Fractievoorzitter
88239,Dhr.,J.J.W.M.,,,van den Boogaard,,JO,,Best,Fractievoorzitter
133701,Dhr.,F.J.W.,,,Slijper,,D66,,Best,Fractievoorzitter
127462,Dhr. drs.,L.G.M.,,,Bisschops,,Lokaal Best,,Best,Fractievoorzitter
120357,Dhr.,R.E.,,,Lapperre,,PvdA,,Best,Fractievoorzitter
127463,Dhr.,H.M.C.,,,Dijkhoff,,VVD,,Best,Fractievoorzitter
128044,Mw. drs.,P.J.E.,,,van de Loo,,D66,,Best,Locoburgemeester
20259965,Dhr.,M.J.H.J.,,,Baijens,,,,Best,Raadsgriffier
120360,Dhr.,M.,,,Leutscher,,CDA,,Best,Raadslid
127464,Dhr. drs.,P.E.J.M.,,,Gondrie,,CDA,,Best,Raadslid
120359,Mw.,V.J.H.M.,,,Zeeman,,Best Open,,Best,Raadslid
114471,Mw.,D.J.A.,,,van Weert-van Geffen,,Gemeentebelangen,,Best,Raadslid
120362,Dhr.,A.,,,van der Vlies,,ChristenUnie,,Best,Raadslid
82537,Mw.,J.J.C.M.,,,van der Waerden,,D66,,Best,Raadslid
127465,Dhr. drs.,L.G.M.,,,Bisschops,,Lokaal Best,,Best,Raadslid
120363,Dhr.,P.T.H.M.,,,Meeuwis,,D66,,Best,Raadslid
112238,Dhr.,R.,,,Vader,,PvdA,,Best,Raadslid
129482,Dhr.,A.,,,Vermeulen,,Gemeentebelangen,,Best,Raadslid
74708,Dhr.,H.G.E.M.,,,Slagers,,CDA,,Best,Raadslid
111251,Dhr.,L.B.A.,,,Kennis,,Best Open,,Best,Raadslid
74712,Dhr.,F.J.W.,,,Slijper,,D66,,Best,Raadslid
74711,Mw.,C.A.J.F.,,,van Kronenburg,,CDA,,Best,Raadslid
74713,Dhr.,K.J.,,,van Hees,,D66,,Best,Raadslid
74716,Dhr.,J.J.W.M.,,,van den Boogaard,,JO,,Best,Raadslid
74717,Mw.,I.M.S.T.,,,Berkhout-Theunissen,,JO,,Best,Raadslid
120365,Dhr.,R.E.,,,Lapperre,,PvdA,,Best,Raadslid
127466,Dhr.,H.A.J.,,,Smits,,VVD,,Best,Raadslid
120366,Dhr.,H.M.C.,,,Dijkhoff,,VVD,,Best,Raadslid
23267663,Mw.,I.H.M.,,,Vink-Bressers,,VVD,,Best,Raadslid
20259995,Mw. drs.,C.M.M.,,,Noordman,,,,Best,Secretaris
126425,Dhr. ir.,M.J.,,,van Schuppen,,Best Open,,Best,Wethouder
126426,Mw. drs.,P.J.E.,,,van de Loo,,D66,,Best,Wethouder
20260006,,A.,,,Wijnands,,PvdA,,Best,Wethouder
117580,Dhr.,J.H.E.,,,Verheijen,,VVD,,Best,Wethouder
20259896,Mw. drs.,G.M.,,,Mittendorff,,CDA,,Heumen,Burgemeester
120172,Dhr.,R.,,,de Graaf,,CDA,,Heumen,Fractievoorzitter
127675,Dhr.,H.,,,Dikkers,,Democraten Gemeente Heumen,,Heumen,Fractievoorzitter
75030,Dhr.,P.M.C.,,,van der Molen,,PvdA/GroenLinks,,Heumen,Fractievoorzitter
82483,Dhr.,H.J.J.M.,,,Smeets,,VVD,,Heumen,Fractievoorzitter
127673,Mw.,E.,,,de Swart,,Democraten Gemeente Heumen,,Heumen,Locoburgemeester
20259911,Mw.,E.E.M.,,,Dreier-Haafkens,,,,Heumen,Raadsgriffier
75033,Dhr.,J.M.M.,,,van der Burgt,,CDA,,Heumen,Raadslid
120173,Dhr.,R.,,,de Graaf,,CDA,,Heumen,Raadslid
133173,Dhr.,S.,,,Meij,,CDA,,Heumen,Raadslid
120174,Dhr.,H.,,,Dikkers,,Democraten Gemeente Heumen,,Heumen,Raadslid
114013,Dhr.,H.,,,Katteler,,Democraten Gemeente Heumen,,Heumen,Raadslid
120175,Dhr.,L.A.,,,Jansen,,Democraten Gemeente Heumen,,Heumen,Raadslid
120176,Dhr.,S.M.,,,Gerritsen,,Democraten Gemeente Heumen,,Heumen,Raadslid
120177,Dhr.,T.C.M.,,,Noy,,Democraten Gemeente Heumen,,Heumen,Raadslid
127676,Mw.,D.,,,Gorp-Zwiers,,Democraten Gemeente Heumen,,Heumen,Raadslid
120178,Mw.,E.,,,Kremers,,Democraten Gemeente Heumen,,Heumen,Raadslid
118164,Dhr.,A.J.H.,,,Janssen,,PvdA/GroenLinks,,Heumen,Raadslid
120179,Dhr.,D.,,,van Rens,,PvdA/GroenLinks,,Heumen,Raadslid
127677,Dhr.,J.,,,Witsiers,,PvdA/GroenLinks,,Heumen,Raadslid
75042,Dhr.,P.M.C.,,,van der Molen,,PvdA/GroenLinks,,Heumen,Raadslid
112215,Mw.,J.H.W.T.,,,Stunnenberg,,PvdA/GroenLinks,,Heumen,Raadslid
75045,Dhr.,H.J.J.M.,,,Smeets,,VVD,,Heumen,Raadslid
120180,Dhr.,R.J.M.,,,Waas,,VVD,,Heumen,Raadslid
20259937,Dhr. mr.,D.C.,,,van Eeten,,,,Heumen,Secretaris
124085,Dhr.,H.J.,,,Laurant,,Democraten Gemeente Heumen,,Heumen,Wethouder
82487,Mw.,E.,,,de Swart,,Democraten Gemeente Heumen,,Heumen,Wethouder
128546,Dhr.,H.A.M.,,,van den Berg,,PvdA/GroenLinks,,Heumen,Wethouder
118227,Mw.,M.J.P.,,,van Kampen-Nouwen,,CDA,,Schagen,Burgemeester
128351,Dhr.,S.M.,,,Lensink,,CDA,,Schagen,Fractievoorzitter
115537,Dhr.,F.,,,Teerink,,Duurzaam Natuurlijk Alternatief,,Schagen,Fractievoorzitter
115536,Dhr.,J.F.,,,Bas,,D66,,Schagen,Fractievoorzitter
115538,Dhr.,J.Th.,,,Kr̦ger,,Jong en sterker Schagen (JESS),,Schagen,Fractievoorzitter
115539,Dhr.,J.J.,,,Heddes,,PvdA,,Schagen,Fractievoorzitter
115540,Dhr.,J.,,,Komen,,SP,,Schagen,Fractievoorzitter
115542,Dhr.,P.F.J.,,,Vriend,,Vereniging Seniorenpartij Schagen (VSPS),,Schagen,Fractievoorzitter
129337,Dhr.,J.,,,van de Beek,,VVD,,Schagen,Fractievoorzitter
115543,Mw.,H.P.,,,Bredewold,,Wens4u,,Schagen,Fractievoorzitter
128349,Dhr.,J.C.J.,,,Beemsterboer,,CDA,,Schagen,Locoburgemeester
20259843,Mw.,E.,,,Zwagerman,,,,Schagen,Raadsgriffier
114940,Dhr.,A.T.,,,Kleimeer,,CDA,,Schagen,Raadslid
114941,Dhr.,G.J.,,,Slijkerman,,CDA,,Schagen,Raadslid
114942,Dhr.,J.,,,Wiskerke,,CDA,,Schagen,Raadslid
116861,Dhr.,J.A.M.,,,Klaver,,CDA,,Schagen,Raadslid
114944,Dhr.,M.A.J.,,,Sanders,,CDA,,Schagen,Raadslid
128352,Dhr.,P.H.M.,,,Huits,,CDA,,Schagen,Raadslid
114946,Dhr.,S.M.,,,Lensink,,CDA,,Schagen,Raadslid
114947,Mw.,B.J.,,,Glashouwer,,CDA,,Schagen,Raadslid
116862,Mw.,S.,,,Elavarasan,,CDA,,Schagen,Raadslid
115545,Dhr.,F.,,,Teerink,,Duurzaam Natuurlijk Alternatief,,Schagen,Raadslid
114948,Dhr.,J.F.,,,Bas,,D66,,Schagen,Raadslid
134061,Dhr.,M.,,,Puttenaar,,Jong en Sterker Schagen (JESS),,Schagen,Raadslid
114950,Dhr.,H.,,,de Ruiter,,Jong en sterker Schagen (JESS),,Schagen,Raadslid
114951,Dhr.,J.Th.,,,Kr̦ger,,Jong en sterker Schagen (JESS),,Schagen,Raadslid
116863,Dhr.,J.C.,,,Schrijver,,PvdA,,Schagen,Raadslid
114954,Dhr.,J.J.,,,Heddes,,PvdA,,Schagen,Raadslid
116864,Dhr.,M.A.J.,,,Moussault,,PvdA,,Schagen,Raadslid
114956,Mw.,J.W.,,,Janssen-de Koning,,PvdA,,Schagen,Raadslid
114957,Dhr.,J.,,,Komen,,SP,,Schagen,Raadslid
114963,Dhr.,A.,,,Schouten,,Vereniging Seniorenpartij Schagen (VSPS),,Schagen,Raadslid
114964,Dhr.,P.F.J.,,,Vriend,,Vereniging Seniorenpartij Schagen (VSPS),,Schagen,Raadslid
114965,Mw.,M.C.M.,,,Mulder-Keij,,Vereniging Seniorenpartij Schagen (VSPS),,Schagen,Raadslid
114960,Dhr.,J.,,,van de Beek,,VVD,,Schagen,Raadslid
114961,Dhr.,P.J.,,,Marees,,VVD,,Schagen,Raadslid
129338,Dhr.,R.A.J.,,,Takes,,VVD,,Schagen,Raadslid
129339,Dhr.,W.M.,,,van de Sande,,VVD,,Schagen,Raadslid
116865,Mw.,C.E.,,,Ackerman,,VVD,,Schagen,Raadslid
114966,Mw.,H.P.,,,Bredewold,,Wens4u,,Schagen,Raadslid
20259881,Dhr. drs.,N.H.,,,Swellengrebel,,,,Schagen,Secretaris
124350,Dhr.,J.C.J.,,,Beemsterboer,,CDA,,Schagen,Wethouder
115132,Dhr.,S.J.A.,,,van der Veek,,CDA,,Schagen,Wethouder
115133,Dhr.,B.,,,Blonk,,PvdA,,Schagen,Wethouder
133506,Dhr.,J.,,,van Dijk,,PvdA,,Schagen,Wethouder
98799,Dhr.,P.I.,,,Broertjes,,PvdA,,Hilversum,Burgemeester
127842,Dhr.,H.R.,,,Jaarsma,,D66,,Hilversum,Fractievoorzitter
127843,Dhr.,J.,,,Kastje,,GroenLinks,,Hilversum,Fractievoorzitter
21585711,Mw.,K.J.,,,Walters-Vos,,Hart voor Hilversum,,Hilversum,Fractievoorzitter
126572,Dhr.,D.E.O.,,,Streutker,,CDA,,Hilversum,Fractievoorzitter
126574,Dhr.,J.,,,Roos,,Hilversum 1,,Hilversum,Fractievoorzitter
91908,Dhr.,J.,,,de Wit,,ChristenUnie,,Hilversum,Fractievoorzitter
117550,Mw.,M.G.,,,Kooloos,,Leefbaar Hilversum,,Hilversum,Fractievoorzitter
134348,Dhr.,F.,,,Demirkan,,Fractie Demirkan,,Hilversum,Fractievoorzitter
127844,Dhr.,H.,,,Haselager,,PvdA,,Hilversum,Fractievoorzitter
127845,Mw.,B.,,,Verweij,,SP,,Hilversum,Fractievoorzitter
126575,Dhr.,M.F.,,,Vogel,,VVD,,Hilversum,Fractievoorzitter
133561,Dhr.,M.W.,,,Jaeger,,D66,,Hilversum,Locoburgemeester
20259775,Dhr. mr.,P.M.H.,,,van Ruitenbeek,,,,Hilversum,Raadsgriffier
127846,Dhr.,F.,,,Reijmerink,,VVD,,Hilversum,Raadslid
85872,Mw.,A.W.A.M.P.,,,Wijnands - van Daal,,CDA,,Hilversum,Raadslid
126576,Dhr.,D.E.O.,,,Streutker,,CDA,,Hilversum,Raadslid
126578,Mw.,A.F.,,,Vreugdenhil - de Bl̩court,,ChristenUnie,,Hilversum,Raadslid
85874,Dhr.,J.,,,de Wit,,ChristenUnie,,Hilversum,Raadslid
126580,Dhr.,H.R.,,,Jaarsma,,D66,,Hilversum,Raadslid
126579,Dhr.,A.S.,,,de Jong,,D66,,Hilversum,Raadslid
85878,Mw.,A.A.S.,,,den Daas,,D66,,Hilversum,Raadslid
85877,Dhr.,J.E.M.G.,,,Gobbels,,D66,,Hilversum,Raadslid
126584,Dhr.,T.,,,Braaksma,,Hart voor Hilversum,,Hilversum,Raadslid
126583,Mw.,M.H.A.,,,Remmers,,GroenLinks,,Hilversum,Raadslid
85879,Mw.,E.,,,Stroucken,,D66,,Hilversum,Raadslid
126586,Mw.,M.,,,Boumadkar-Boukhriss,,Hart voor Hilversum,,Hilversum,Raadslid
126588,Dhr.,R.,,,Elmendorp,,Leefbaar Hilversum,,Hilversum,Raadslid
85884,Dhr.,J.,,,Kastje,,GroenLinks,,Hilversum,Raadslid
126587,Dhr.,J.,,,Roos,,Hilversum 1,,Hilversum,Raadslid
126589,Dhr.,P.H.J.R.,,,Rooden,,SP,,Hilversum,Raadslid
85887,Dhr.,M.L.,,,Ruitenberg,,Hart voor Hilversum,,Hilversum,Raadslid
126591,Mw.,N.I.,,,Terwiel,,SP,,Hilversum,Raadslid
85890,Dhr.,H.,,,Haselager,,PvdA,,Hilversum,Raadslid
111107,Mw.,K.J.,,,Walters-Vos,,Hart voor Hilversum,,Hilversum,Raadslid
85894,Dhr.,S.,,,Akrouh,,PvdA,,Hilversum,Raadslid
85901,Dhr.,J.P.H.M.,,,van Gilse,,VVD,,Hilversum,Raadslid
126991,Mw.,N.,,,Degenhart,,PvdA,,Hilversum,Raadslid
129964,Dhr.,P.N.J.,,,van de Weerd,,SP,,Hilversum,Raadslid
117552,Mw.,M.G.,,,Kooloos,,Leefbaar Hilversum,,Hilversum,Raadslid
111288,Mw.,B.,,,Verweij,,SP,,Hilversum,Raadslid
131655,Mw.,M.M.C.,,,van Dalen,,Hart voor Hilversum,,Hilversum,Raadslid
131654,Dhr.,N.G.T.,,,van Voorden,,CDA,,Hilversum,Raadslid
134351,Dhr.,H.H.,,,Fennema,,VVD,,Hilversum,Raadslid
134349,Dhr.,M.A.,,,van Velthuijsen,,D66,,Hilversum,Raadslid
134350,Dhr.,F.,,,Demirkan,,Fractie Demirkan,,Hilversum,Raadslid
134488,Dhr.,J.L.R.,,,Veltman,,D66,,Hilversum,Raadslid
85902,Dhr.,M.F.,,,Vogel,,VVD,,Hilversum,Raadslid
126592,Dhr.,R.,,,Verkuijlen,,VVD,,Hilversum,Raadslid
134352,Mw.,H,,,van de Linde,,VVD,,Hilversum,Raadslid
21474330,Dhr.,D.,,,Emmer,,,,Hilversum,Secretaris
127103,Mw.,J.N.,,,van Vroonhoven-Kok,,CDA,,Hilversum,Wethouder
127104,Dhr.,E.G.J.,,,van der Want,,D66,,Hilversum,Wethouder
133562,Dhr.,M.W.,,,Jaeger,,D66,,Hilversum,Wethouder
127107,Dhr.,F.G.J.,,,Voorink,,VVD,,Hilversum,Wethouder
118220,Mw.,J.,,,Zwijnenburg-van der Vliet,,VVD,,Haaren,Burgemeester
133054,Dhr.,H.C.A.M.,,,van Poppel,,CDA,,Haaren,Fractievoorzitter
133313,Dhr.,W.F.C.,,,van Pinxteren,,Fractie LLH,,Haaren,Fractievoorzitter
89444,Dhr.,M.C.J.,,,Assink,,Progressief '96,,Haaren,Fractievoorzitter
127406,Dhr.,P.H.M.,,,den Ouden,,Samenwerking '95,,Haaren,Fractievoorzitter
127407,Dhr.,B.H.G.,,,Scholtze,,VVD,,Haaren,Fractievoorzitter
90848,Dhr.,J.E.P.M.,,,van den Brand,,Samenwerking '95,,Haaren,Locoburgemeester
20259722,Dhr.,E.,,,Dammingh,,,,Haaren,Raadsgriffier
113969,Dhr.,H.C.A.M.,,,van Poppel,,CDA,,Haaren,Raadslid
113970,Dhr.,J.C.M.,,,van Iersel,,CDA,,Haaren,Raadslid
82716,Mw.,J.E.M.M.,,,Beijens-Swalen,,CDA,,Haaren,Raadslid
133055,Dhr.,W.F.C.,,,van Pinxteren,,Fractie LLH,,Haaren,Raadslid
127023,Dhr.,B.,,,Gerritse,,Progressief '96,,Haaren,Raadslid
122680,Dhr.,J.H.,,,van Ginneken,,Progressief '96,,Haaren,Raadslid
82718,Dhr.,M.C.J.,,,Assink,,Progressief '96,,Haaren,Raadslid
122681,Mw.,C.M.C.A.,,,Blom-Kerstens,,Progressief '96,,Haaren,Raadslid
113972,Dhr.,B.W.,,,Velthuizen,,Samenwerking '95,,Haaren,Raadslid
131838,Dhr.,G.J.,,,van Schijndel,,Samenwerking '95,,Haaren,Raadslid
122683,Dhr.,M.A.L.,,,Nelissen,,Samenwerking '95,,Haaren,Raadslid
122684,Dhr.,M.T.J.M.,,,Reijnen,,Samenwerking '95,,Haaren,Raadslid
82721,Dhr.,P.H.M.,,,den Ouden,,Samenwerking '95,,Haaren,Raadslid
127408,Dhr.,S.,,,Reijnen,,Samenwerking '95,,Haaren,Raadslid
122685,Dhr.,B.H.G.,,,Scholtze,,VVD,,Haaren,Raadslid
20259746,Dhr. mr.,J.G.A.,,,van den Akker,,,,Haaren,Secretaris
80010,Dhr.,J.E.P.M.,,,van den Brand,,Samenwerking '95,,Haaren,Wethouder
58117,Dhr.,H.M.J.,,,van den Dungen,,VVD,,Haaren,Wethouder
134631,Dhr.,A.,,,van der Tuuk,,PvdA,,Grootegast,Burgemeester waarnemend
122148,Dhr.,H,,,Westra,,CDA,,Grootegast,Fractievoorzitter
89042,Dhr.,K,,,Apoll,,ChristenUnie,,Grootegast,Fractievoorzitter
88879,Dhr.,J.,,,Wessels,,GroenLinks,,Grootegast,Fractievoorzitter
118678,Mw.,M.J.G.,,,Eeken-Hermans,,PvdA,,Grootegast,Fractievoorzitter
88881,Dhr.,G.A.,,,van Werven,,VVD,,Grootegast,Fractievoorzitter
88882,Dhr.,Y.,,,van der Velde,,VZ2000,,Grootegast,Fractievoorzitter
89037,Dhr.,S.,,,Smedes,,CDA,,Grootegast,Locoburgemeester
20259674,Dhr.,H.R.,,,Kastermans,,,,Grootegast,Raadsgriffier
122150,Dhr.,H,,,Westra,,CDA,,Grootegast,Raadslid
114312,Dhr.,S.,,,Douma,,CDA,,Grootegast,Raadslid
131835,Mw.,I.J.,,,de Vries-Visser,,CDA,,Grootegast,Raadslid
135490,Mw.,M.A.,,,Horenga-Westra,,CDA,,Grootegast,Raadslid
89044,Dhr.,B.J.,,,Boonstra,,ChristenUnie,,Grootegast,Raadslid
89045,Dhr.,K,,,Apoll,,ChristenUnie,,Grootegast,Raadslid
129333,Mw.,J.C.,,,Bos-Wierenga,,ChristenUnie,,Grootegast,Raadslid
77069,Dhr.,J.,,,Wessels,,GroenLinks,,Grootegast,Raadslid
118679,Mw.,M.J.G.,,,Eeken-Hermans,,PvdA,,Grootegast,Raadslid
77072,Dhr.,G.A.,,,van Werven,,VVD,,Grootegast,Raadslid
77073,Dhr.,M.,,,Gorter,,VVD,,Grootegast,Raadslid
77074,Dhr.,G.,,,de Jong,,VZ2000,,Grootegast,Raadslid
77075,Dhr.,H.J.,,,Beute,,VZ2000,,Grootegast,Raadslid
77076,Dhr.,Y.,,,van der Velde,,VZ2000,,Grootegast,Raadslid
124425,Mw.,A.A.,,,Westerhof,,VZ2000,,Grootegast,Raadslid
20259698,Dhr.,E.,,,Par̩,,,,Grootegast,Secretaris
28761,Dhr.,S.,,,Smedes,,CDA,,Grootegast,Wethouder
81625,Dhr.,M.,,,de Haan,,ChristenUnie,,Grootegast,Wethouder
135491,Mw.,E.M.,,,Pastoor-Meuleman,,PvdA,,Grootegast,Wethouder
54666,Mw.,M.,,,van Beek,,PvdA,,Eemsmond,Burgemeester
127357,Mw.,A.,,,Spijk-van de Pol,,CDA,,Eemsmond,Fractievoorzitter
127358,Dhr.,L.,,,Rozema,,ChristenUnie,,Eemsmond,Fractievoorzitter
131463,Dhr.,P.H.,,,op 't Holt,,D66,,Eemsmond,Fractievoorzitter
131464,Dhr.,R.R.,,,Eisinga,,Gemeentebelangen,,Eemsmond,Fractievoorzitter
127361,Dhr.,A.J.,,,Slagter,,PvdA,,Eemsmond,Fractievoorzitter
127362,Mw.,L.M.,,,Visser,,SP,,Eemsmond,Fractievoorzitter
127363,Dhr.,L.,,,Westerhuis,,VVD,,Eemsmond,Fractievoorzitter
127365,Dhr.,H.K.,,,Bouman,,Gemeentebelangen,,Eemsmond,Locoburgemeester
20928748,Dhr. drs.,S.,,,van der Veen,,,,Eemsmond,Raadsgriffier
85267,Dhr.,G.J.,,,van de Wal,,CDA,,Eemsmond,Raadslid
85268,Mw.,A.,,,Spijk-van de Pol,,CDA,,Eemsmond,Raadslid
135438,Mw.,H.J.,,,Dost,,CDA,,Eemsmond,Raadslid
85270,Dhr.,H.,,,Woltjer,,ChristenUnie,,Eemsmond,Raadslid
85271,Dhr.,L.,,,Rozema,,ChristenUnie,,Eemsmond,Raadslid
131465,Dhr.,P.H.,,,op 't Holt,,D66,,Eemsmond,Raadslid
87597,Dhr.,A.,,,van Kleef,,Gemeentebelangen,,Eemsmond,Raadslid
96937,Dhr.,E.,,,Dijkhuis,,Gemeentebelangen,,Eemsmond,Raadslid
126134,Dhr.,G.,,,Martini,,Gemeentebelangen,,Eemsmond,Raadslid
131466,Dhr.,R.R.,,,Eisinga,,Gemeentebelangen,,Eemsmond,Raadslid
85275,Mw.,M.R.G.G.,,,Zuidema-Verweij,,Gemeentebelangen,,Eemsmond,Raadslid
126136,Dhr.,A.J.,,,Slagter,,PvdA,,Eemsmond,Raadslid
131467,Mw.,H.W.,,,Groenewoud,,PvdA,,Eemsmond,Raadslid
131468,Dhr.,J.,,,Schouten,,SP,,Eemsmond,Raadslid
128761,Mw.,D.,,,Voskuil,,SP,,Eemsmond,Raadslid
126140,Mw.,L.M.,,,Visser,,SP,,Eemsmond,Raadslid
126331,Dhr.,L.,,,Westerhuis,,VVD,,Eemsmond,Raadslid
20259648,Dhr.,B.L.,,,Meijer,,,,Eemsmond,Secretaris
28728,Dhr.,H.G.A.,,,Sienot,,CDA,,Eemsmond,Wethouder
123342,Dhr.,T.,,,Berends,,ChristenUnie,,Eemsmond,Wethouder
82204,Dhr.,H.K.,,,Bouman,,Gemeentebelangen,,Eemsmond,Wethouder
123343,Mw.,S.,,,Herkstr̦ter,,SP,,Eemsmond,Wethouder
134363,Dhr. drs.,G.,,,Beukema,,PvdA,,Delfzijl,Burgemeester waarnemend
130433,Dhr. dr.,P,,,van Hoogdalem,,CDA,,Delfzijl,Fractievoorzitter
128140,Dhr.,H.,,,Lameijer,,Fractie 2014,,Delfzijl,Fractievoorzitter
76812,Mw.,EM,,,Zijlstra-Veldman,,D66,,Delfzijl,Fractievoorzitter
21926982,Dhr.,H.,,,Houwerzijl,,Lijst Houwerzijl,,Delfzijl,Fractievoorzitter
128139,Dhr.,C.,,,Buffinga,,ChristenUnie,,Delfzijl,Fractievoorzitter
91765,Dhr.,S,,,van der Zweep,,Lijst Stulp,,Delfzijl,Fractievoorzitter
133157,Dhr.,M.G.,,,Brouwer,,PvdA,,Delfzijl,Fractievoorzitter
135156,Dhr.,G.A.,,,van Amson,,Seniorenbelangen Delfzijl,,Delfzijl,Fractievoorzitter
128141,Dhr.,J.,,,Ottens,,Seniorenpartij Delfzijl,,Delfzijl,Fractievoorzitter
76817,Dhr.,A,,,Heuvelman,,VVD,,Delfzijl,Fractievoorzitter
128542,Dhr.,J.H.,,,Menninga,,Fractie 2014,,Delfzijl,Locoburgemeester
20259565,Dhr.,O.,,,Rijkens,,,,Delfzijl,Raadsgriffier
124069,Dhr.,E.K.H.,,,Stulp,,Lijst Stulp,,Delfzijl,Raadslid
131563,Dhr.,L.,,,Komdeur,,CDA,,Delfzijl,Raadslid
133225,Mw.,JH,,,Volmer-Kuiper,,PvdA,,Delfzijl,Raadslid
126770,Dhr.,M.G.,,,Brouwer,,PvdA,,Delfzijl,Raadslid
125304,Dhr.,N,,,Boersma,,Fractie 2014,,Delfzijl,Raadslid
135157,Dhr.,G.A.,,,van Amson,,Seniorenbelangen Delfzijl,,Delfzijl,Raadslid
125303,Dhr.,H.R.,,,Kol,,ChristenUnie,,Delfzijl,Raadslid
84281,Dhr.,R,,,Kok,,Lijst Stulp,,Delfzijl,Raadslid
125305,Dhr.,H.,,,Houwerzijl,,Lijst Houwerzijl,,Delfzijl,Raadslid
128142,Dhr.,C.,,,Buffinga,,ChristenUnie,,Delfzijl,Raadslid
128143,Dhr.,H.,,,Lameijer,,Fractie 2014,,Delfzijl,Raadslid
122962,Mw.,S.A.,,,Buiter-Dallinga,,Fractie 2014,,Delfzijl,Raadslid
76821,Dhr. dr.,P,,,van Hoogdalem,,CDA,,Delfzijl,Raadslid
76824,Mw.,EM,,,Zijlstra-Veldman,,D66,,Delfzijl,Raadslid
132252,Dhr.,S.,,,Sabanga,,ChristenUnie,,Delfzijl,Raadslid
76827,Dhr.,L,,,Schumer,,Fractie 2014,,Delfzijl,Raadslid
127006,Dhr.,V.G.P.F.,,,Janszen,,Lijst Stulp,,Delfzijl,Raadslid
76830,Dhr.,S,,,van der Zweep,,Lijst Stulp,,Delfzijl,Raadslid
123086,Dhr.,J.,,,Ottens,,Seniorenpartij Delfzijl,,Delfzijl,Raadslid
76836,Dhr.,A,,,Heuvelman,,VVD,,Delfzijl,Raadslid
76838,Mw. drs.,TA,,,Naafs,,VVD,,Delfzijl,Raadslid
